System,FountainType,Position,Painted,GISPropNum,PropName,OMPPropID,Borough,FountainCount,Department,District,FeatureStatus,Point
M003-DF0490,J,"Near Ballfield, Just Outside Playground",NO,M003,Annunciation Playground,M003,M,1,M-09,J-Annunciation Playground,Active,POINT (-73.952254 40.817981)
Q015-DF0029,E High Low,In Playground,NO,Q015,Forest Park,Q015-09,Q,2,Q-16,E High Low-Forest Park-Giovanelli Playground,Active,POINT (-73.847427 40.698847)
Q163-DF1009,Indoor Drinking Fountain,Indoor,,Q163,Rockaway Beach Boardwalk,Q163-BLG0296,Q,1,Q-14,Indoor Drinking Fountain-Rockaway Beach Boardwalk-Beach 86th Street CS & HQ,Active,POINT (-73.810846 40.584641)
B057-DF0978,E High Low,,,B057,Marine Park,B057-06,B,2,B-18,E High Low-Marine Park-Seba Playground,Active,POINT (-73.920281 40.589208)
B324-DF0551,A,"Out in Open, Near Ballfield",YES,B324,Jacob Joffe Fields,B324,B,1,B-18,A-Jacob Joffe Fields,Active,POINT (-73.919085 40.625942)
B105-DF0440,C,In Playground,NO,B105,Taaffe Playground,B105,B,1,B-03,C-Taaffe Playground,Active,POINT (-73.960741 40.695912)
Q007-DF0248,A,Out in Open,YES,Q007,Bayswater Park,Q007,Q,1,Q-14,A-Bayswater Park,Active,POINT (-73.767727 40.598547)
B251-DF0925,E,Out in Open,YES,B251,Manhattan Beach Park,B251-ZN01,B,1,B-15,E-Manhattan Beach Park-Manhattan Beach Zone 1,Active,POINT (-73.946352 40.575963)
B068-DF0346,E,"Out in Open, Near Ballfield",NO,B068,Parade Ground,B073-ZN28,B,1,B-14,E-Parade Ground-East Parade Grounds,Active,POINT (-73.968103 40.650984)
Q005-DF0314,A,Near Ballfield,NO,Q005,Baisley Pond Park,Q005-ZN01,Q,1,Q-12,A-Baisley Pond Park-Baisley Pond Park Zone 1,Active,POINT (-73.785461 40.682381)
B250-DF0630,C,"Out in Open, In Playground",NO,B250,Nostrand Playground,B250,B,1,B-17,C-Nostrand Playground,Active,POINT (-73.947741 40.638465)
B387-DF0148,Bottle Filler High Low,Out in Open,YES,B387,Hilltop Playground,B387,B,3,B-16,Bottle Filler High Low-Hilltop Playground,Active,POINT (-73.914394 40.675288)
Q381-DF0717,A,In Playground,NO,Q381,Francis Lewis Playground,Q381,Q,1,Q-11,A-Francis Lewis Playground,Active,POINT (-73.783986 40.760178)
M010-DF0622,E,"Under Tree, Out in Open",YES,M010,Central Park,M010-ZN31,M,1,M-13,E-Central Park-Reservoir Running Track & Landscape,Active,POINT (-73.961804 40.788759)
B085-DF1068,Indoor Drinking Fountain,Indoor,,B085,Metropolitan Recreation Center,B085-BLG0982,B,1,B-01,Indoor Fountain-Metropolitan Recreation Center,Active,POINT (-73.960317 40.715012)
Q004-DF0462,A,Out in Open,NO,Q004,Astoria Park,Q004-ZN02,Q,1,Q-01,A-Astoria Park-Astoria Park Zone 2,Active,POINT (-73.920912 40.779556)
M010-DF0600,E and Dog,Out in Open,YES,M010,Central Park,M010-ZN28,M,2,M-13,E and Dog-Central Park-Ross Pinetum,Active,POINT (-73.966793 40.78255)
B223G-DF0206,E and Dog,"Under Tree, Out in Open",YES,B223G,Hillside Dog Park,B223G,B,2,B-02,E and Dog-Hillside Dog Park,Active,POINT (-73.994676 40.701539)
M041-DF0496,D,"Under Tree, In Playground",NO,M041,Alexander Hamilton Playground,M041,M,1,M-09,D-Alexander Hamilton Playground,Active,POINT (-73.95131 40.823239)
M088-DF0303,A,"Under Tree, Near Ballfield, In Playground",YES,M088,Tompkins Square Park,M088,M,1,M-03,A-Tompkins Square Park,Active,POINT (-73.98189 40.727551)
Q102-DF0398,A,Near Ballfield,NO,Q102,Juniper Valley Park,Q102-ZN02,Q,1,Q-05,A-Juniper Valley Park-Juniper Valley Park Zone 2,Active,POINT (-73.878588 40.720071)
X102-DF0390,E,"Out in Open, In Playground",NO,X102,Ciccarone Park,X102,X,1,X-06,E-Ciccarone Park,Active,POINT (-73.886706 40.855935)
Q131-DF0737,A,Under Tree,NO,Q131,Frank Principe Park,Q131,Q,1,Q-05,A-Frank Principe Park,Active,POINT (-73.904599 40.726981)
Q397-DF0535,C,"Under Tree, In Playground",NO,Q397,Auburndale Playground,Q397,Q,1,Q-07,C-Auburndale Playground,Active,POINT (-73.79397 40.76585)
B060-DF0755,A,Out in Open,NO,B060,McKinley Park,B060,B,1,B-10,A-McKinley Park,Active,POINT (-74.017157 40.627552)
X092-DF0225,D,Out in Open,YES,X092,Van Cortlandt Park,X092-ZN11,X,1,X-13,D-Van Cortlandt Park-Indian Memorial To Indian Field,Active,POINT (-73.87904 40.895901)
M010-DF1047,Food Prep Sink,Indoor,,M010,Central Park,M010-ZN01-BLG0707,M,1,M-13,Food Prep Sink-Central Park-ARSENAL,Active,POINT (-73.971305 40.767631)
X196-DF0043,C,"Under Tree, In Shade",YES,X196,Haffen Park,X196,X,1,X-12,C-Haffen Park,Active,POINT (-73.839634 40.873824)
B073-DF0915,E and Dog,"Out in Open, Just Outside Playground",,B073,Prospect Park,B073-ZN06,B,2,B-19,E and Dog-Prospect Park-Prospect Park Southwest Lower,Active,POINT (-73.97264 40.654684)
B223R-DF0386,E,"Under Tree, In Playground",YES,B223R,Jaime Campiz Playground,B223R,B,1,B-01,E-Jaime Campiz Playground,Active,POINT (-73.954426 40.713346)
Q127-DF0300,C,Near Ballfield,NO,Q127,Marconi Park,Q127,Q,1,Q-12,C-Marconi Park,Active,POINT (-73.795402 40.693086)
M010-DF1045,Water Cooler,Indoor,,M010,Central Park,M010-ZN01-BLG0707,M,1,M-13,Water Cooler-Central Park-ARSENAL,Active,POINT (-73.971305 40.767631)
B150-DF0991,F High Low,,,B150,Kolbert Playground,B150,B,2,B-14,F High Low-Kolbert Playground,Active,POINT (-73.957728 40.620311)
X004-DF0078,D,In Playground,NO,X004,Bronx River Parkway,X004-02,X,1,X-09,D-Bronx River Parkway-Olinville Playground,Active,POINT (-73.867041 40.884197)
M088-DF0307,B,"Under Tree, Just Outside Playground",NO,M088,Tompkins Square Park,M088,M,1,M-03,B-Tompkins Square Park,Active,POINT (-73.981571 40.725669)
Q369-DF0612,A,In Playground,YES,Q369,Louis Pasteur Park,Q369,Q,1,Q-11,A-Louis Pasteur Park,Active,POINT (-73.735431 40.761877)
B214-DF0027,Bottle Filler Fountain,Under Tree,YES,B214,Linden Park,B214-01,B,2,B-05,Bottle Filler Fountain-Linden Park-Linden Park,Active,POINT (-73.887034 40.65857)
BT07-DF0904,C,In Playground,,BT07,Neighborhood Parks,BT07,B,1,B-06,C-Neighborhood Parks,Active,POINT (-73.996899 40.689727)
X002-DF0354,C,"Out in Open, Just Outside Playground",NO,X002,Bronx Park,X002-07,X,1,X-14,C-Bronx Park-River Park,Active,POINT (-73.877568 40.842933)
B270-DF1099,Indoor Drinking Fountain,Indoor,,B270,Brownsville Playground,B270-BLG1185,B,1,B-16,Indoor Drinking Fountain-Brownsville Playground-Recreation Center,Active,POINT (-73.902784 40.656223)
B330-DF0559,D,"Out in Open, Just Outside Playground",NO,B330,Hickman Playground,B330,B,1,B-18,D-Hickman Playground,Active,POINT (-73.913714 40.620512)
Q401-DF1012,Food Prep Sink,Indoor,,Q401,Lost Battalion Hall Recreation Center,Q401-BLG0533,Q,1,Q-06,Food Prep Sink-Lost Battalion Hall Recreation Center,Active,POINT (-73.865513 40.731805)
X092-DF0587,Slop Sink,Indoor,,X092,Van Cortlandt Park,X092-ZN07-BLG0952,X,1,X-13,Slop Sink-Van Cortlandt Park-VC GARAGE,Active,POINT (-73.894767 40.903524)
M104-DF0168,Pedestal,"Near Ballfield, Out in Open",NO,M104,Randall's Island Park,M104-ZN01,M,1,M-11R,Pedestal-Randall's Island Park-Bronx Shore,Active,POINT (-73.917068 40.797372)
B310-DF1137,A,"Attached to Building, On Pool Deck",,B310,Bushwick Playground,B310,B,1,B-01,A-Bushwick Playground,Active,POINT (-73.939315 40.701921)
X002-DF0511,Indoor Drinking Fountain,Indoor,,X002,Bronx Park,X002-BLG0001,X,1,X-14,Indoor Drinking Fountain-Bronx Park-Ranaqua,Active,POINT (-73.870393 40.847141)
R038A-DF0241,Bathroom Sink,Indoor,,R038A,Midland Field,R038A-BLG1306,R,1,R-02,Bathroom Sink-Midland Field-Midland Field Comfort,Active,POINT (-74.099485 40.576585)
Q341E-DF0378,A,Out in Open,NO,Q341E,Crosson Green,Q341E,Q,1,Q-02,A-Crosson Green,Active,POINT (-73.896653 40.742342)
Q476-DF0893,D,"Out_in_Open,Near_Ballfield",,Q476,College Point Fields,Q476,Q,1,Q-07,D-College Point Fields,Active,POINT (-73.837518 40.776141)
Q336-DF0255,CS Concrete,In Playground,NO,Q336,Judge Moses Weinstein Playground,Q336,Q,1,Q-08,CS Concrete-Judge Moses Weinstein Playground,Active,POINT (-73.820374 40.718633)
X010-DF0327,E and Dog,"In Shade, Under Tree",YES,X010,Crotona Park,X010-ZN01,X,2,X-03,E and Dog-Crotona Park-Crotona Park Lake,Active,POINT (-73.89333 40.838727)
Q456-DF0187,A,In Playground,NO,Q456,Gene Gray Playground,Q456,Q,1,Q-14,A-Gene Gray Playground,Active,POINT (-73.819225 40.606206)
MT03-DF1084,Bottle Filler Fountain,Indoor,,MT03,Arsenal West,MT03-BLG0001,M,2,M-07,Bottle Filler Fountain-Arsenal West,Active,POINT (-73.982919 40.769783)
M104-DF1089,Bottle Filler Fountain,Indoor,,M104,Randall's Island Park,M104-ZN04-BLG15901,M,2,M-11R,Bottle Filler Fountain-Randall's Island Park-Icahn Stadium,Active,POINT (-73.924708 40.79288)
Q102-DF0396,A,Out in Open,YES,Q102,Juniper Valley Park,Q102-ZN01,Q,1,Q-05,A-Juniper Valley Park-Juniper Valley Park Zone 1,Active,POINT (-73.884689 40.72043)
B051-DF0672,A,Out in Open,YES,B051,Kelly Park Playground,B051,B,1,B-15,A-Kelly Park Playground,Active,POINT (-73.957501 40.604508)
Q332-DF0048,A,Near Ballfield,NO,Q332,Woodtree Playground,Q332,Q,1,Q-01,A-Woodtree Playground,Active,POINT (-73.902418 40.777828)
Q009-DF0646,C,In Playground,NO,Q009,Hermon A. MacNeil Park,Q009-01,Q,1,Q-07,C-Macneil Park-MacNeil Playground,Active,POINT (-73.851228 40.793462)
M045-DF0222,F High Low,Out in Open,,M045,John Jay Park,M045,M,2,M-08,F High Low-John Jay Park,Active,POINT (-73.949229 40.768853)
B364-DF0484,C,"Just Outside Playground, Under Tree",YES,B364,Woods Playground,B364,B,1,B-08,C-Woods Playground,Active,POINT (-73.929178 40.674718)
B244-DF0660,C,Out in Open,YES,B244,McDonald Playground,B244,B,1,B-15,C-McDonald Playground,Active,POINT (-73.971722 40.600465)
M220-DF0467,A,"Under Tree, Near Ballfield, Just Outside Playground",NO,M220,Frederick Douglass Playground,M220,M,1,M-07,A-Frederick Douglass Playground,Active,POINT (-73.967637 40.797155)
X131-DF0458,C,Out in Open,NO,X131,Lozada Playground,X131,X,1,X-01,C-Lozada Playground,Active,POINT (-73.925146 40.807735)
M028-DF0050,A,"Out in Open, In Playground",YES,M028,Fort Washington Park,M028-ZN02A,M,1,M-12,A-Fort Washington Park-Fort Washington Park Zone 2A,Active,POINT (-73.946508 40.848643)
B109-DF0703,E,Out in Open,NO,B109,Bill Brown Playground,B109,B,1,B-15,E-Bill Brown Playground,Active,POINT (-73.945896 40.592842)
M164-DF0451,E High Low,"Under Tree, Near Ballfield, Just Outside Playground",YES,M164,Asser Levy Playground,M164,M,2,M-06,E High Low-Asser Levy Playground,Active,POINT (-73.975758 40.736557)
Q133-DF0715,D,In Playground,NO,Q133,Pat Williams Playground,Q133,Q,1,Q-13,D-Pat Williams Playground,Active,POINT (-73.729611 40.713184)
B008-DF1027,Indoor Drinking Fountain,Indoor,,B008,Betsy Head Park,B008-BLG1187,B,1,B-16,Indoor Fountain-Betsy Head Park-Field House,Active,POINT (-73.912195 40.663002)
Q446-DF0982,Indoor Drinking Fountain,Indoor,,Q446,Sorrentino Recreation Center,Q446-BLG0532,Q,1,Q-14,Indoor Drinking Fountain-Sorrentino Recreation Center,Active,POINT (-73.751374 40.602437)
Q391-DF0293,A,In Playground,NO,Q391,Joseph Austin Playground,Q391,Q,1,Q-08,A-Joseph Austin Playground,Active,POINT (-73.800935 40.715639)
B028-DF0662,A,Near Ballfield,NO,B028,Dyker Beach Park,B028-ZN02,B,1,B-10,A-Dyker Beach Park-Dyker Beach Park Zone 2,Active,POINT (-74.012928 40.612288)
Q099-DF0232,A,Under Tree,YES,Q099,Flushing Meadows Corona Park,Q099-ZN07,Q,1,Q-15,A-Flushing Meadows Corona Park-Festival Sq & Garden Of Meditation,Active,POINT (-73.842191 40.743604)
B262-DF0423,C,"In Playground, Under Tree",YES,B262,Potomac Playground,B262,B,1,B-03,C-Potomac Playground,Active,POINT (-73.944008 40.682027)
X137-DF0186,E,Out in Open,YES,X137,Jerome Park,X137,X,1,X-07,E-Jerome Park,Active,POINT (-73.889551 40.881115)
M017-DF0345,C,"Under Tree, Near Ballfield, Just Outside Playground",NO,M017,Corlears Hook Park,M017,M,1,M-03,C-Corlears Hook Park,Active,POINT (-73.979786 40.711583)
Q006-DF0726,E High Low,In Playground,YES,Q006,Bowne Park,Q006-01,Q,2,Q-07,E High Low-Bowne Park-Bowne Playground,Active,POINT (-73.805922 40.770446)
Q381-DF0718,A,In Playground,YES,Q381,Francis Lewis Playground,Q381,Q,1,Q-11,A-Francis Lewis Playground,Active,POINT (-73.783907 40.760538)
B382A-DF0409,A,Near Ballfield,NO,B382A,Roberto Clemente Ballfield,B382A,B,1,B-01,A-Roberto Clemente Ballfield,Active,POINT (-73.967363 40.706604)
Q126-DF0677,D,Under Tree,NO,Q126,Francis Lewis Park,Q126,Q,1,Q-07,D-Francis Lewis Park,Active,POINT (-73.82558 40.796265)
B169-DF0607,Trough,"In Playground, Out in Open",NO,B169,Coney Island Beach & Boardwalk,B169,B,1,B-13,Trough-Coney Island Beach & Boardwalk,Active,POINT (-73.989153 40.57237)
Q021-DF0354,A,Near Ballfield,NO,Q021,Cunningham Park,Q021-ZN05,Q,1,Q-08,A-Cunningham Park-Cunningham Park Zone 5,Active,POINT (-73.764464 40.739679)
Q357B-DF0391,C,In Playground,NO,Q357B,Real Good Playground,Q357B,Q,1,Q-06,C-Real Good Playground,Active,POINT (-73.857754 40.735368)
B430-DF0085,D,In Playground,NO,B430,Lewis Playground,B430,B,1,B-03,D-Lewis Playground,Active,POINT (-73.938007 40.695439)
B113C-DF0802,E,Out in Open,YES,B113C,Columbus Park,B113C,B,1,B-02,E-Columbus Park,Active,POINT (-73.990047 40.694145)
B021-DF0228,F,"Out in Open, Near Ballfield, Just Outside Playground",YES,B021,Commodore Barry Park,B021,B,1,B-02,F-Commodore Barry Park,Active,POINT (-73.978297 40.697479)
Q366-DF0873,Bottle Filler High Low,In_Playground,,Q366,Louis C. Moser Playground,Q366,Q,3,Q-03,Bottle Filler High Low-Louis C. Moser Playground,Active,POINT (-73.892333 40.762879)
Q007-DF0233,A,In Shade,NO,Q007,Bayswater Park,Q007-01,Q,1,Q-14,A-Bayswater Park-Bayswater Playground,Active,POINT (-73.767585 40.598778)
M029-DF0894,Stone,,,M029,Fort Tryon Park,M029-ZN02,M,1,M-12,Stone-Fort Tryon Park-Fort Tryon Park Zone 2,Active,POINT (-73.933946 40.859868)
M105-DF0995,Indoor Drinking Fountain,Indoor,,M105,Sara D. Roosevelt Park,M105-BLG1529,M,1,M-03,Indoor Drinking Fountain-Sara D. Roosevelt Park-Community Center,Active,POINT (-73.992258 40.720424)
Q099-DF0216,A,Under Tree,NO,Q099,Flushing Meadows Corona Park,Q099-ZN13,Q,1,Q-15,A-Flushing Meadows Corona Park-Reflecting Pool Lawns,Active,POINT (-73.845265 40.747414)
B251-DF0616,C,In Playground,NO,B251,Manhattan Beach Park,B251-08,B,1,B-15,C-Manhattan Beach Park-Manhattan Beach Park Playground,Active,POINT (-73.940707 40.577653)
M360-DF0117,Trough,Out in Open,YES,M360,The High Line,M360-ZN01,M,1,M-16,Trough-The High Line-The High Line Zone 1,Active,POINT (-74.007119 40.74334)
B169B-DF1083,Indoor Drinking Fountain,Indoor,,B169B,Poseidon Playground,B169B-BLG1150,B,1,B-13,Indoor Drinking Fountain-Poseidon Playground-Maintenance Building,Active,POINT (-73.991776 40.572412)
Q012-DF0749,C,Near Ballfield,,Q012,Crocheron Park,Q012-ZN01,Q,1,Q-07A,C-Crocheron Park-Crocheron Park Zone 1,Active,POINT (-73.769939 40.769961)
Q162E-DF0192,D,In Playground,NO,Q162E,Beach 59th St Playground,Q162E,Q,1,Q-14,D-Beach 59th St Playground,Active,POINT (-73.788956 40.589046)
Q099-DF0949,Indoor Drinking Fountain,Indoor,,Q099,Flushing Meadows Corona Park,Q099-ZN10-BLG0380,Q,1,Q-15,Indoor Drinking Fountain-Flushing Meadows Corona Park-Allied II,Active,POINT (-73.838006 40.753535)
B223DE-DF0943,E,,,B223DE,Brooklyn Heights Promenade,B223DE,B,1,B-02,E-Brooklyn Heights Promenade,Active,POINT (-73.997772 40.695705)
B166-DF0825,D,"Near Ballfield, Out in Open",NO,B166,Belt Parkway/Shore Parkway,B166,B,1,B-15,D-Belt Parkway/Shore Parkway,Active,POINT (-73.898311 40.619115)
X267-DF0311,E,Out in Open,YES,X267,Eae J Mitchell Park,X267,X,1,X-03,E-Eae J Mitchell Park,Active,POINT (-73.884268 40.836413)
M144-DF0683,Bottle Filler High Low,"Under_Tree,Near_Ballfield",,M144,John V. Lindsay East River Park,M144-ZN05,M,3,M-03,Bottle Filler High Low-John V. Lindsay East River Park-East River Park Zone 5,Active,POINT (-73.973989 40.721375)
R106-DF0135,D,Near Ballfield,YES,R106,Bloomingdale Park,R106-ZN03,R,1,R-03,D-Bloomingdale Park-Bloomingdale Park Zone 3,Active,POINT (-74.209906 40.535053)
B266-DF0081,E,Under Tree,YES,B266,Star Spangled Playground,B266,B,1,B-03,E-Star Spangled Playground,Active,POINT (-73.957991 40.691627)
M071-DF0089,E,"Near Ballfield, Under Tree",NO,M071,Riverside Park,M071-ZN20,M,1,M-14,E-Riverside Park-Hudson Beach Volleyball Courts & Café,Active,POINT (-73.972997 40.802162)
B260A-DF1090,Indoor Drinking Fountain,Indoor,,B260A,Howard Pool,B260-BLG1189,B,1,B-16,Indoor Drinking Fountain-Howard Pool-Comfort Station,Active,POINT (-73.909069 40.672823)
R004-DF0081,D,Out in Open,NO,R004,Barrett Triangle,R004,R,1,R-01,D-Barrett Triangle,Active,POINT (-74.07597 40.64182)
X016-DF0520,Indoor Drinking Fountain,Indoor,,X016,Owen F. Dolen Park,X016-BLG0910,X,1,X-10,Indoor Drinking Fountain-Owen F. Dolen Park-Recreation Center,Active,POINT (-73.84258 40.840683)
Q051-DF0303,C,In Playground,NO,Q051,Archie Spigner Park,Q051,Q,1,Q-12,C-St. Albans Park,Active,POINT (-73.780249 40.69338)
M283-DF0172,Other,Under Tree,YES,M283,Battery Park City,M283-ZN01,M,1,M-01,Other-Battery Park City-Battery Park City Zone 1,Active,POINT (-74.018332 40.706856)
Q358-DF0116,A,Under Tree,NO,Q358,Detective William T. Gunn Playground,Q358,Q,1,Q-13,A-Detective William T. Gunn Playground,Active,POINT (-73.731782 40.731268)
B248-DF0518,CS Metal,"Under Tree, Out in Open, Just Outside Playground",YES,B248,Fox Playground,B248,B,1,B-18,CS Metal-Fox Playground,Active,POINT (-73.923879 40.632663)
M251-DF0113,E,"Under Tree, In Playground",YES,M251,Bleecker Playground,M251,M,1,M-02,E-Bleecker Playground,Active,POINT (-74.005671 40.736556)
M155-DF0425,D,"In Playground, Near Ballfield",YES,M155,Courtney Callender Playground,M155,M,1,M-10,D-Courtney Callender Playground,Active,POINT (-73.939893 40.810253)
Q198-DF0372,C,"Under Tree, Out in Open",YES,Q198,WOODSIDE PLAZA,Q198-QZ118,Q,1,Q-02,C-Woodside Memorial Triangle,Active,POINT (-73.904769 40.74536)
X136-DF0156,D,"Near Ballfield, Out in Open",NO,X136,Harris Park,X136,X,1,X-07,D-Harris Park,Active,POINT (-73.890803 40.876218)
Q099-DF0774,D,In Playground,NO,Q099,Flushing Meadows Corona Park,Q099-16,Q,1,Q-15,D-Flushing Meadows Corona Park-Jurassic Playground,Active,POINT (-73.843379 40.735301)
M010-DF0271,E High Low,In Playground,YES,M010,Central Park,M010-167,M,2,M-13,E High Low-Central Park-Mariner's Gate Plgd,Active,POINT (-73.969522 40.784007)
B316-DF0959,F High Low,,,B316,DiGilio Playground,B316,B,2,B-14,F High Low-DiGilio Playground,Active,POINT (-73.977202 40.632856)
M019-DF0432,A,Near Ballfield,YES,M019,Coleman Playground,M019,M,1,M-03,A-Coleman Playground,Active,POINT (-73.994094 40.711273)
Q414-DF0522,A,Under Tree,YES,Q414,Rocket Playground,Q414,Q,1,Q-10,A-Rocket Playground,Active,POINT (-73.846186 40.670579)
M045-DF0908,CS Concrete,,,M045,John Jay Park,M045,M,1,M-08,CS Concrete-John Jay Park,Active,POINT (-73.948565 40.769557)
Q099-DF0898,B,,,Q099,Flushing Meadows Corona Park,Q099-ZN01,Q,1,Q-03,B-Flushing Meadows Corona Park-Flushing Bay Promenade,Active,POINT (-73.846237 40.761458)
B223JB-DF0889,A,Near Ballfield,YES,B223JB,Susan Smith McKinney Steward Park,B223JB,B,1,B-02,A-Bridge Park,Active,POINT (-73.985858 40.701404)
B130-DF0541,A,In Playground,YES,B130,Greenwood Playground,B130,B,1,B-07,A-Greenwood Playground,Active,POINT (-73.97655 40.650491)
Q015-DF1016,Water Cooler,Indoor,,Q015,Forest Park,Q015-08-BLG0457,Q,1,Q-16,Water Cooler-Forest Park-Forest Park,Active,POINT (-73.868143 40.702311)
B166D-DF0832,D,"Out in Open, Near Ballfield",NO,B166D,McGuire Fields,B166D,B,1,B-18,D-McGuire Fields,Active,POINT (-73.900014 40.620391)
B054-DF0486,CS Concrete,In Playground,YES,B054,Lincoln Terrace / Arthur S. Somers Park,B054-01,B,1,B-08,CS Concrete-Lincoln Terrace / Arthur S. Somers Park-CS,Active,POINT (-73.927568 40.666415)
M043-DF0187,A,"Near Ballfield,Near_Ballfield",YES,M043,Isham Park,M042-ZN01,M,1,M-12,A-Isham Park-Inwood Hill Park Zone 1,Active,POINT (-73.920184 40.872113)
Q089B-DF0653,D,Under Tree,NO,Q089B,Harvey Park,Q089B,Q,1,Q-07,D-Harvey Park,Active,POINT (-73.823758 40.78449)
X344-DF0421,Trough,"Under Tree, In Shade",NO,X344,Mill Pond Park,X344,X,1,X-04,Trough-Mill Pond Park,Active,POINT (-73.931472 40.824101)
B234-DF0501,CS Concrete,"Out in Open, In Playground",NO,B234,Tilden Playground,B234,B,1,B-17,CS Concrete-Tilden Playground,Active,POINT (-73.931405 40.647934)
B294-DF0138,A,"Under Tree, In Playground",YES,B294,Jackie Robinson Park Playground,B294,B,1,B-03,A-Jackie Robinson Park Playground,Active,POINT (-73.928295 40.680074)
Q121-DF0901,Bottle Filler Wall,,,Q121,Detective Keith L Williams Park,Q121-02,Q,1,Q-12,Bottle Filler Wall-Detective Keith L Williams Park-Playground (Tennis),Active,POINT (-73.785128 40.703949)
Q220G-DF0275,A,In Playground,NO,Q220G,Hoover - Manton Playgrounds,Q220G,Q,1,Q-08,A-Hoover - Manton Playgrounds,Active,POINT (-73.821399 40.712164)
M010-DF0575,B,Out in Open,NO,M010,Central Park,M010-ZN07,M,1,M-13,B-Central Park-Central Park South,Active,POINT (-73.977184 40.767144)
Q014-DF0800,Bottle Filler High Low,Just Outside Playground,YES,Q014,Astoria Heights Playground,Q014,Q,3,Q-01,Bottle Filler High Low-Astoria Heights Playground,Active,POINT (-73.911409 40.760657)
M196-DF0436,A,"Just Outside Playground, Near Ballfield, Under Tree",NO,M196,Playground One,M196,M,1,M-03,A-Playground One,Active,POINT (-73.997275 40.712143)
Q029-DF0586,C,Out in Open,,Q029,William F Moore Park,Q029,Q,1,Q-04,C-William F Moore Park,Active,POINT (-73.855415 40.743649)
X044-DF0534,Indoor Drinking Fountain,Indoor,,X044,St. James Park,X044-BLG0846,X,1,X-07,Indoor Drinking Fountain-St. James Park-Recreation Center,Active,POINT (-73.899021 40.86455)
