System,FountainType,Position,Painted,GISPropNum,PropName,OMPPropID,Borough,FountainCount,Department,District,FeatureStatus,Point
X258-DF0369,A,"Under Tree, In Playground",YES,X258,Cleopatra Playground,X258,X,1,X-05,A-Cleopatra Playground,Active,POINT (-73.904051 40.84532)
X039-DF0588,Water Cooler,Indoor,,X039,Pelham Bay Park,X039-ZN18-BLG1435,X,1,X-15A,Water Cooler-Pelham Bay Park-ORCHARD BEACH/HQ,Active,POINT (-73.795134 40.865852)
Q333-DF0067,A,"Near Ballfield, Under Tree",,Q333,Ravenswood Playground,Q333,Q,1,Q-01,A-Ravenswood Playground,Active,POINT (-73.935043 40.762651)
R043-DF0207,Water Cooler,Indoor,,R043,Lyons Pool,R043-BLG1264,R,1,R-01,Water Cooler-Lyons Pool-Lyons Pool Recreation Center,Active,POINT (-74.074754 40.637536)
R110-DF0265,Indoor Drinking Fountain,Indoor,,R110,Tottenville Pool,R110-BLG1367,R,1,R-03,Indoor Drinking Fountain-Tottenville Pool-JOLINE POOL,Active,POINT (-74.235292 40.505848)
B254-DF0298,D,"Under Tree, In Shade",YES,B254,Wingate Park,B254,B,1,B-09,D-Wingate Park,Active,POINT (-73.94465 40.658953)
Q220C-DF0790,A,Near Ballfield,NO,Q220C,Dr. Charles R. Drew Park,Q220C,Q,1,Q-12,A-Dr. Charles R. Drew Park,Active,POINT (-73.803231 40.680177)
M105-DF0217,C,"Under Tree, Near Ballfield",NO,M105,Sara D. Roosevelt Park,M105,M,1,M-03,C-Sara D. Roosevelt Park,Active,POINT (-73.99335 40.718638)
X123-DF0130,C,Near Ballfield,NO,X123,Noble Playground,X123,X,1,X-09,C-Noble Playground,Active,POINT (-73.871754 40.837646)
Q400-DF0157,E,In Playground,YES,Q400,Oakland Gardens,Q400,Q,1,Q-07A,E-Oakland Gardens,Active,POINT (-73.759564 40.753145)
B251-DF0930,A,Near Ballfield,,B251,Manhattan Beach Park,B251-ZN02,B,1,B-15,A-Manhattan Beach Park-Manhattan Beach Zone 2,Active,POINT (-73.945803 40.577042)
M071-DF0973,Food Prep Sink,Indoor,,M071,Riverside Park,M071-ZN15-BLG1486,M,1,M-14,Food Prep Sink-Riverside Park-VOLUNTEER HOUSE,Active,POINT (-73.970509 40.803151)
M104-DF1097,Water Cooler,Indoor,,M104,Randall's Island Park,M104-ZN01-BLG1561,M,1,M-11R,Water Cooler-Randall's Island Park-5 Boro,Active,POINT (-73.922755 40.79903)
B260A-DF1134,Drinking Fountain Sink Combination,Indoor,,B260A,Howard Pool,B260-BLG1189,B,2,B-16,Drinking Fountain Sink Combination-Howard Pool-Comfort Station,Active,POINT (-73.909124 40.67279)
M029-DF0235,Stone,Under Tree,NO,M029,Fort Tryon Park,M029-ZN05,M,1,M-12,Stone-Fort Tryon Park-Fort Tryon Park Zone 5,Active,POINT (-73.931652 40.859683)
X253-DF0017,C,Under Tree,YES,X253,Ambrosini Field,X253,X,1,X-15,C-Ambrosini Field,Active,POINT (-73.785104 40.844188)
M108Q-DF0264,D,Out in Open,YES,M108Q,Twenty-Four Sycamores Park,M108Q,M,1,M-08,D-Twenty-Four Sycamores Park,Active,POINT (-73.958641 40.75949)
M071-DF0124,B,"Under Tree, Out in Open",NO,M071,Riverside Park,M071-ZN15,M,1,M-14,B-Riverside Park-Terrace Promenade North,Active,POINT (-73.970259 40.804563)
Q086-DF0081,A,"Out in Open, Near Ballfield",NO,Q086,Flushing Fields,Q086,Q,1,Q-07,A-Flushing Fields,Active,POINT (-73.81699 40.775223)
B025-DF0395,E,In Playground,NO,B025,Cooper Park,B025,B,1,B-01,E-Cooper Park,Active,POINT (-73.936303 40.715499)
B270-DF1095,Indoor Drinking Fountain,Indoor,,B270,Brownsville Playground,B270-BLG1185,B,1,B-16,Indoor Fountain-Brownsville Playground-Recreation Center,Active,POINT (-73.902784 40.656223)
M107-DF0154,Pedestal,Near Ballfield,NO,M107,Wards Island Park,M107-ZN05,M,1,M-11R,Pedestal-Wards Island Park-Wards Waterfront,Active,POINT (-73.934907 40.785298)
B329-DF0818,A,"Near Ballfield, Out in Open",NO,B329,Lindower Park,B329,B,1,B-18,A-Lindower Park,Active,POINT (-73.912367 40.611619)
X092-DF0229,G,"Under Tree, In Playground",YES,X092,Van Cortlandt Park,X092-09,X,1,X-13,G-Van Cortlandt Park-Southwest Plgd,Active,POINT (-73.898301 40.886777)
B145-DF1079,Indoor Drinking Fountain,Indoor,,B145,Thomas Greene Playground,B145-BLG1068,B,1,B-06,Indoor Fountain-Thomas Greene Playground-D & D POOL,Active,POINT (-73.985783 40.68065)
B073-DF1053,Indoor Drinking Fountain,Indoor,,B073,Prospect Park,B073-ZN11-BLG1254,B,1,B-19,Indoor Drinking Fountain-Prospect Park-ZOO,Active,POINT (-73.965469 40.665364)
M260-DF1018,Indoor Drinking Fountain,Indoor,,M260,Chelsea Recreation Center,M260-BLG0648,M,1,M-04,Indoor Drinking Fountain-Chelsea Recreation Center,Active,POINT (-74.002219 40.748296)
B313-DF0899,A,In Playground,,B313,El Shabazz Playground,B313,B,1,B-03,A-El Shabazz Playground,Active,POINT (-73.930759 40.682694)
Q084A-DF0316,C,"Out in Open, Under Tree",YES,Q099,Flushing Meadows Corona Park,Q099-ZN01,Q,1,Q-15,C-Flushing Meadows Corona Park,Active,POINT (-73.858362 40.761602)
Q050-DF0433,Trough,Out in Open,NO,Q050,Rockaway Beach,Q050-ZN08B,Q,1,Q-14,Trough-Rockaway Beach-Rockaway Beach 08b,Active,POINT (-73.836893 40.577471)
Q108-DF0866,Bottle Filler High Low,Near skate park.,,Q108,Laurelton Playground,Q108,Q,3,Q-13,Bottle Filler High Low-Laurelton Playground,Active,POINT (-73.73653 40.669996)
R088-DF0238,Food Prep Sink,Indoor,,R088,High Rock Park,R088-ZN03-BLG3377,R,1,R-02,Food Prep Sink-High Rock Park-Altamont House,Active,POINT (-74.121091 40.581058)
B311-DF0999,Other,,,B311,Ten Eyck Playground,B311,B,1,B-01,Other-Ten Eyck Playground,Active,POINT (-73.939171 40.708888)
X224-DF0358,D,Out in Open,NO,X224,MacLaughlin Playground,X224,X,1,X-08,D-MacLaughlin Playground,Active,POINT (-73.9054 40.887885)
X092-DF0506,CS Metal,Out_in_Open,,X092,Van Cortlandt Park,X092,X,1,X-13,CS Metal-Van Cortlandt Park,Active,POINT (-73.896251 40.890374)
Q102-DF0399,A,Just Outside Playground,YES,Q102,Juniper Valley Park,Q102-02,Q,1,Q-05,A-Juniper Valley Park-Juniper North Playground Tennis,Active,POINT (-73.877435 40.720716)
B210A-DF0994,F High Low,,,B210A,John Allen Payne Playground,B210A,B,2,B-07,F High Low-John Allen Payne Playground,Active,POINT (-74.0237 40.63977)
B052-DF0783,D,In Playground,NO,B052,Leif Ericson Park,B052-01,B,1,B-10,D-Leif Ericson Park-Millennium Playground,Active,POINT (-74.019381 40.635575)
Q403-DF0451,C,In Playground,NO,Q403,Beach Channel Playground,Q403,Q,1,Q-14,C-Beach Channel Playground,Active,POINT (-73.805375 40.588766)
M010-DF0605,E,"Under Tree, In Shade, Out in Open",YES,M010,Central Park,M010-ZN29,M,1,M-13,E-Central Park-79th St Yard And Summit Rock,Active,POINT (-73.969829 40.783354)
X044-DF0052,E High Low,"In Playground, Under Tree",YES,X044,St. James Park,X044-01,X,2,X-07,E High Low-St. James Park-St James Park Playground,Active,POINT (-73.898166 40.866092)
X195A-DF0162,C,"In Playground, Under Tree",NO,X195A,Colgate Close,X195A,X,1,X-09,C-Colgate Close,Active,POINT (-73.881382 40.823586)
B322-DF0112,C,"In Playground, Near Ballfield",NO,B322,Pulaski Playground,B322,B,1,B-03,C-Pulaski Playground,Active,POINT (-73.941914 40.693429)
X010-DF0505,J,Out_in_Open,,X010,Crotona Park,X010,X,1,X-03,J-Crotona Park,Active,POINT (-73.897616 40.840211)
X147A-DF0067,D,Out in Open,YES,X147A,Starlight Park,X147A-ZN01,X,1,X-14,D-Starlight Park-Starlight Park Zone 1,Active,POINT (-73.882647 40.833953)
X104-DF0121,C,Out in Open,NO,X104,Williamsbridge Oval,X104,X,1,X-07,C-Williamsbridge Oval,Active,POINT (-73.876151 40.878733)
X039-DF0083,Double A,Out in Open,YES,X039,Pelham Bay Park,X039-ZN19,X,2,X-15,Double A-Pelham Bay Park-Orchard Beach South,Active,POINT (-73.794191 40.862476)
Q121-DF0953,Indoor Drinking Fountain,Indoor,,Q121,Detective Keith L Williams Park,Q121-BLG0334,Q,1,Q-12,Indoor Drinking Fountain-Detective Keith L Williams Park-173 St Plgd Field House,Active,POINT (-73.783512 40.70185)
B028-DF1022,Other,,,B028,Dyker Beach Park,B028,B,1,B-10,Other-Dyker Beach Park,Active,POINT (-74.020871 40.617813)
R106-DF0140,D,Near Ballfield,YES,R106,Bloomingdale Park,R106-ZN03,R,1,R-03,D-Bloomingdale Park-Bloomingdale Park Zone 3,Active,POINT (-74.210016 40.53397)
M103-DF0986,Indoor Drinking Fountain,Indoor,,M103,Tony Dapolito Recreation Center,M103-BLG0644,M,1,M-02,Indoor Drinking Fountain-Tony Dapolito Recreation Center,Active,POINT (-74.005434 40.729629)
M107-DF0156,E,Out in Open,NO,M107,Wards Island Park,M107-ZN05,M,1,M-11R,E-Wards Island Park-Wards Waterfront,Active,POINT (-73.933412 40.788065)
R019-DF0119,Monument,Under Tree,NO,R019,Veterans Park,R019,R,1,R-01,Monument-Veterans Park,Active,POINT (-74.13159 40.636807)
X092-DF0554,Water Cooler,Indoor,,X092,Van Cortlandt Park,X092-ZN04-BLG0963,X,1,X-13,Water Cooler-Van Cortlandt Park-Van Cortlandt Nature Center,Active,POINT (-73.893934 40.8911)
B057-DF0198,C,"Under Tree, In Playground, Out in Open",NO,B057,Marine Park,B057-03,B,1,B-18,C-Marine Park-PS 278 Plgd,Active,POINT (-73.938179 40.607507)
B294-DF0131,A,In Playground,YES,B294,Jackie Robinson Park Playground,B294,B,1,B-03,A-Jackie Robinson Park Playground,Active,POINT (-73.927307 40.680183)
X086-DF0284,D,Out in Open,NO,X086,Charlton Garden,X086,X,1,X-03,D-Charlton Garden,Active,POINT (-73.907163 40.824753)
M285-DF0506,E High Low,In Playground,YES,M285,Dr. Ronald E. McNair Playground,M285,M,2,M-11,E High Low-Dr. Ronald E. McNair Playground,Active,POINT (-73.937991 40.802523)
M308-DF0349,Pedestal,"Under Tree, In Playground",YES,M308,Washington Market Park,M308,M,1,M-01,Pedestal-Washington Market Park,Active,POINT (-74.011153 40.716948)
B018-DF0813,A,"In Playground, Out in Open",NO,B018,Canarsie Park,B018-01,B,1,B-18,A-Canarsie Park-Dinapoli Plgd,Active,POINT (-73.89337 40.63074)
B028-DF0666,C,Near Ballfield,NO,B028,Dyker Beach Park,B028-ZN02,B,1,B-10,C-Dyker Beach Park-Dyker Beach Park Zone 2,Active,POINT (-74.014577 40.613036)
MT02-DF1028,Indoor Drinking Fountain,Indoor,,MT02,Arsenal North,MT02-BLG0001,M,1,M-11,Indoor Drinking Fountain-Arsenal North,Active,POINT (-73.951366 40.793093)
B407-DF0719,E,"Out in Open, Just Outside Playground",YES,B407,South Oxford Park,B407,B,1,B-02,E-South Oxford Park,Active,POINT (-73.972744 40.683633)
B057-DF0841,A,Near Ballfield,YES,B057,Marine Park,B057-ZN04,B,1,B-18,A-Marine Park-Marine Park Zone 4,Active,POINT (-73.933925 40.606698)
B126-DF0057,CS Metal,Out in Open,NO,B126,Red Hook Recreation Area,B126-ZN03,B,1,B-06,CS Metal-Red Hook Recreation Area-Zone 3,Active,POINT (-74.007886 40.672751)
M071-DF0049,B,Out in Open,NO,M071,Riverside Park,M071-ZN04,M,1,M-14,B-Riverside Park-Waterfront Landscape To 89 St.,Active,POINT (-73.983184 40.788413)
B431-DF0950,Bottle Filler Fountain,Out in Open,,B431,Brooklyn Bridge Park,B431-ZN06,B,2,B-02,Bottle Filler Fountain-Brooklyn Bridge Park-Brooklyn Bridge Park Zone 6,Active,POINT (-74.001686 40.692318)
Q141-DF0559,C,"Near Ballfield, Out in Open",NO,Q141,Murray Playground,Q141,Q,1,Q-02,C-Murray Playground,Active,POINT (-73.949217 40.747564)
B349-DF0076,C,"Out in Open, Under Tree",YES,B349,Bath Playground,B349,B,1,B-11,C-Bath Playground,Active,POINT (-73.992667 40.595205)
B073-DF1040,Indoor Drinking Fountain,Indoor,,B073,Prospect Park,B073-BLG1226,B,1,B-19,Indoor Drinking Fountain-Prospect Park-PROSPECT PK GARAGE,Active,POINT (-73.975115 40.665219)
M010-DF0275,E High Low,In Playground,YES,M010,Central Park,M010-089,M,2,M-13,E High Low-Central Park-Adventure Playground,Active,POINT (-73.97749 40.773337)
M015-DF0441,C,Near Ballfield,NO,M015,Columbus Park,M015,M,1,M-01,C-Columbus Park,Active,POINT (-74.000032 40.714812)
M077-DF0480,A,"In Playground, Near Ballfield",YES,M077,St. Nicholas Park,M077-03,M,1,M-09,A-St. Nicholas Park-Arlington Edinboro Playground,Active,POINT (-73.946622 40.820741)
M240-DF0047,D,"Under Tree, In Playground",YES,M240,Audubon Playground,M240,M,1,M-12A,D-Audubon Playground,Active,POINT (-73.937897 40.841626)
Q471-DF0102,Trough,Out in Open,NO,Q471,Hunter's Point South Park,Q471-ZN01,Q,1,Q-02,Trough-Hunter's Point South Park-Hunter's Point South Park Zone 1,Active,POINT (-73.960152 40.743301)
M216-DF0522,A,"Near Ballfield, Just Outside Playground",YES,M216,Holcombe Rucker Park,M216,M,1,M-10,A-Holcombe Rucker Park,Active,POINT (-73.935992 40.828991)
Q092-DF0486,A,Under Tree,YES,Q092,Police Officer Edward Byrne Park,Q092,Q,1,Q-10,A-Police Officer Edward Byrne Park,Active,POINT (-73.806449 40.667382)
R015-DF0120,Bottle Filler High Low,Out in Open,YES,R015,Walker Park,R015,R,3,R-01,Bottle Filler High Low-Walker Park,Active,POINT (-74.109089 40.643412)
Q471-DF0100,Trough,Out in Open,NO,Q471,Hunter's Point South Park,Q471-01,Q,1,Q-02,Trough-Hunter's Point South Park-Hunter's Point South Playground (North),Active,POINT (-73.960236 40.743048)
B169-DF0565,E,Out in Open,NO,B169,Coney Island Beach & Boardwalk,B169-ZN02B,B,1,B-13,E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 2b,Active,POINT (-73.96414 40.574758)
Q015-DF0012,C,In Shade,NO,Q015,Forest Park,Q015-03,Q,1,Q-16,C-Forest Park-Jackson Pond Playground,Active,POINT (-73.842606 40.701338)
B139-DF0061,F High Low,Out in Open,YES,B139,Heckscher Playground,B139,B,2,B-04,F High Low-Heckscher Playground,Active,POINT (-73.917885 40.695362)
B169-DF0579,E,"Out in Open, Under Tree",NO,B169,Coney Island Beach & Boardwalk,B169-ZN07C,B,1,B-13,E-Coney Island Beach & Boardwalk-Zone 7c,Active,POINT (-73.999149 40.571805)
B126-DF1009,Other,,,B126,Red Hook Recreation Area,B126-ZN02,B,1,B-06,Other-Red Hook Recreation Area-Red Hook Park Zone 2,Active,POINT (-74.007808 40.671488)
B339-DF1158,Bottle Filler High Low,Out in Open,NO,B339,Newport Playground,B339,B,2,B-16,Bottle Filler High Low-Newport Playground,Active,POINT (-73.907054 40.660883)
X046-DF0005,B,In Playground,NO,X046,Seton Falls Park,X046-ZN01,X,1,X-12,B-Seton Falls Park-Seton Falls Park Zone 1,Active,POINT (-73.840744 40.888333)
M081-DF0260,C,Under Tree,NO,M081,Carl Schurz Park,M081-ZN01,M,1,M-08,C-Carl Schurz Park-Carl Schurz Main Lawn,Active,POINT (-73.944789 40.77335)
R017-DF0132,Pedestal,Near Ballfield,YES,R017,Freshkills Park,R017-ZN01,R,1,R-02,Pedestal-Freshkills Park-Owl Hollow Fields,Active,POINT (-74.195925 40.560703)
M010-DF0011,C,"Near Ballfield, Out in Open",NO,M010,Central Park,M010-ZN10+11,M,1,M-13,C-Central Park-Sheep Meadow,Active,POINT (-73.974432 40.772678)
M010-DF0579,E,"Near Ballfield, Under Tree, Out in Open",YES,M010,Central Park,M010-ZN06,M,1,M-13,E-Central Park-Heckscher Ballfields & Playground,Active,POINT (-73.977664 40.770779)
M207-DF0454,F High Low,Under Tree,YES,M207,Father Fagan Park,M207,M,2,M-02,F High Low-Father Fagan Park,Active,POINT (-74.003249 40.726766)
Q002-DF0514,C,Near Ballfield,NO,Q002,Grover Cleveland Playground,Q002,Q,1,Q-05,C-Grover Cleveland Playground,Active,POINT (-73.911667 40.710683)
X150J-DF0408,A,"Under Tree, In Shade",YES,X150J,Bailey Playground,X150J-01,X,1,X-08,A-Bailey Playground-Playground,Active,POINT (-73.900904 40.880784)
Q351-DF0473,A,Under Tree,NO,Q351,Peters Field,Q351,Q,1,Q-12,A-Peters Field,Active,POINT (-73.774693 40.706294)
M178-DF0428,D,"Just Outside Playground, Under Tree",NO,M178,Catherine Slip Malls,M178,M,1,M-03,D-Catherine Slip Malls,Active,POINT (-73.996139 40.710044)
Q300-DF0633,CS Metal,In Playground,NO,Q300,Kissena Corridor Park,Q300-04,Q,1,Q-07,CS Metal-Kissena Corridor Park-Captain Mario Fajardo Park,Active,POINT (-73.814826 40.74345)
B343-DF0122,A,"Under Tree, Near Ballfield, In Shade",YES,B343,Osborn Playground,B343,B,1,B-16,A-Osborn Playground,Active,POINT (-73.906183 40.655666)
B022-DF0481,C,Just Outside Playground,NO,B022,Sarah J.S. Tompkins Garnet Playground,B022,B,1,B-01,C-Middleton Playground,Active,POINT (-73.955182 40.700633)
B066-DF0715,A,Just Outside Playground,NO,B066,Owl's Head Park,B066,B,1,B-10,A-Owl's Head Park,Active,POINT (-74.030983 40.639819)
Q099-DF0220,A,Out in Open,YES,Q099,Flushing Meadows Corona Park,Q099-ZN12,Q,1,Q-15,A-Flushing Meadows Corona Park-Unisphere,Active,POINT (-73.845841 40.745481)
R026-DF0010,F,Near Ballfield,NO,R026,Gerard P. Dugan Playground,R026,R,1,R-03,F-Dugan Playground,Active,POINT (-74.110766 40.561715)
B058-DF1008,Bottle Filler High Low,,,B058,McCarren Park,B058-ZN02,B,3,B-01,Bottle Filler High Low-McCarren Park-McCarren Park Zone 2,Active,POINT (-73.950698 40.720057)
M058-DF0961,Indoor Drinking Fountain,Indoor,,M058,Marcus Garvey Park,M058-BLG1565,M,1,M-11,Indoor Drinking Fountain-Marcus Garvey Park-MGA POOL,Active,POINT (-73.943462 40.80538)
B017-DF0048,C,"Out in Open, Just Outside Playground",NO,B017,Bushwick Playground,B017,B,1,B-04,C-Bushwick Playground,Active,POINT (-73.911963 40.695971)
X179-DF0344,CS Metal,In Shade,NO,X179,Al Quiñones Playground,X179,X,1,X-02,CS Metal-Playground 52 LII,Active,POINT (-73.901425 40.815396)
B169-DF0595,E,Out in Open,NO,B169,Coney Island Beach & Boardwalk,B169-ZN05B,B,1,B-13,E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 5b,Active,POINT (-73.981201 40.572908)
Q015-DF0924,Bottle Filler,Indoor,,Q015,Forest Park,Q015-ZN06-BLG0418,Q,1,Q-16,Bottle Filler-Forest Park-The Bandshell,Active,POINT (-73.858598 40.700871)
M010-DF0591,E and Dog,"Under Tree, In Shade",YES,M010,Central Park,M010-ZN16,M,2,M-13,E and Dog-Central Park-Pilgrim Hill & Conservatory Water,Active,POINT (-73.967858 40.773626)
R125-DF0073,H,In Playground,YES,R125,Lopez Playground,R125,R,1,R-01,H-Lopez Playground,Active,POINT (-74.084875 40.611665)
B255F-DF0535,D,Out in Open,NO,B255F,Detective Joseph Mayrose Park,B255F,B,1,B-07,D-Detective Joseph Mayrose Park,Active,POINT (-73.987841 40.661706)
M353-DF0079,D,Out in Open,YES,M353,Riverside Park South,M353-ZN03,M,1,M-14,D-Riverside Park South-South Waterfront Bike Path,Active,POINT (-73.992276 40.774891)
B252-DF0368,C,"Under Tree, In Shade, In Playground",NO,B252,West Playground,B252,B,1,B-13,C-West Playground,Active,POINT (-73.97011 40.587003)
B042-DF0673,CS Metal,"Just Outside Playground, Out in Open",NO,B042,Gravesend Park,B042,B,1,B-12,CS Metal-Gravesend Park,Active,POINT (-73.984967 40.623941)
Q427-DF0140,D,Under Tree,YES,Q427,South Rochdale Playground,Q427,Q,1,Q-12,D-South Rochdale Playground,Active,POINT (-73.769381 40.67387)
Q021-DF0510,A,"Out in Open, Near Ballfield",NO,Q021,Cunningham Park,Q021-ZN03,Q,1,Q-08,A-Cunningham Park-Cunningham Park Zone 3,Active,POINT (-73.769626 40.734629)
M014-DF0946,Indoor Drinking Fountain,Indoor,,M014,Jackie Robinson Park,M014-BLG0677,M,1,M-10,Indoor Drinking Fountain-Jackie Robinson Park-Recreation Center,Active,POINT (-73.942448 40.824269)
X080-DF0447,D,"Out in Open, In Shade",YES,X080,Henry Hudson Park,X080-03,X,1,X-08,D-Henry Hudson Park-Henry Hudson Playground (West),Active,POINT (-73.920213 40.881007)
Q304-DF0526,CS Concrete,In Playground,NO,Q304,Ehrenreich-Austin Playground,Q304,Q,1,Q-06,CS Concrete-Ehrenreich-Austin Playground,Active,POINT (-73.837006 40.715762)
Q099-DF0125,A,"Out in Open, Just Outside Playground",YES,Q099,Flushing Meadows Corona Park,Q099-ZN19,Q,1,Q-15,A-Flushing Meadows Corona Park-Ballfields,Active,POINT (-73.849677 40.742044)
R046-DF0031,C,Out in Open,YES,R046,Franklin D. Roosevelt Boardwalk and Beach,R046-06,R,1,R-02,C-Franklin D. Roosevelt Boardwalk and Beach-Midland Playground,Active,POINT (-74.090882 40.568483)
M159-DF0531,E High Low,"Under Tree, In Playground, Near Ballfield",YES,M159,Frederick Johnson Playground,M159,M,2,M-10,E High Low-Frederick Johnson Playground,Active,POINT (-73.935952 40.824956)
Q129-DF0579,A,Out in Open,NO,Q129,"Phil ""Scooter"" Rizzuto Park",Q129,Q,1,Q-09,"A-Phil ""Scooter"" Rizzuto Park",Active,POINT (-73.820922 40.694279)
B193-DF0293,A,Near Ballfield,NO,B193,Hamilton Metz Field,B193,B,1,B-09,A-Hamilton Metz Field,Active,POINT (-73.941786 40.66271)
X126-DF0030,C,Out in Open,NO,X126,Ferry Point Park,X126-ZN02,X,1,X-10,C-Ferry Point Park-Ferry Point Park Zone 2,Active,POINT (-73.83916 40.811679)
Q015-DF0908,Bottle Filler Wall,,,Q015,Forest Park,Q015-02,Q,1,Q-16,Bottle Filler Wall-Forest Park-Sobelsohn Park,Active,POINT (-73.835427 40.709899)
B159-DF0457,C,"Under Tree, In Playground",YES,B159,Mount Prospect Park,B159-01,B,1,B-08,C-Mount Prospect Park-Mt Prospect Park Playground,Active,POINT (-73.965904 40.671914)
B106A-DF0417,A,"Out in Open, Near Ballfield, In Playground",NO,B106A,Police Officer John G. Scarangella Park,B106A,B,1,B-13,A-Scarangella Park,Active,POINT (-73.98429 40.594519)
X034-DF0061,C,"Out in Open, Near Ballfield",,X034,Rev. T. Wendell Foster Park and Recreation Center,X034-ZN02,X,1,X-04,C-Mullaly Park-Mullaly Park Zone 2,Active,POINT (-73.924173 40.833319)
X092-DF0455,Pedestal High Low and Dog,Out in Open,NO,X092,Van Cortlandt Park,X092-ZN06,X,3,X-13,Pedestal High Low and Dog-Van Cortlandt Park-Parade Ground North,Active,POINT (-73.895152 40.898673)
X163-DF0272,E High Low,Under Tree,YES,X163,Loreto Playground,X163,X,2,X-11,E High Low-Loreto Playground,Active,POINT (-73.852673 40.849284)
R149-DF0231,Indoor Drinking Fountain,Indoor,,R149,Ocean Breeze Park,R149-BLG0001,R,1,R-02B,Indoor Drinking Fountain-Ocean Breeze Athletic Complex,Active,POINT (-74.075188 40.583077)
Q471-DF0885,Trough,,,Q471,Hunter's Point South Park,Q471-ZN02,Q,1,Q-02,Trough-Hunter's Point South Park-Hunter's Point South Park Zone 2,Active,POINT (-73.959893 40.738866)
B245-DF0469,A,"Out in Open, Near Ballfield",YES,B245,St. John's Park,B245,B,1,B-08,A-St. John's Park,Active,POINT (-73.935429 40.674396)
B073-DF0302,C,Out in Open,NO,B073,Prospect Park,B073-ZN13,B,1,B-19,C-Prospect Park-Upper Long Meadow,Active,POINT (-73.971648 40.668799)
M206-DF0427,C,"In Playground, Under Tree",NO,M206,Tanahey Playground,M206,M,1,M-03,C-Tanahey Playground,Active,POINT (-73.995903 40.710056)
B272-DF0285,C,"Out in Open, In Playground",NO,B272,Marlboro Playground,B272,B,1,B-13,C-Marlboro Playground,Active,POINT (-73.981112 40.591264)
B381-DF0033,Bottle Filler High Low,Out in Open,NO,B381,Thomas Boyland Park,B381,B,3,B-04,Bottle Filler High Low-Thomas Boyland Park,Active,POINT (-73.907163 40.681411)
M243-DF0505,C,Near Ballfield,NO,M243,Eugene McCabe Field,M243,M,1,M-11,C-Eugene McCabe Field,Active,POINT (-73.941861 40.802511)
Q099-DF0268,A,Under Tree,YES,Q099,Flushing Meadows Corona Park,Q099-ZN08,Q,1,Q-15,A-Flushing Meadows Corona Park-South Of Fountain Of The Planets,Active,POINT (-73.836352 40.747217)
B337-DF0365,E,"In Playground, Out in Open",NO,B337,Century Playground,B337,B,1,B-13,E-Century Playground,Active,POINT (-73.970294 40.576801)
Q313-DF0212,A,Under Tree,NO,Q313,Arverne Playground,Q313,Q,1,Q-14,A-Arverne Playground,Active,POINT (-73.785248 40.592536)
Q121-DF0480,A,Out in Open,NO,Q121,Detective Keith L Williams Park,Q121,Q,1,Q-12,A-Detective Keith L Williams Park,Active,POINT (-73.784237 40.703374)
X261-DF0395,D,Out in Open,NO,X261,Kwame Ture Recreation Center,X261,X,1,X-04,D-West Bronx Recreation Center,Active,POINT (-73.919587 40.844178)
B154-DF0330,D,"Under Tree, In Playground, In Shade",NO,B154,Berry Playground,B154,B,1,B-01,D-Berry Playground,Active,POINT (-73.963384 40.712717)
X255-DF0205,B,Near Ballfield,YES,X255,Bill Rainey Park,X255,X,1,X-02,B-Bill Rainey Park,Active,POINT (-73.898845 40.818077)
Q015-DF0797,C,Near Ballfield,YES,Q015,Forest Park,Q015-ZN04,Q,1,Q-16,C-Forest Park-Victory Field,Active,POINT (-73.854969 40.702121)
Q099-DF0927,Indoor Drinking Fountain,Indoor,,Q099,Flushing Meadows Corona Park,Q099-BLG0225,Q,1,Q-15,Indoor Drinking Fountain-Flushing Meadows Corona Park-Al Oerter Rec Center,Active,POINT (-73.833778 40.751408)
Q001-DF0811,A,"In Shade, Just Outside Playground",NO,Q001,Alley Pond Park,Q001-ZN02,Q,1,Q-07A,A-Alley Pond Park-Alley Pond Park Zone 2,Active,POINT (-73.741195 40.741967)
Q038-DF0320,A,Just Outside Playground,NO,Q038,Benninger Playground,Q038,Q,1,Q-05,A-Benninger Playground,Active,POINT (-73.898463 40.706933)
B236-DF0514,CS Concrete,"Under Tree, Out in Open, Just Outside Playground",YES,B236,Glenwood Playground,B236,B,1,B-18,CS Concrete-Glenwood Playground,Active,POINT (-73.920111 40.636633)
X047-DF0401,A,Out in Open,NO,X047,Franz Sigel Park,X047-ZN01,X,1,X-04,A-Franz Sigel Park-Franz Sigel Park Zone 1,Active,POINT (-73.926375 40.821294)
X118-DF0146,Trough High Low,Near Ballfield,NO,X118,Soundview Park,X118-ZN04,X,2,X-09,Trough High Low-Soundview Park-Soundview Park Zone 4,Active,POINT (-73.877826 40.818926)
X196-DF0563,Food Prep Sink,Indoor,,X196,Haffen Park,X196-BLG7403,X,1,X-12,Food Prep Sink-Haffen Park-Pool,Active,POINT (-73.838799 40.874572)
B073-DF1123,Slop Sink,Indoor,,B073,Prospect Park,B073-ZN14-BLG1238,B,1,B-19,Slop Sink-Prospect Park-Tennis House,Active,POINT (-73.973348 40.663586)
Q052-DF0290,A,In Playground,NO,Q052,Captain Tilly Park,Q052,Q,1,Q-08,A-Captain Tilly Park,Active,POINT (-73.798309 40.711384)
