InspectionID,PRNumber,PR Overall Condition,PR Litter,PR Graffiti,PR Amenities,PR Structural
76516,1,A,A,A,U,A
76518,1,N,N,N,N,N
76496,1,A,A,A,A,A
76499,1,A,A,A,A,U
76507,1,A,A,A,A,U
76457,1,U,N,N,N,N
76469,1,U,A,U,U,A
76470,1,A,A,A,A,A
76476,1,A,A,A,A,A
76484,1,A,A,A,A,A
76493,1,A,A,A,A,A
76423,1,U,N,N,N,N
76427,1,A,A,A,A,A
76442,1,U,N,N,N,N
76443,1,N,N,N,N,N
76447,1,A,A,A,A,A
76450,1,N,N,N,N,N
76453,1,A,A,A,A,U
76403,1,A,A,A,A,A
76405,1,A,A,A,A,A
76413,1,U,N,N,N,N
76416,1,U,A,A,U,A
76417,1,A,N,A,A,A
76364,1,U,A,A,U,U
76365,1,U,A,A,U,A
76380,1,U,A,A,A,U/S
76381,1,U,A,A,U,U/S
76383,1,A,A,A,A,A
76384,1,U,U/S,A,A,A
76385,1,A,A,A,A,A
76351,1,A,A,A,A,A
76354,1,A,A,A,A,A
76359,1,A,A,A,A,A
76323,1,U,A,U,U,A
76324,1,A,A,A,A,A
76339,1,A,U,A,A,A
76303,1,A,A,A,A,A
76251,1,U,N,N,N,N
76252,1,N,N,N,N,N
76253,1,N,N,N,N,N
76257,1,N,N,N,N,N
76261,1,A,A,A,A,A
76274,1,A,A,A,A,A
76276,1,N,N,N,N,N
76277,1,A,A,A,U,A
76278,1,U,U,A,U,A
76288,1,A,A,A,A,A
76290,1,A,A,A,A,A
76249,1,U,N,N,N,N
76233,1,A,A,A,A,A
76234,1,A,A,A,A,A
76235,1,A,A,A,A,A
76236,1,A,A,A,U,A
76242,1,N,N,N,N,N
76201,1,U,A,A,A,U/S
76206,1,A,A,A,A,A
76212,1,A,A,A,A,A
76216,1,A,A,A,U,A
76221,1,A,A,A,A,A
76158,1,A,A,A,A,A
76161,1,A,A,A,U,A
76162,1,A,A,A,U,A
76166,1,A,A,A,A,A
76168,1,A,A,A,A,A
76170,1,A,A,A,A,A
76173,1,A,A,A,A,A
76175,1,U,N,N,N,N
76180,1,A,A,A,A,A
76181,1,A,A,A,A,A
76183,1,U,N,N,N,N
76184,1,A,A,A,A,A
76185,1,A,A,A,A,A
76187,1,U,A,A,U,U
76190,1,A,A,A,A,A
76193,1,A,A,A,A,A
76147,1,A,A,A,U,A
76149,1,A,A,A,U,A
76150,1,A,A,A,A,A
76095,1,U,N,N,N,N
76097,1,A,A,A,A,A
76105,1,A,A,A,A,A
76106,1,A,A,A,A,A
76108,1,U,U/S,A,U,A
76113,1,A,A,A,U,A
76119,1,A,A,A,U,A
76121,1,A,A,A,A,A
76129,1,A,A,A,A,A
76130,1,A,A,A,A,A
76137,1,A,A,A,U,A
76140,1,U,A,A,A,U/S
76069,1,A,A,A,A,A
76074,1,U,N,N,N,N
76077,1,A,A,A,U,A
76079,1,U,N,N,N,N
76033,1,A,A,A,A,A
76036,1,A,A,A,A,A
76048,1,U,N,N,N,N
76049,1,N,N,N,N,N
76053,1,A,A,A,A,A
76053,2,U,A,A,U,A
76055,1,A,A,A,U,A
76056,1,A,A,A,A,A
76061,1,A,A,A,A,A
76066,1,A,A,A,A,A
76000,1,A,A,A,A,A
76008,1,A,A,A,A,A
76009,1,A,A,A,A,A
76013,1,U,A,A,U,U/S
76020,1,U,A,A,U/S,A
76021,1,A,A,A,A,A
76024,1,A,A,A,U,A
75984,1,U,U,A,A,U
75989,1,A,A,A,A,A
75990,1,A,A,A,A,A
75999,1,U,A,A,U,U
75936,1,N,N,N,N,N
75943,1,U,N,N,N,N
75944,1,U,U/S,U,U,U/S
75947,1,A,A,A,A,A
75948,1,N,N,N,N,N
75949,1,A,A,A,A,A
75959,1,A,A,A,A,A
75960,1,A,A,A,A,A
75972,1,N,N,N,N,N
75975,1,U,A,A,A,A
75908,1,A,A,A,A,A
75910,1,A,A,A,A,A
75911,1,U,N,N,N,N
75913,1,A,A,A,A,A
75922,1,A,A,A,A,A
75923,1,U,A,A,U,U
75926,1,A,A,A,A,U
75928,1,A,A,A,A,A
75929,1,U,A,A,U/S,A
75883,1,N,N,N,N,N
75886,1,A,A,A,A,A
75887,1,U,U,A,A,U/S
75898,1,A,A,A,A,A
75899,1,A,A,A,A,A
75901,1,A,A,A,A,A
75877,1,A,A,A,A,A
75835,1,A,A,A,A,A
75839,1,A,A,A,A,A
75840,1,A,A,A,A,A
75841,1,A,A,A,A,A
75842,1,A,A,A,A,A
75844,1,A,A,A,A,A
75847,1,U,N,N,N,N
75848,1,A,A,A,A,A
75853,1,A,A,A,A,A
75856,1,A,A,A,A,A
75862,1,A,A,A,A,A
75825,1,A,A,A,A,A
75805,1,U,A,A,U/S,A
75808,1,A,A,A,A,A
75811,1,A,A,A,A,A
75822,1,A,A,A,A,A
75783,1,A,A,A,A,A
75788,1,N,N,N,N,N
75789,1,A,A,A,A,A
75797,1,N,N,N,N,N
75798,1,A,A,A,A,U
75751,1,A,A,A,A,A
75757,1,A,A,A,A,A
75762,1,A,A,A,A,A
75766,1,U,U/S,A,U,A
75770,1,A,A,A,A,A
75773,1,A,A,A,A,A
75711,1,U,A,A,U/S,A
75734,1,U,A,A,U,A
75735,1,A,A,A,U,A
75738,1,A,A,A,U,A
75743,1,N,N,N,N,N
75747,1,A,A,A,A,A
75749,1,N,N,N,N,N
75688,1,A,A,A,A,A
75697,1,A,A,A,U,A
75700,1,A,U,A,A,A
75701,1,U,N,N,N,N
75705,1,N,N,N,N,N
75706,1,A,A,U,A,A
75707,1,A,A,A,A,A
75669,1,A,A,A,A,A
75672,1,A,A,A,A,A
75673,1,A,A,A,A,A
75676,1,A,A,A,A,A
75677,1,U,A,A,U,U
75679,1,A,A,A,A,A
75684,1,U,N,N,N,N
75686,1,A,A,A,U,A
75660,1,A,A,A,A,A
75634,1,A,A,A,A,A
75646,1,A,A,A,U,A
75607,1,U,U,A,U,A
75618,1,A,A,A,A,A
75624,1,A,A,A,U,A
75626,1,A,A,A,U,A
75563,1,A,A,A,A,A
75564,1,U,N,N,N,N
75565,1,A,A,A,A,A
75566,1,A,A,A,A,A
75569,1,N,N,N,N,N
75571,1,A,A,A,U,A
75574,1,N,N,N,N,N
75578,1,N,N,N,N,N
75579,1,A,A,A,U,A
75580,1,N,N,N,N,N
75583,1,A,A,A,A,A
75584,1,A,A,A,A,A
75585,1,A,A,A,U,A
75587,1,U,A,A,A,A
75547,1,A,A,A,A,A
75510,1,A,A,A,A,A
75511,1,A,A,A,A,A
75517,1,A,A,A,A,A
75521,1,A,A,A,A,A
75523,1,A,A,A,A,A
75525,1,A,A,A,A,A
75526,1,U,N,N,N,N
75527,1,A,A,A,A,A
75541,1,U,U,A,U,A
75543,1,U,N,N,N,N
75487,1,U,N,N,N,N
75494,1,A,A,A,A,A
75496,1,A,A,A,A,A
75497,1,N,N,N,N,N
75500,1,U,N,N,N,N
75502,1,A,A,A,A,A
75468,1,A,A,A,A,A
75437,1,A,A,A,U,A
75402,1,U,N,N,N,N
75403,1,A,A,A,U,A
75411,1,A,A,A,A,A
75414,1,A,A,A,A,A
75416,1,N,N,N,N,N
75419,1,A,A,A,A,A
75423,1,A,A,A,A,A
75426,1,A,A,A,U,A
75430,1,U,A,A,U,U
75361,1,A,A,A,A,A
75366,1,A,A,A,A,A
75369,1,U,N,N,N,N
75323,1,A,A,A,A,A
75324,1,A,A,A,A,A
75333,1,A,A,A,A,A
75336,1,A,A,A,A,A
75340,1,A,A,A,A,A
75345,1,A,A,A,A,A
75349,1,A,A,A,A,A
75313,1,A,A,A,A,A
75316,1,A,A,A,U,A
75317,1,U,N,N,N,N
75318,1,U,A,A,U,U
75261,1,N,N,N,N,N
75263,1,A,A,A,A,A
75267,1,U,U/S,A,U/S,A
75276,1,A,A,A,A,A
75286,1,A,A,A,A,U
75286,2,A,A,A,A,A
75290,1,A,A,A,A,A
75297,1,A,A,A,A,A
75250,1,A,A,A,A,A
75255,1,U,A,A,U,U
75257,1,A,A,A,U,A
75212,1,U,N,N,N,N
75214,1,U,A,A,A,A
75218,1,N,N,N,N,N
75219,1,A,A,A,A,A
75220,1,U,N,N,N,N
75223,1,A,A,A,A,A
75225,1,A,A,A,A,A
75232,1,A,A,A,A,A
75239,1,A,A,A,U,A
75242,1,A,A,A,A,A
75184,1,A,A,A,A,A
75193,1,A,A,A,A,A
75135,1,A,A,A,A,A
75140,1,N,N,N,N,N
75141,1,A,A,A,A,A
75144,1,A,A,A,U,A
75152,1,A,A,A,A,A
75157,1,U,U/S,A,A,A
75170,1,A,A,A,A,A
75114,1,A,A,A,A,A
75116,1,A,A,A,U,A
75120,1,A,A,A,U,A
75124,1,A,A,A,A,A
75127,1,A,A,A,A,A
75129,1,A,A,A,U,A
75130,1,A,A,A,A,A
75132,1,A,A,A,A,A
75084,1,A,A,A,A,U
75088,1,A,A,A,A,A
75095,1,A,A,A,A,A
75097,1,A,A,A,A,U
75060,1,A,A,A,A,A
75065,1,A,U,A,A,A
75071,1,A,A,A,U,A
75072,1,A,A,A,A,A
75075,1,N,N,N,N,N
75077,1,A,A,A,A,A
75078,1,A,A,A,A,A
75046,1,A,A,A,A,A
75047,1,A,A,A,A,A
75048,1,A,A,A,A,A
75049,1,A,A,A,U,A
75051,1,U,N,N,N,N
75053,1,A,A,A,A,A
75055,1,U,A,A,A,A
75012,1,A,A,A,U,A
75018,1,A,A,A,A,U
75028,1,A,A,A,U,A
75029,1,N,N,N,N,N
75031,1,A,A,A,A,A
75040,1,A,A,A,U,A
75042,1,U,U/S,A,U,A
74986,1,U,N,N,N,N
74987,1,A,U,A,A,A
74992,1,A,A,A,A,A
74999,1,A,A,A,A,A
74967,1,A,A,A,A,A
74975,1,A,A,A,U,A
74934,1,A,A,A,A,A
74938,1,A,A,A,A,A
74941,1,A,A,A,A,A
74946,1,A,A,A,A,A
74954,1,A,A,A,A,A
74955,1,A,A,A,U,A
74956,1,A,A,A,U,A
74959,1,N,N,N,N,N
74903,1,A,A,A,A,A
74906,1,U,A,A,U,U
74913,1,U,A,A,A,A
74918,1,A,A,A,U,A
74919,1,A,A,A,U,A
74875,1,N,N,N,N,N
74884,1,N,N,N,N,N
74851,1,A,A,A,A,A
74853,1,A,A,A,A,A
74854,1,A,A,A,A,A
74866,1,A,A,A,A,A
74867,1,A,A,A,A,A
74868,1,A,A,A,A,A
74869,1,U,N,N,N,N
74826,1,A,A,A,U,A
74836,1,A,A,A,A,A
74837,1,A,A,A,A,U
74838,1,A,A,A,A,A
74845,1,A,A,A,U,A
74808,1,A,A,A,A,A
74809,1,A,A,A,A,A
74810,1,A,A,A,A,A
74819,1,A,A,A,A,A
74823,1,U,U/S,A,A,A
74766,1,A,A,A,U,A
74771,1,A,A,A,A,A
74773,1,A,A,A,A,A
74777,1,A,A,A,A,A
74781,1,U,A,A,U,U
74784,1,A,A,A,A,A
74789,1,U,U,A,U,A
74791,1,A,A,A,A,A
74793,1,N,N,N,N,N
74797,1,A,A,A,A,A
74798,1,A,A,A,A,A
74799,1,A,A,A,A,A
74747,1,A,A,A,A,A
74748,1,A,A,A,A,A
74749,1,A,A,A,A,A
74755,1,A,A,A,U,A
74757,1,A,A,A,A,A
74700,1,A,A,A,U,A
74701,1,A,A,A,U,A
74702,1,A,A,A,A,U
74703,1,A,A,A,A,A
74705,1,A,A,A,A,A
74708,1,A,A,A,A,A
74732,1,A,A,A,A,A
74734,1,A,A,A,A,A
74679,1,A,A,A,U,A
74687,1,A,A,A,A,A
74694,1,A,A,A,A,A
74699,1,A,A,A,U,A
74668,1,A,A,A,U,A
74670,1,A,A,A,A,A
74672,1,A,A,A,A,A
74673,1,A,U,A,A,A
74675,1,A,A,A,A,A
74649,1,A,A,A,A,A
74653,1,A,A,A,A,A
74662,1,N,N,N,N,N
74665,1,N,N,N,N,N
74623,1,A,A,A,A,A
74628,1,A,A,A,U,A
74632,1,A,A,A,A,A
74634,1,A,A,A,U,A
74635,1,A,A,A,U,A
74637,1,A,A,A,A,A
74638,1,A,A,A,A,A
74610,1,A,A,A,A,A
74611,1,A,A,A,A,A
74615,1,A,A,A,U,A
74616,1,A,A,A,U,A
74618,1,N,N,N,N,N
74619,1,N,N,N,N,N
74620,1,U,U,A,U,A
74538,1,A,A,A,U,A
74543,1,A,A,A,A,A
74547,1,U,A,A,U,U
74515,1,N,N,N,N,N
74522,1,A,A,A,U,A
74524,1,A,A,A,U,A
74526,1,A,A,A,U,A
74528,1,A,A,A,U,A
74531,1,A,A,A,U,A
74535,1,U,A,A,U,U
74536,1,A,A,A,A,A
74499,1,A,U,A,A,A
74503,1,A,A,A,U,A
74512,1,A,A,A,A,A
74484,1,A,A,A,A,A
74485,1,U,A,A,A,U/S
74490,1,A,A,A,U,A
74491,1,N,N,N,N,N
74492,1,N,N,N,N,N
74449,1,A,A,A,A,A
74468,1,U,A,A,U,U
74471,1,A,A,A,A,A
74476,1,A,A,A,A,A
74411,1,A,A,A,A,A
74412,1,A,A,A,A,A
74413,1,A,A,A,U,A
74422,1,A,A,A,A,A
74424,1,N,N,N,N,N
74434,1,U,N,N,N,N
74435,1,A,A,A,U,A
74437,1,A,A,A,U,A
74443,1,A,A,A,A,A
74401,1,A,A,A,A,A
74402,1,N,N,N,N,N
74406,1,A,A,A,A,A
74410,1,N,N,N,N,N
74386,1,U,U,U,A,A
74387,1,A,A,A,U,A
74391,1,A,A,A,U,A
74392,1,N,N,N,N,N
74394,1,A,A,A,A,A
74377,1,A,A,A,A,A
74380,1,A,A,A,A,A
74383,1,A,A,A,A,A
74355,1,N,N,N,N,N
74367,1,A,A,A,U,A
74371,1,A,A,A,A,A
74374,1,A,A,A,U,A
74325,1,A,U,A,A,A
74326,1,A,A,A,A,A
74329,1,A,A,A,A,A
74331,1,A,A,A,A,A
74332,1,U,A,A,U,U/S
74341,1,A,A,A,A,A
74342,1,A,A,A,A,A
74345,1,U,A,A,A,U/S
74301,1,U,A,A,U,A
74303,1,A,A,A,A,A
74308,1,U,N,N,N,N
74319,1,A,A,A,A,A
74290,1,A,A,A,A,A
74281,1,A,A,A,A,A
74284,1,A,A,A,U,A
74286,1,A,A,A,A,A
74257,1,N,N,N,N,N
74266,1,A,A,A,U,A
74272,1,N,N,N,N,N
74275,1,U,U,A,U,A
74278,1,A,A,A,A,A
74234,1,A,A,A,U,A
74235,1,A,A,A,A,A
74236,1,A,A,A,U,A
74241,1,A,A,A,A,A
74248,1,A,A,A,U,A
74249,1,A,A,A,A,A
74253,1,A,A,A,A,A
74208,1,U,U/S,A,A,A
74210,1,A,A,A,A,A
74216,1,A,A,A,A,A
74223,1,A,A,A,A,A
74230,1,A,A,A,A,A
74191,1,U,U,A,U/S,U
74203,1,A,A,A,U,A
74205,1,A,A,A,A,A
74152,1,U,A,A,U,U
74153,1,A,A,A,U,A
74162,1,U,N,N,N,N
74171,1,A,A,A,A,A
74180,1,A,A,A,U,A
74128,1,A,A,A,U,A
74133,1,N,N,N,N,N
74137,1,A,A,A,A,A
74138,1,A,A,A,A,A
74139,1,A,A,A,A,A
74144,1,U,N,N,N,N
74088,1,A,A,A,A,A
74102,1,A,A,A,U,A
74104,1,A,A,A,A,A
74106,1,A,A,A,U,A
74123,1,A,A,A,A,A
74085,1,A,A,A,A,A
74070,1,U,A,A,U,A
74071,1,U,N,N,N,N
74074,1,A,A,A,A,A
74029,1,A,A,A,U,A
74030,1,A,U,A,A,A
74032,1,A,A,A,U,A
74039,1,U,N,N,N,N
74041,1,N,N,N,N,N
74042,1,A,A,A,U,A
74049,1,A,A,A,A,A
74053,1,U,A,A,U,A
74055,1,A,A,A,A,A
74058,1,A,A,A,A,A
74061,1,A,A,A,A,A
74066,1,A,A,A,A,A
74067,1,A,A,A,A,A
74068,1,N,N,N,N,N
74069,1,A,A,A,A,A
74026,1,A,A,A,A,U
74027,1,A,A,A,U,A
74012,1,A,A,A,U,A
74016,1,U,A,A,U,U
74018,1,N,N,N,N,N
74019,1,U,N,N,N,N
74020,1,A,A,A,A,A
73972,1,A,A,A,A,A
73973,1,N,N,N,N,N
73978,1,U,U/S,A,A,A
73985,1,U,U,U,A,A
73995,1,A,A,A,A,A
73998,1,A,A,A,U,A
73963,1,A,A,A,A,A
73964,1,A,A,A,A,A
73968,1,A,A,A,A,U
73969,1,A,A,A,A,A
73922,1,U,U/S,A,A,A
73926,1,A,A,A,A,A
73944,1,A,A,A,U,A
73950,1,A,A,A,A,A
73894,1,A,U,A,A,A
73907,1,A,A,A,A,A
73907,2,N,N,N,N,N
73867,1,U,U/S,A,A,A
73870,1,A,A,A,A,A
73872,1,A,A,A,A,A
73876,1,U,N,N,N,N
73879,1,U,A,A,U,U/S
73882,1,A,A,A,U,A
73915,1,U,A,A,U,U
73834,1,A,A,A,A,A
73837,1,A,A,A,U,A
73842,1,N,N,N,N,N
73845,1,U,U,A,A,U
73847,1,A,A,A,A,A
73854,1,U,N,N,N,N
73855,1,U,A,A,U,A
73859,1,A,A,A,A,A
73807,1,U,U/S,A,A,A
73817,1,A,A,A,U,A
73818,1,A,A,A,A,A
73820,1,U,N,N,N,N
73823,1,A,A,A,U,A
73824,1,A,A,A,A,A
73774,1,A,A,A,U,A
73775,1,U,A,A,U,U
73776,1,A,A,A,A,A
73780,1,U,N,N,N,N
73789,1,U,N,N,N,N
73790,1,A,A,A,A,A
73796,1,A,A,A,A,A
73796,2,A,A,A,U,A
73799,1,A,A,A,A,A
73800,1,A,A,A,U,A
73801,1,U,N,N,N,N
73802,1,A,A,A,A,A
73772,1,A,A,A,A,A
73741,1,U,N,N,N,N
73749,1,A,A,A,A,A
73751,1,A,A,A,A,A
73752,1,A,A,A,A,U
73705,1,U,A,A,U,U
73710,1,A,A,A,A,A
73712,1,U,N,N,N,N
73722,1,A,A,A,A,A
73724,1,A,A,A,A,A
73726,1,A,A,A,A,A
73727,1,A,A,A,A,A
73731,1,A,A,A,A,A
73732,1,U,A,A,U,U/S
73692,1,A,A,A,U,A
73693,1,U,A,A,U/S,A
73704,1,N,N,N,N,N
73662,1,A,A,A,A,A
73663,1,A,A,A,A,A
73670,1,U,N,N,N,N
73673,1,A,A,A,A,A
73676,1,A,A,A,A,A
73678,1,A,A,A,A,A
73679,1,U,U,A,U,U
73642,1,A,A,A,A,U
73647,1,A,A,A,A,A
73650,1,A,A,A,A,A
73655,1,N,N,N,N,N
73615,1,A,A,A,A,A
73621,1,A,A,A,A,A
73629,1,A,A,A,A,A
73630,1,A,A,A,A,A
73633,1,A,A,A,U,A
73636,1,A,A,A,A,A
73637,1,A,A,A,A,A
73638,1,A,A,A,A,A
73602,1,A,A,A,A,A
73604,1,A,A,A,A,A
73596,1,A,A,A,A,A
73598,1,A,A,A,A,A
73600,1,N,N,N,N,N
73555,1,U,A,A,U,U/S
73557,1,A,A,A,A,A
73558,1,A,A,A,U,A
73560,1,A,A,A,A,A
73562,1,A,A,A,A,A
73566,1,A,A,A,A,A
73569,1,A,A,A,A,A
73570,1,A,A,A,A,A
73574,1,N,N,N,N,N
73584,1,A,A,A,A,A
73585,1,U,A,A,U,U/S
73543,1,A,A,A,A,A
73546,1,A,A,A,A,A
73504,1,A,A,A,A,A
73505,1,A,A,A,A,A
73516,1,A,A,A,U,A
73524,1,N,N,N,N,N
73531,1,A,A,A,A,A
73470,1,N,N,N,N,N
73471,1,A,A,A,A,A
73484,1,A,A,A,A,A
73486,1,A,A,A,U,A
73487,1,A,A,A,A,A
73495,1,A,A,A,A,A
73496,1,A,A,A,A,A
73500,1,A,A,A,A,A
73454,1,A,A,A,U,A
73458,1,A,A,A,U,A
73462,1,A,A,A,A,A
73463,1,A,A,A,U,A
73464,1,A,A,A,A,A
73469,1,A,A,A,A,A
73400,1,A,A,A,U,A
73405,1,U,A,A,U/S,A
73423,1,A,A,A,A,A
73424,1,A,A,A,U,A
73430,1,N,N,N,N,N
73433,1,A,A,A,A,A
73436,1,N,N,N,N,N
73438,1,A,A,A,U,A
73393,1,U,A,A,A,U/S
73399,1,U,A,A,A,U
73378,1,N,N,N,N,N
73380,1,A,A,A,A,A
73385,1,A,A,A,A,A
73388,1,A,A,A,A,A
73353,1,N,N,N,N,N
73355,1,U,N,N,N,N
73356,1,A,A,A,U,A
73358,1,N,N,N,N,N
73359,1,A,A,A,A,A
73363,1,A,A,A,U,A
73364,1,A,A,A,A,A
73365,1,U,U,A,U/S,A
73325,1,A,A,A,U,A
73327,1,A,A,A,U,A
73333,1,A,A,A,U,A
73338,1,A,A,A,A,A
73289,1,N,N,N,N,N
73290,1,A,A,A,U,A
73296,1,A,A,A,A,A
73306,1,A,A,A,A,A
73308,1,A,A,A,A,A
73310,1,A,A,A,A,A
73311,1,A,A,A,A,A
73315,1,U,N,N,N,N
73316,1,U,N,N,N,N
73318,1,U,A,A,A,U/S
73276,1,A,A,A,A,U
73279,1,U,U/S,A,U,A
73281,1,U,A,A,U,U/S
73284,1,A,A,A,A,A
73257,1,A,A,A,A,A
73258,1,U,N,N,N,N
73148,1,U,N,N,N,N
73150,1,U,N,N,N,N
73158,1,A,A,A,A,A
73164,1,U,A,A,U,A
73170,1,A,A,A,A,A
73173,1,N,N,N,N,N
73177,1,A,A,A,U,A
73178,1,U,U/S,A,A,A
73179,1,A,A,A,A,A
73138,1,A,A,A,A,A
73139,1,A,A,A,A,A
73145,1,A,A,A,A,A
73115,1,A,A,A,A,A
73122,1,N,N,N,N,N
73125,1,U,A,A,A,U
73126,1,A,A,A,A,A
73131,1,N,N,N,N,N
73132,1,A,A,A,A,A
73103,1,N,N,N,N,N
73108,1,U,A,A,A,U/S
73109,1,U,N,N,N,N
73110,1,A,A,A,A,A
73083,1,A,A,A,A,U
73085,1,U,N,N,N,N
73089,1,A,A,A,A,A
73092,1,A,A,A,A,A
73040,1,A,A,A,A,A
73050,1,A,A,A,U,A
73052,1,U,U/S,A,U,A
73058,1,A,A,A,A,A
73062,1,A,A,A,A,A
73075,1,U,A,A,U,U
73076,1,A,A,A,A,A
73078,1,A,A,A,A,A
73019,1,U,N,N,N,N
73023,1,A,A,A,A,A
73027,1,N,N,N,N,N
73033,1,A,U,A,A,A
73035,1,A,A,A,U,A
72981,1,A,A,A,A,A
72982,1,A,A,A,A,A
72985,1,N,N,N,N,N
72988,1,A,A,A,A,U
72998,1,U,U/S,A,A,A
73008,1,U,N,N,N,N
73012,1,A,A,A,U,A
72937,1,N,N,N,N,N
72934,1,N,N,N,N,N
72935,1,N,N,N,N,N
72890,1,A,A,A,A,A
72903,1,A,A,A,U,A
72904,1,N,N,N,N,N
72905,1,N,N,N,N,N
72911,1,A,A,A,U,A
72920,1,A,A,A,A,A
72881,1,U,U,A,U,A
72883,1,U,A,A,A,U/S
72856,1,U,U/S,A,A,U
72856,2,U,N,N,N,N
72857,1,U,N,N,N,N
72861,1,U,N,N,N,N
72865,1,U,A,A,U,U
72833,1,A,A,A,A,A
72837,1,A,A,A,A,A
72838,1,A,A,A,A,A
72841,1,A,A,A,A,A
72844,1,A,A,A,A,A
72846,1,A,A,A,A,A
72852,1,U,A,A,A,A
72853,1,A,A,A,A,A
72819,1,A,A,A,A,A
72820,1,A,A,A,U,A
72823,1,N,N,N,N,N
72826,1,A,A,A,U,A
72828,1,A,A,A,A,A
72758,1,A,A,A,A,A
72769,1,N,N,N,N,N
72772,1,A,A,A,A,A
72787,1,U,N,N,N,N
72790,1,A,A,A,A,A
72792,1,A,A,A,U,A
72793,1,A,A,A,A,A
72748,1,A,A,A,A,A
72751,1,A,A,A,A,A
72757,1,U,U,A,U,A
72703,1,A,A,A,A,A
72707,1,A,A,A,A,A
72711,1,A,A,A,A,A
72716,1,U,A,A,U,A
72727,1,U,A,A,A,U/S
72730,1,A,A,A,U,A
72678,1,A,A,A,A,A
72681,1,A,A,A,A,A
72652,1,A,A,A,A,A
72660,1,A,A,A,A,A
72668,1,A,A,A,A,U
72669,1,A,A,A,A,A
72670,1,A,A,A,U,A
72671,1,N,N,N,N,N
72672,1,A,A,A,A,A
72673,1,U,N,N,N,N
72674,1,A,A,A,A,A
72613,1,A,A,A,A,U
72617,1,U,U/S,A,A,A
72623,1,N,N,N,N,N
72626,1,N,N,N,N,N
72631,1,A,A,A,A,A
72633,1,A,A,A,A,A
72640,1,N,N,N,N,N
72591,1,A,A,A,A,A
72550,1,U,A,A,U,U
72563,1,A,A,A,U,A
72567,1,A,A,A,A,A
72521,1,A,A,A,A,A
72522,1,A,A,A,A,A
72523,1,A,A,A,U,A
72525,1,U,A,A,U,U/S
72527,1,A,A,A,A,A
72529,1,U,U,A,U,A
72530,1,A,A,A,A,A
72536,1,A,A,A,A,A
72537,1,A,A,A,A,A
72542,1,A,A,A,A,U
72491,1,A,U,A,A,A
72494,1,N,N,N,N,N
72503,1,A,A,A,A,A
72507,1,A,A,A,U,A
72516,1,U,N,N,N,N
72519,1,N,N,N,N,N
72465,1,A,A,A,A,A
72466,1,A,A,A,A,A
72470,1,A,A,A,A,A
72477,1,U,U,A,U,U/S
72482,1,A,A,A,U,A
72445,1,A,A,A,A,U
72450,1,A,A,A,A,A
72455,1,A,A,A,A,A
72408,1,A,A,A,U,A
72412,1,U,U/S,A,U,A
72417,1,A,A,A,A,A
72419,1,N,N,N,N,N
72420,1,U,A,A,U,U
72430,1,A,A,A,A,A
72432,1,U,N,N,N,N
72440,1,U,N,N,N,N
72394,1,A,A,A,A,A
72378,1,A,A,A,A,A
72379,1,N,N,N,N,N
72348,1,N,N,N,N,N
72350,1,A,A,A,A,A
72351,1,A,A,A,A,U
72353,1,A,A,A,A,A
72358,1,U,A,A,U,U
72362,1,A,A,A,A,A
72319,1,U,N,N,N,N
72325,1,U,N,N,N,N
72327,1,U,N,N,N,N
72328,1,N,N,N,N,N
72334,1,N,N,N,N,N
72335,1,U,U,A,A,A
72276,1,N,N,N,N,N
72277,1,A,A,A,A,A
72280,1,A,A,A,A,A
72283,1,A,A,A,A,A
72285,1,A,A,A,A,A
72289,1,U,N,N,N,N
72294,1,U,A,A,U/S,A
72296,1,N,N,N,N,N
72299,1,A,A,A,A,A
72249,1,A,A,A,A,A
72250,1,U,A,A,U,U
72252,1,N,N,N,N,N
72256,1,N,N,N,N,N
72257,1,N,N,N,N,N
72259,1,A,U,A,A,A
72263,1,A,A,A,A,A
72271,1,A,A,A,A,A
72238,1,U,A,A,U,A
72246,1,A,A,A,A,A
72185,1,U,A,A,A,U/S
72193,1,N,N,N,N,N
72194,1,A,A,A,A,U
72209,1,A,A,A,A,A
72222,1,U,N,N,N,N
72164,1,N,N,N,N,N
72166,1,A,A,A,U,A
72174,1,A,A,A,A,A
72178,1,U,U,A,U,A
72182,1,N,N,N,N,N
72183,1,A,A,A,U,A
72133,1,A,A,A,A,A
72134,1,A,A,A,A,A
72136,1,A,A,A,A,A
72139,1,A,A,A,A,A
72142,1,A,A,A,U,A
72147,1,U,N,N,N,N
72148,1,U,A,A,A,U/S
72149,1,U,A,A,U/S,A
72160,1,A,A,A,A,A
72161,1,A,A,A,A,A
72119,1,A,A,A,A,A
72122,1,N,N,N,N,N
72126,1,A,A,A,A,A
72128,1,A,A,A,U,A
72081,1,U,N,N,N,N
72085,1,U,A,A,A,A
72099,1,A,A,A,A,A
72102,1,N,N,N,N,N
72104,1,A,A,A,U,A
72105,1,U,N,N,N,N
72110,1,A,A,A,U,A
72063,1,N,N,N,N,N
72067,1,A,A,A,A,A
72070,1,A,A,A,A,A
72076,1,U,U/S,A,A,A
72048,1,U,N,N,N,N
72052,1,N,N,N,N,N
72055,1,N,N,N,N,N
72058,1,A,A,A,A,A
72028,1,A,A,A,A,A
72033,1,A,A,A,A,A
72034,1,U,A,A,A,A
71992,1,U,A,A,A,A
72014,1,A,A,A,A,A
72016,1,A,A,A,U,A
