InspectionID,PRNumber,PR Overall Condition,PR Litter,PR Graffiti,PR Amenities,PR Structural
125390,1,N,N,N,N,N
125392,1,A,A,A,A,A
125397,1,A,A,A,A,A
125404,1,A,A,A,U,A
125406,1,A,A,A,A,A
125410,1,A,A,A,A,U
125362,1,A,A,A,U,A
125363,1,A,A,A,A,A
125366,1,A,A,A,A,A
125371,1,A,A,A,A,A
125372,1,A,A,A,A,A
125376,1,A,A,A,A,A
125321,1,A,A,A,U,A
125341,1,N,N,N,N,N
125342,1,A,A,A,A,A
125348,1,U,A,A,U,U/S
125291,1,U,N,N,N,N
125292,1,A,U,A,A,A
125293,1,A,A,A,U,A
125294,1,N,N,N,N,N
125298,1,A,A,A,A,A
125299,1,A,N,N,N,N
125306,1,A,A,A,A,A
125308,1,A,A,A,A,A
125310,1,N,N,N,N,N
125311,1,U,N,N,N,N
125312,1,U,A,A,A,A
125313,1,A,A,A,A,A
125314,1,A,A,A,A,A
125261,1,A,A,A,A,A
125262,1,N,N,N,N,N
125272,1,A,A,A,U,A
125274,1,A,A,A,U,A
125278,1,N,N,N,N,N
125249,1,A,A,A,A,A
125251,1,A,A,A,A,A
125251,2,U,A,A,A,U/S
125215,1,A,A,A,A,A
125227,1,A,N,N,N,N
125229,1,A,A,A,U,A
125180,1,A,A,A,A,A
125186,1,A,A,A,A,A
125193,1,N,N,N,N,N
125195,1,A,A,A,A,A
125199,1,A,A,A,A,A
125201,1,A,A,A,A,A
125202,1,A,A,A,A,A
125207,1,A,A,A,A,A
125208,1,N,N,N,N,N
125159,1,A,A,A,A,A
125160,1,A,A,A,A,A
125162,1,A,A,A,A,A
125165,1,A,A,A,A,A
125173,1,A,A,A,U,A
125134,1,U,A,A,U,A
125136,1,A,A,A,A,A
125141,1,N,N,N,N,N
125145,1,A,A,A,A,A
125146,1,A,A,A,A,A
125152,1,A,A,A,A,A
125154,1,N,N,N,N,N
125155,1,A,A,A,A,A
125102,1,A,A,A,A,A
125105,1,A,A,A,A,U
125108,1,A,A,A,A,A
125119,1,N,N,N,N,N
125121,1,A,A,A,A,A
125124,1,A,A,A,A,A
125125,1,A,A,A,A,A
125126,1,N,N,N,N,N
125127,1,A,A,A,A,A
125071,1,A,A,A,U,A
125079,1,A,A,A,A,A
125087,1,A,A,A,A,A
125094,1,A,A,A,A,A
125097,1,A,A,A,A,A
125100,1,A,A,A,A,A
125101,1,A,A,A,A,A
125049,1,U,A,A,U,U/S
125055,1,A,A,A,A,A
125057,1,U,A,A,U,U
125059,1,A,A,A,A,A
125062,1,A,A,A,U,A
125064,1,A,A,A,A,A
125067,1,A,A,A,A,A
125025,1,A,A,A,A,A
125030,1,A,A,A,A,A
125034,1,A,A,A,A,A
125036,1,A,A,A,A,A
124994,1,A,A,A,A,A
124995,1,A,A,A,A,U
124998,1,A,A,A,A,A
124999,1,A,A,A,A,A
125001,1,N,N,N,N,N
125004,1,A,A,A,A,A
125006,1,A,A,A,U,A
125006,2,U,A,A,U,A
125014,1,A,A,A,A,A
124972,1,A,A,A,A,U
124977,1,A,A,A,A,A
124979,1,U,N,N,N,N
124985,1,A,A,A,U,A
124986,1,A,A,A,A,A
124947,1,A,A,A,A,A
124894,1,U,U,A,U,A
124899,1,A,A,A,A,A
124900,1,A,U,A,A,A
124903,1,A,A,A,A,A
124905,1,A,A,A,U,A
124908,1,A,A,A,A,A
124911,1,N,N,N,N,N
124913,1,A,A,A,A,A
124914,1,A,A,A,U,A
124915,1,A,A,A,A,A
124919,1,A,A,A,A,U
124922,1,A,A,A,A,A
124856,1,A,A,A,A,A
124858,1,A,A,A,A,A
124880,1,A,A,A,A,A
124825,1,A,A,A,A,A
124836,1,A,A,A,A,A
124838,1,A,A,A,A,A
124841,1,A,A,A,A,A
124843,1,A,A,A,A,A
124847,1,U,A,A,A,U
124848,1,A,A,A,A,A
124814,1,N,N,N,N,N
124820,1,N,N,N,N,N
124820,2,A,A,A,A,A
124769,1,A,A,A,A,A
124771,1,A,A,A,A,A
124773,1,A,A,A,U,A
124775,1,A,A,A,A,A
124776,1,U,N,N,N,N
124777,1,A,A,A,A,A
124778,1,A,A,A,A,A
124782,1,A,A,A,U,A
124793,1,A,A,A,A,A
124794,1,A,A,A,A,A
124797,1,A,A,A,U,A
124799,1,A,A,A,A,A
124756,1,N,N,N,N,N
124757,1,N,A,N,A,N
124758,1,N,A,N,A,N
124759,1,N,A,N,A,N
124752,1,N,A,N,A,N
124754,1,N,A,N,A,N
124718,1,A,A,A,A,A
124720,1,A,A,A,A,A
124721,1,A,A,A,A,A
124722,1,A,A,A,U,A
124723,1,U,N,N,N,N
124726,1,A,A,A,A,A
124728,1,A,A,A,A,A
124729,1,A,A,A,U,A
124730,1,A,A,A,U,A
124731,1,U,N,N,N,N
124732,1,A,A,A,U,A
124734,1,A,A,A,U,A
124736,1,A,A,A,A,A
124739,1,A,A,A,A,A
124745,1,A,A,A,A,A
124749,1,N,N,N,N,N
124750,1,A,A,A,A,A
124703,1,A,A,A,A,A
124705,1,A,A,A,A,A
124711,1,A,A,A,U,A
124716,1,A,A,A,A,A
124691,1,A,A,A,A,A
124694,1,A,A,A,A,A
124696,1,A,A,A,A,U
124697,1,A,A,A,A,A
124664,1,A,A,A,U,A
124670,1,A,A,A,A,A
124673,1,U,N,N,N,N
124677,1,A,A,A,A,A
124677,2,A,A,A,A,A
124626,1,A,A,A,A,A
124632,1,N,N,N,N,N
124634,1,A,A,A,A,A
124639,1,A,A,A,A,A
124641,1,A,A,A,U,A
124643,1,N,N,N,N,N
124646,1,A,A,A,A,A
124647,1,A,A,A,A,A
124648,1,N,N,N,N,N
124651,1,A,A,A,U,A
124652,1,U,U/S,A,U,U
124653,1,A,A,A,U,A
124610,1,N,A,N,A,N
124610,2,N,A,N,A,N
124611,1,N,A,N,A,N
124612,1,N,A,N,A,N
124585,1,N,N,N,N,N
124591,1,A,A,A,A,A
124594,1,A,U,A,A,A
124595,1,A,A,A,A,A
124599,1,A,A,A,A,A
124602,1,A,A,A,A,A
124565,1,A,A,A,A,A
124565,2,A,A,A,A,A
124573,1,N,N,N,N,N
124576,1,A,A,A,A,A
124580,1,A,A,A,A,A
124540,1,A,A,A,A,A
124542,1,N,N,N,N,N
124543,1,A,A,A,A,A
124545,1,A,N,N,N,N
124549,1,A,A,A,A,A
124550,1,A,A,A,A,A
124551,1,A,A,A,A,A
124556,1,U,U,A,U,A
124558,1,A,A,A,A,A
124520,1,U,A,A,A,U/S
124521,1,A,A,A,A,A
124525,1,N,N,N,N,N
124526,1,A,A,A,A,A
124530,1,A,A,A,A,A
124532,1,A,A,A,A,A
124476,1,A,A,A,A,A
124479,1,A,A,A,U,A
124483,1,A,A,A,A,A
124488,1,N,N,N,N,N
124491,1,A,A,A,U,A
124492,1,A,A,A,A,A
124498,1,U,U/S,U,U,U
124499,1,A,A,A,A,A
124504,1,N,N,N,N,N
124505,1,U,N,N,N,N
124507,1,A,A,A,A,A
124509,1,A,A,A,A,A
124471,1,N,A,N,A,N
124471,2,N,A,N,A,N
124463,1,N,A,N,A,N
124464,1,N,A,N,A,N
124465,1,N,A,N,A,N
124467,1,N,A,N,A,N
124443,1,A,A,A,U,A
124449,1,A,A,A,A,A
124451,1,A,A,A,A,A
124452,1,U,U/S,A,A,A
124453,1,A,A,A,A,A
124455,1,A,A,A,A,A
124456,1,A,A,A,A,A
124459,1,A,A,A,A,A
124411,1,A,A,A,U,A
124420,1,A,A,A,A,A
124422,1,A,A,A,A,A
124424,1,A,A,A,A,A
124424,2,A,A,A,A,A
124426,1,A,A,A,A,A
124431,1,N,N,N,N,N
124433,1,A,A,A,A,A
124394,1,A,A,A,A,A
124398,1,A,A,A,A,A
124400,1,A,A,A,A,A
124353,1,A,A,A,A,A
124356,1,A,A,A,A,A
124360,1,A,A,A,A,U
124362,1,A,A,A,A,A
124363,1,A,A,A,U,A
124365,1,N,N,N,N,N
124369,1,N,N,N,N,N
124307,1,A,A,A,A,A
124308,1,A,A,A,A,A
124314,1,A,A,A,A,A
124316,1,A,A,A,A,A
124322,1,A,A,A,A,A
124331,1,A,A,A,A,A
124333,1,U,U/S,A,U,A
124335,1,A,U,A,A,A
124339,1,A,A,A,A,A
124340,1,A,A,A,A,A
124341,1,U,A,A,U/S,A
124343,1,A,A,A,A,A
124294,1,N,A,N,A,N
124299,1,N,A,N,A,N
124299,2,N,A,N,U,N
124300,1,N,A,N,A,N
124301,1,N,A,N,A,N
124302,1,U,A,N,A,N
124304,1,N,N,N,N,N
124265,1,A,A,A,U,A
124271,1,N,N,N,N,N
124273,1,A,A,A,A,A
124274,1,A,A,A,A,A
124275,1,A,A,A,U,A
124277,1,A,A,A,A,A
124278,1,A,A,A,A,A
124285,1,A,A,A,U,A
124287,1,A,A,A,A,A
124233,1,U,A,U,U,U/S
124239,1,A,A,A,A,A
124248,1,A,A,A,A,A
124249,1,U,U/S,A,A,A
124251,1,A,A,A,A,A
124256,1,A,A,A,A,A
124258,1,A,A,A,A,A
124263,1,A,A,A,A,A
124200,1,A,A,A,A,U
124207,1,A,A,A,A,A
124208,1,A,A,U,A,A
124210,1,U,A,A,A,U
124211,1,A,A,A,A,A
124212,1,U,A,A,A,U/S
124217,1,A,A,A,U,A
124219,1,A,A,A,A,A
124224,1,A,A,A,A,A
124225,1,A,A,A,A,A
124226,1,A,A,A,A,A
124176,1,A,A,A,A,A
124181,1,A,A,A,A,A
124186,1,U,N,N,N,N
124163,1,A,A,A,A,A
124168,1,A,A,A,A,A
124149,1,N,A,N,A,N
124150,1,N,A,N,A,N
124152,1,N,A,N,A,N
124153,1,N,A,N,A,N
124156,1,N,A,N,A,N
124157,1,N,A,N,A,N
124159,1,N,A,N,A,N
124096,1,U,A,A,U,U
124105,1,A,A,A,A,A
124106,1,N,N,N,N,N
124108,1,A,A,A,A,A
124109,1,A,A,A,A,A
124115,1,A,A,A,A,A
124117,1,A,A,A,A,A
124121,1,A,A,A,A,A
124122,1,A,A,A,A,A
124128,1,U,A,U,U,A
124131,1,A,A,A,A,A
124132,1,U,N,N,N,N
124133,1,A,A,A,A,A
124134,1,A,A,A,A,A
124078,1,A,A,A,A,A
124035,1,A,A,A,A,A
124036,1,A,A,A,A,A
124037,1,A,A,A,U,A
124038,1,A,A,A,A,A
124043,1,A,A,A,A,A
124046,1,A,A,A,A,A
124052,1,A,A,A,A,A
124054,1,U,N,A,U,U/S
124056,1,A,A,A,A,A
124058,1,A,A,A,A,A
123987,1,A,N,N,N,N
123993,1,U,U/S,A,U,A
123994,1,A,A,A,A,A
124001,1,N,N,N,N,N
124002,1,A,A,A,A,A
124004,1,A,A,A,U,A
124007,1,U,U/S,A,U,U
124011,1,A,A,A,A,A
124014,1,A,A,A,A,A
124016,1,A,A,A,A,A
124020,1,A,A,A,A,A
124025,1,A,A,A,A,A
124030,1,A,A,A,A,A
124031,1,A,A,A,A,A
123980,1,N,A,N,A,N
123981,1,N,A,N,A,N
123982,1,N,A,N,A,N
123983,1,N,A,N,A,N
123985,1,N,A,N,A,N
123975,1,N,A,N,A,N
123976,1,N,A,N,A,N
123977,1,N,A,N,A,N
123959,1,A,A,A,A,A
123963,1,A,A,A,A,A
123964,1,A,A,A,A,A
123970,1,A,A,A,A,A
123972,1,U,U/S,A,A,A
123972,2,A,A,A,A,A
123936,1,A,A,A,A,A
123938,1,A,A,A,U,A
123950,1,U,A,A,A,U/S
123952,1,A,A,A,A,A
123954,1,A,A,A,A,A
123957,1,A,A,A,A,A
123909,1,A,A,A,A,A
123916,1,A,A,A,A,A
123922,1,A,A,A,A,A
123923,1,A,A,A,A,A
123924,1,A,A,A,A,A
123926,1,U,U/S,A,U,A
123929,1,A,A,A,A,A
123934,1,A,A,A,A,A
123882,1,A,A,A,A,A
123889,1,A,A,A,A,A
123894,1,A,A,A,A,A
123900,1,A,A,A,A,A
123902,1,A,A,A,A,A
123861,1,A,A,A,U,A
123866,1,A,A,A,U,A
123869,1,A,A,A,A,A
123872,1,A,A,A,A,A
123874,1,A,A,A,A,A
123877,1,U,U,A,U,A
123879,1,N,N,N,N,N
123880,1,A,A,A,A,A
123881,1,A,A,A,A,A
123846,1,N,A,N,A,N
123846,2,N,A,N,A,N
123847,1,N,A,N,A,N
123848,1,N,A,N,A,N
123849,1,N,A,N,A,N
123850,1,N,A,N,A,N
123851,1,N,A,N,A,N
123813,1,A,A,A,A,A
123816,1,A,A,A,A,A
123820,1,A,A,A,A,A
123828,1,A,A,A,U,A
123832,1,A,A,A,A,A
123835,1,A,A,A,A,A
123845,1,A,A,A,U,A
123800,1,A,A,A,A,A
123802,1,A,A,A,A,A
123809,1,A,A,A,A,A
123823,1,A,A,A,U,A
123790,1,A,N,N,N,N
123795,1,U,A,A,A,A
123778,1,A,A,A,A,A
123781,1,U,U/S,A,U,U/S
123739,1,N,N,N,N,N
123743,1,A,A,A,A,A
123744,1,A,A,A,A,A
123746,1,A,A,A,A,A
123747,1,U,A,A,U,A
123750,1,N,N,N,N,N
123753,1,A,A,A,A,A
123761,1,A,A,A,A,A
123763,1,A,A,A,U,A
123765,1,A,A,A,A,U
123729,1,N,A,N,A,N
123730,1,N,A,N,A,N
123731,1,N,A,N,A,N
123731,2,N,A,N,A,N
123732,1,N,A,N,A,N
123725,1,N,A,N,A,N
123703,1,A,A,A,A,A
123708,1,A,A,A,A,A
123709,1,A,A,A,A,A
123711,1,A,A,A,U,A
123714,1,A,A,A,A,A
123722,1,A,A,A,A,A
123674,1,A,A,A,A,A
123676,1,A,A,A,A,A
123678,1,A,A,A,U,A
123697,1,A,A,A,A,A
123652,1,A,A,A,U,A
123653,1,U,N,N,N,N
123658,1,A,A,A,A,A
123660,1,A,A,A,A,A
123664,1,A,A,A,U,A
123665,1,A,A,A,A,U
123666,1,A,A,A,A,A
123668,1,A,A,A,A,A
123669,1,U,N,N,N,N
123670,1,N,N,N,N,N
123623,1,A,A,A,A,U
123624,1,A,A,A,A,A
123628,1,A,A,A,A,A
123638,1,A,A,A,A,A
123644,1,A,A,A,A,A
123645,1,N,N,N,N,N
123646,1,U,N,N,N,N
123648,1,A,A,A,A,A
123649,1,A,A,A,A,A
123586,1,U,U/S,A,A,A
123591,1,A,A,A,U,A
123594,1,A,A,A,A,A
123597,1,A,A,A,A,A
123599,1,U,A,A,A,U/S
123600,1,A,A,A,A,A
123602,1,A,A,A,A,A
123603,1,A,A,A,A,A
123604,1,A,A,A,A,A
123605,1,A,A,A,A,A
123606,1,U,A,A,U/S,U/S
123609,1,N,N,N,N,N
123611,1,A,A,A,A,U
123614,1,A,A,A,A,A
123615,1,N,N,N,N,N
123622,1,A,A,A,A,A
123581,1,N,A,N,A,N
123582,1,N,A,N,A,N
123583,1,N,A,N,A,N
123585,1,N,A,N,A,N
123573,1,N,A,N,A,N
123575,1,N,A,N,A,N
123578,1,N,A,N,A,N
123555,1,A,A,A,A,A
123556,1,A,A,A,A,A
123562,1,A,A,A,A,A
123566,1,A,A,A,A,A
123533,1,A,A,A,A,A
123534,1,A,A,A,A,A
123535,1,A,A,A,A,A
123537,1,A,A,A,A,A
123513,1,A,A,A,A,A
123515,1,A,A,A,A,A
123517,1,A,U,A,A,A
123519,1,A,A,A,A,A
123525,1,A,A,A,A,A
123526,1,A,A,A,A,A
123527,1,N,N,N,N,N
123505,1,N,A,N,A,N
123507,1,N,N,N,N,N
123509,1,N,A,N,A,N
123511,1,N,A,N,A,N
123512,1,N,A,N,A,N
123485,1,A,A,A,A,A
123489,1,A,A,A,A,A
123468,1,A,A,A,A,A
123468,2,A,A,A,A,A
123472,1,A,A,A,A,A
123476,1,N,N,N,N,N
123481,1,U,U/S,A,A,A
123450,1,A,A,A,A,A
123451,1,U,U/S,A,A,A
123459,1,A,A,A,A,A
123462,1,A,A,A,A,A
123436,1,N,A,N,A,N
123437,1,N,A,N,A,N
123438,1,N,A,N,A,N
123439,1,N,A,N,A,N
123440,1,N,A,N,A,N
123440,2,N,A,N,A,N
123433,1,N,A,N,A,N
123405,1,A,A,A,A,A
123410,1,A,A,A,A,A
123415,1,A,A,A,A,A
123419,1,N,N,N,N,N
123420,1,U,A,A,U,U
123422,1,A,A,A,A,A
123424,1,A,A,A,A,A
123429,1,A,A,A,A,U
123373,1,A,U,A,A,A
123374,1,U,N,N,N,N
123387,1,A,A,A,A,A
123391,1,A,A,A,A,A
123393,1,A,A,A,A,A
123347,1,A,A,A,A,A
123356,1,A,A,A,A,A
123363,1,A,A,A,U,A
123364,1,A,A,A,A,U
123367,1,A,A,A,A,A
123370,1,N,N,N,N,N
123323,1,A,A,A,A,A
123329,1,U,A,A,U,U
123330,1,U,A,U,U,A
123334,1,A,A,A,A,A
123335,1,A,U,A,A,A
123338,1,A,A,A,A,A
123346,1,A,N,N,N,N
123279,1,A,A,A,A,A
123280,1,N,N,N,N,N
123282,1,A,A,A,A,A
123292,1,A,A,A,A,A
123294,1,A,A,A,A,A
123298,1,A,A,A,A,A
123302,1,U,U,A,U,A
123307,1,A,A,A,A,A
123309,1,N,N,N,N,N
123310,1,A,A,A,A,A
123313,1,A,A,A,A,A
123321,1,A,A,A,U,A
123269,1,N,A,N,A,N
123271,1,N,A,N,A,N
123272,1,N,A,N,A,N
123273,1,N,A,N,A,N
123274,1,N,A,N,A,N
123257,1,N,A,N,A,N
123258,1,N,A,N,A,N
123259,1,N,A,N,A,N
123260,1,N,A,N,A,N
123263,1,N,A,N,A,N
123264,1,N,A,N,A,N
123233,1,A,A,A,A,A
123234,1,A,A,A,A,A
123234,2,U,N,N,N,N
123235,1,N,N,N,N,N
123242,1,A,A,U,A,A
123245,1,U,A,A,A,U/S
123246,1,N,N,N,N,N
123253,1,A,A,A,A,A
123254,1,N,N,N,N,N
123255,1,A,A,A,A,A
123188,1,A,A,A,A,A
123189,1,A,A,A,A,A
123191,1,A,A,A,A,A
123194,1,N,N,N,N,N
123196,1,A,A,A,A,A
123202,1,A,A,A,A,A
123203,1,A,A,A,U,A
123205,1,A,A,A,A,U
123206,1,U,U,A,U,A
123208,1,A,A,A,A,A
123209,1,A,A,A,A,A
123218,1,A,A,A,A,A
123219,1,A,A,A,A,A
123220,1,U,N,N,N,N
123222,1,A,A,A,A,A
123223,1,A,A,A,A,A
123227,1,A,A,A,A,A
123228,1,A,A,A,U,A
123168,1,A,A,A,A,A
123175,1,A,A,A,A,A
123182,1,A,A,A,A,A
123130,1,U,A,A,A,A
123133,1,A,A,A,U,A
123135,1,A,A,A,U,A
123137,1,A,A,A,A,A
123138,1,A,A,A,A,A
123143,1,A,A,A,A,A
123152,1,A,A,A,A,A
123160,1,U,A,A,U,U/S
123164,1,A,A,A,A,A
123116,1,N,A,N,A,N
123117,1,N,A,N,A,N
123120,1,N,A,N,A,N
123121,1,N,A,N,A,N
123122,1,N,A,N,A,N
123124,1,N,A,N,A,N
123103,1,N,A,N,A,N
123104,1,N,U,N,A,N
123106,1,N,A,N,A,N
123107,1,N,A,N,A,N
123108,1,N,A,N,A,N
123112,1,N,A,N,A,N
123115,1,N,A,N,A,N
123101,1,A,A,A,A,A
123065,1,A,A,A,A,A
123067,1,A,A,A,A,A
123068,1,A,A,A,A,A
123072,1,U,N,N,N,N
123074,1,A,A,A,A,A
123079,1,A,A,A,A,A
123082,1,A,A,A,A,A
123088,1,A,A,A,A,U
123089,1,N,N,N,N,N
123090,1,A,A,A,A,A
123091,1,A,A,A,A,A
123039,1,U,U/S,A,A,A
123052,1,A,A,A,A,A
123063,1,A,A,A,A,A
123063,2,A,A,A,A,U
123014,1,A,A,A,A,A
123021,1,A,A,A,A,A
123023,1,A,A,A,U,A
123024,1,U,U/S,A,A,A
123024,2,N,N,N,N,N
123025,1,N,N,N,N,N
123027,1,U,A,A,A,U/S
123028,1,N,N,N,N,N
123032,1,A,A,A,A,U
122971,1,A,A,A,A,A
122976,1,A,A,A,A,A
122989,1,A,A,A,A,A
122991,1,N,N,N,N,N
122995,1,A,A,A,A,A
122998,1,A,A,A,A,A
123008,1,A,A,A,U,A
123010,1,A,A,A,A,A
122960,1,N,A,N,A,N
122961,1,N,A,N,A,N
122963,1,N,N,N,N,N
122964,1,N,A,N,A,N
122965,1,N,A,N,A,N
122967,1,N,A,N,A,N
122949,1,N,A,N,A,N
122950,1,N,A,N,A,N
122951,1,N,A,N,A,N
122952,1,N,A,N,A,N
122955,1,N,A,N,A,N
122956,1,N,A,N,A,N
122929,1,A,A,A,A,A
122930,1,N,N,N,N,N
122931,1,U,A,A,A,U/S
122941,1,A,A,A,A,A
122944,1,A,A,A,A,A
122945,1,A,A,A,A,A
122895,1,A,A,A,A,A
122896,1,A,A,A,A,A
122900,1,A,A,A,U,A
122905,1,A,A,A,A,A
122906,1,A,A,A,A,A
122908,1,N,N,N,N,N
122911,1,A,A,A,A,A
122913,1,U,N,N,N,N
122915,1,A,A,A,A,A
122916,1,A,A,A,A,A
122862,1,N,A,N,A,N
122862,2,N,N,N,N,N
122863,1,N,A,N,A,N
122863,2,N,A,N,A,N
122864,1,N,A,N,U,N
122865,1,N,A,N,A,N
122866,1,N,A,N,A,N
122867,1,N,A,N,A,N
122868,1,N,A,N,A,N
122868,2,N,A,N,A,N
122850,1,N,A,N,U,N
122852,1,N,A,N,A,N
122853,1,N,A,N,A,N
122855,1,N,A,N,A,N
122856,1,N,A,N,A,N
122858,1,N,A,N,A,N
122860,1,N,A,N,A,N
122860,2,N,A,N,A,N
122861,1,N,A,N,A,N
122839,1,A,A,A,A,A
122840,1,A,A,U,A,A
122841,1,A,A,A,A,A
122844,1,N,N,N,N,N
122821,1,A,A,A,U,A
122823,1,A,A,A,A,A
122826,1,A,A,A,A,A
122827,1,A,A,A,U,A
122808,1,A,A,A,A,A
122816,1,A,A,A,A,A
122817,1,A,A,A,A,A
122819,1,A,A,A,A,A
122820,1,A,A,A,A,A
122757,1,A,A,A,A,A
122759,1,N,N,N,N,N
122761,1,A,A,A,A,A
122767,1,A,A,A,A,A
122780,1,A,A,A,A,A
122781,1,A,A,A,A,A
122783,1,A,A,A,A,A
122785,1,A,A,A,A,A
122788,1,A,A,A,A,A
122792,1,A,A,A,A,A
122794,1,A,A,A,A,A
122798,1,A,A,A,A,A
122735,1,A,A,A,A,A
122739,1,A,A,A,U,A
122740,1,A,A,A,A,A
122742,1,A,A,A,A,A
122748,1,A,A,A,A,A
122749,1,A,A,A,U,A
122755,1,A,A,A,A,A
122719,1,A,A,A,A,A
122729,1,U,A,A,A,U/S
122730,1,A,A,A,A,A
122731,1,A,A,A,A,A
122732,1,A,A,A,A,A
122692,1,A,A,A,A,A
122701,1,N,N,N,N,N
122705,1,A,A,A,A,A
122710,1,A,A,A,A,A
122664,1,A,A,A,A,A
122665,1,A,A,A,A,A
122667,1,A,A,A,A,A
122668,1,A,A,A,A,A
122678,1,A,A,A,A,A
122683,1,A,A,A,A,A
122686,1,A,A,A,A,A
122686,2,U,N,N,N,N
122628,1,A,A,A,A,A
122637,1,N,N,N,N,N
122638,1,A,A,A,U,A
122639,1,A,A,A,A,A
122640,1,A,A,A,U,A
122641,1,N,N,N,N,N
122646,1,N,N,N,N,N
122647,1,A,A,A,A,A
122654,1,A,A,A,A,A
122612,1,A,A,A,A,A
122616,1,A,A,A,A,A
122620,1,A,A,A,A,A
122621,1,N,N,N,N,N
122622,1,A,A,A,A,A
122623,1,N,N,N,N,N
122625,1,N,N,N,N,N
122587,1,N,N,N,N,N
122598,1,A,A,A,A,A
122601,1,U,A,A,U,U
122609,1,A,A,A,A,A
122547,1,A,A,A,A,A
122551,1,A,A,A,A,A
122553,1,A,A,A,A,A
122553,2,A,A,A,A,A
122554,1,A,A,A,A,A
122557,1,U,A,A,A,A
122505,1,A,A,A,A,A
122514,1,A,A,A,A,A
122517,1,A,A,A,A,A
122520,1,A,A,A,A,U
122525,1,U,N,N,N,N
122527,1,A,A,A,A,A
122531,1,A,A,A,A,A
122537,1,A,A,A,A,A
122479,1,A,A,A,U,A
122481,1,U,U,A,A,U/S
122483,1,A,A,A,A,A
122486,1,A,A,A,A,A
122487,1,A,A,A,A,A
122488,1,A,A,A,A,A
122489,1,A,A,A,U,A
122492,1,N,N,N,N,N
122494,1,A,A,A,A,A
122499,1,A,A,A,A,A
122501,1,A,A,A,A,A
122450,1,A,A,A,A,A
122452,1,A,A,A,U,A
122455,1,U,A,A,U,U
122466,1,A,A,A,A,A
122473,1,A,A,A,A,A
122474,1,N,N,N,N,N
122429,1,A,A,A,A,A
122444,1,A,U,A,A,A
122448,1,A,A,A,A,A
122407,1,A,A,A,A,A
122413,1,N,N,N,N,N
122415,1,A,A,A,A,A
122422,1,A,N,N,N,N
122371,1,A,A,A,A,A
122374,1,A,A,A,A,A
122377,1,A,A,A,U,A
122387,1,A,A,A,A,A
122393,1,A,A,A,A,A
122393,2,A,A,A,A,A
122346,1,U,A,A,U,U
122349,1,A,A,A,A,A
122357,1,A,A,A,A,A
122359,1,A,A,A,U,A
122315,1,A,A,A,A,A
122316,1,A,A,A,A,A
122327,1,A,A,A,A,A
122330,1,A,A,A,A,A
122331,1,N,N,N,N,N
122335,1,N,N,N,N,N
122339,1,A,A,A,U,A
122340,1,A,A,A,A,U
122341,1,A,A,A,A,A
122309,1,A,A,A,A,A
122310,1,A,A,A,A,U
122313,1,A,A,A,A,A
122264,1,A,A,A,A,A
122268,1,A,A,A,A,A
122270,1,U,A,A,A,A
122275,1,A,A,A,A,A
122277,1,N,N,N,N,N
122284,1,N,N,N,N,N
122285,1,U,N,N,N,N
122289,1,U,A,A,U,U
122290,1,A,A,A,A,A
122294,1,A,A,A,A,A
122298,1,A,A,A,A,A
122299,1,A,A,A,A,A
122300,1,N,N,N,N,N
122252,1,A,N,N,N,N
122252,2,A,N,N,N,N
122257,1,A,A,A,A,A
122259,1,A,A,A,A,A
122217,1,U,N,N,N,N
122223,1,A,A,A,A,A
122226,1,A,A,A,A,A
122227,1,A,A,A,A,A
122239,1,A,A,A,A,A
122243,1,A,A,A,A,A
122244,1,N,N,N,N,N
122197,1,A,A,A,A,A
122198,1,A,A,A,A,A
122201,1,A,A,A,A,A
122205,1,U,U,A,U,A
122206,1,U,N,N,N,N
122207,1,A,A,A,A,A
122212,1,U,A,A,U,U
122164,1,A,A,A,A,A
122167,1,A,A,A,A,A
122170,1,A,A,A,A,A
122170,2,A,A,A,A,A
122172,1,A,A,A,A,A
122173,1,U,A,A,U,U
122174,1,A,A,A,A,A
122179,1,U,A,A,A,U/S
122184,1,N,N,N,N,N
122185,1,A,A,A,A,A
122190,1,A,A,A,A,A
122192,1,A,A,A,A,A
122196,1,N,N,N,N,N
122122,1,A,A,A,A,A
122124,1,A,A,A,A,A
122127,1,A,A,A,A,A
122130,1,A,A,A,A,A
122134,1,N,N,N,N,N
122135,1,U,N,N,N,N
122137,1,A,A,A,A,A
122145,1,A,A,A,A,A
122147,1,A,A,A,A,A
122149,1,A,A,A,A,A
122152,1,A,A,A,A,A
122153,1,A,A,A,A,U
122155,1,A,A,A,A,A
122161,1,N,N,N,N,N
122076,1,A,A,A,A,A
122078,1,A,A,A,A,A
122085,1,N,N,N,N,N
122095,1,A,A,A,A,A
122097,1,A,A,A,A,A
122098,1,A,A,A,A,U
122104,1,A,A,A,A,A
122110,1,N,N,N,N,N
122050,1,A,A,A,A,A
122051,1,A,A,A,A,A
122053,1,A,A,A,A,A
122055,1,A,A,A,A,A
122061,1,A,A,A,A,U
122064,1,A,A,A,A,A
122071,1,A,A,A,U,A
122073,1,A,A,A,A,A
122044,1,A,A,A,A,A
122010,1,A,A,A,A,A
122011,1,A,A,A,A,A
122012,1,A,A,A,A,A
122012,2,A,A,A,A,A
122018,1,A,A,A,A,A
122020,1,N,N,N,N,N
122021,1,A,A,A,A,A
122032,1,U,A,A,A,U/S
