name,maintenance_funding,designated_private_funding,acreage,amenities,borough,athletic_facilities,beaches,comfort_stations,natural_areas,playgrounds,trails
Van Alst Playground,14408,0,1.03,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Woodtree Playground,13834,0,1.03,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Bowling Green,7963,0,1.02,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Kaltenmeier Playground,5492,0,1.02,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Staten Island,1,1,1,1,1,1
Matthews Muliner Playground,16116,0,1.02,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Powell Playground,7660,0,1.02,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
West Farms Rapids,3187,0,1.02,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Annadale Playground,23865,0,1.01,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Bedford Playground,16927,0,1,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Bellerose Playground,11414,0,1,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Blake Hobbs Playground,7158,0,1,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Caserta Playground,24217,0,1,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Chester Playground,21251,0,1,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Curtis Playground,25391,0,1,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Hackett Park,5720,0,1,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Howard Playground,27057,0,1,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Jackie Robinson Playground,40855,0,1,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
"Martin Luther King, Jr. Playground",17260,0,1,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Melrose Playground,9815,0,1,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Monsignor Kett Playground,28127,0,1,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Pink Playground,25381,0,1,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Playground 174,27518,0,1,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Plimpton Playground,12341,0,1,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Randall Playground,8174,0,1,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Ruppert Park,13777,0,1,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Ten Eyck Playground,4464,0,1,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Abraham Lincoln Playground,53351,0,0.99,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Arverne Playground,7959,0,0.99,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Captain Rivera Playground,11510,0,0.99,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Collect Pond Park,6235,0,0.99,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Gouverneur Playground,26677,0,0.98,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Hollis Playground,16571,0,0.98,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Maple Playground,32725,0,0.98,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Mott Playground,18388,0,0.98,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Rock Garden Park,21744,0,0.98,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Lanett Playground,86002,0,0.97,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Mae Grant Playground,10372,0,0.97,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Ranaqua Playground,6951,0,0.97,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Zimmerman Playground,30478,0,0.97,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Andries Playground,16766,0,0.96,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Carver Playground,41979,0,0.96,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Park Slope Playground,43615,0,0.96,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Cherry Tree Park,27081,0,0.9500000000000001,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Clumber Corner,1716,0,0.9500000000000001,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Davis Playground,3662,0,0.9500000000000001,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Staten Island,1,1,1,1,1,1
Matthew P. Sapolin Playground,30725,0,0.9500000000000001,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Drew Playground,20882,0,0.9400000000000001,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Fox Playground,12049,0,0.9400000000000001,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Peter Minuit Playground,16927,0,0.9400000000000001,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
South Rochdale Playground,8521,0,0.9400000000000001,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Walter Ward Playground,10629,0,0.9400000000000001,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Athens Square,55078,0,0.93,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Benson Playground,26066,0,0.93,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Bergen Beach Playground,1773,0,0.93,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Crispus Attucks Playground,45222,0,0.93,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Sitting Area,4342,0,0.93,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Surf Playground,21888,0,0.93,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Tiger Playground,20366,0,0.93,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Amundsen Circle,5126,0,0.92,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Staten Island,1,1,1,1,1,1
Boerum Park,10086,0,0.92,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Carter G. Woodson Children's Park,9596,0,0.92,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Ditmars Playground,32525,0,0.92,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Edmonds Playground,42678,0,0.92,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Fruit Street Sitting Area,11420,0,0.92,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Garden Playground,16612,0,0.92,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Houston Playground,9143,0,0.92,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Livonia Park,6315,0,0.92,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Newport Playground,17734,0,0.92,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Pratt Playground,48189,0,0.92,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Saw Mill Playground,3614,0,0.92,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Virginia Park,28755,0,0.92,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
White Park,7159,0,0.92,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Staten Island,1,1,1,1,1,1
Aesop Park,8418,0,0.91,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Staten Island,1,1,1,1,1,1
Bay Terrace Playground,16875,0,0.91,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Martin Luther Playground,17062,0,0.91,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Pontiac Playground,10931,0,0.91,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Slattery Playground,12647,0,0.91,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Willoughby Playground,28642,0,0.91,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Sutton Parks,17296,0,0.8500000000000001,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
American Playground,34806,0,0.9,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Estella Diggs Park,9691,0,0.9,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
General Hart Playground,30611,0,0.9,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Major Mark Park,5499,0,0.9,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Starr Playground,8231,0,0.9,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Washington Hall Park,49094,0,0.9,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Arrochar Playground,6244,0,0.89,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Staten Island,1,1,1,1,1,1
El Shabazz Playground,11567,0,0.89,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Pinocchio Playground,4508,0,0.89,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Sol Lain Plgd,6736,0,0.89,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Alice Kornegay Triangle,24053,0,0.88,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Colonel Charles Young Triangle,5344,0,0.88,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Harold Schneiderman Playground,30638,0,0.88,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Queens Valley Playground,12552,0,0.88,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Barrier Playground,22280,0,0.8700000000000001,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Evergreen Playground,16014,0,0.8700000000000001,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Lion's Pride Playground,9005,0,0.8700000000000001,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Lt. Joseph Petrosino Park,10628,0,0.8700000000000001,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Playground 286,24151,0,0.8700000000000001,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Richman (Echo) Park,38427,0,4.39,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Joseph Manna Park,2860,0,0.8500000000000001,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Staten Island,1,1,1,1,1,1
Nathan Straus Playground,7362,0,0.8500000000000001,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
North 5th Street Pier and Park,28884,0,0.8500000000000001,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
North 5th Street Pier and Park,28884,0,0.8500000000000001,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Schenck Playground,16031,0,0.8500000000000001,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Haviland Playground,4092,0,0.8400000000000001,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Nassau Mall,1889,0,0.8400000000000001,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Sol Bloom Playground,46481,0,0.8400000000000001,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
DiGilio Playground,6765,0,0.8300000000000001,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Lower East Side Playground,4279,0,0.8300000000000001,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Nassau Mall South,1744,0,0.8300000000000001,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
P.S. 155 Playground,55490,0,0.8300000000000001,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Stebbins Playground,7062,0,0.8300000000000001,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Tribute Park,4026,0,0.8300000000000001,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Flynn Playground,17350,0,0.8200000000000001,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Hart Playground,10046,0,0.8200000000000001,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Highbridge Park,10622,5000,0.8200000000000001,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Parkside Playground,16602,0,0.8200000000000001,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Alexander Hamilton Playground,22913,0,0.81,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Bellaire Playground,28864,0,0.81,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Steinway Playground,7850,0,0.81,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Ethan Allen Playground,13303,0,0.8,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Eugene McCabe Field,6806,0,0.7899999999999999,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Kennedy King Playground,20168,0,0.7899999999999999,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
New Dorp Park,1586,0,0.7899999999999999,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Staten Island,1,1,1,1,1,1
Samuel Seabury Playground,95204,0,0.7899999999999999,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Spirit Playground,17059,0,0.7899999999999999,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Morgan Playground,19753,0,0.7799999999999999,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
La Guardia Playground,12145,0,0.77,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Maple Woods,2392,0,0.77,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Staten Island,1,1,1,1,1,1
Mitchel Square,8422,0,0.77,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Moore Playground,44167,0,0.77,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Admiral Playground,5903,0,0.76,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
First Park,7183,0,0.76,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Jerome Slope,17832,0,0.76,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Neponsit Mall,2723,0,0.76,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
River Avenue Parks,27064,0,0.6699999999999999,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Jaime Campiz Playground,12918,0,0.75,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Playground Seventy Five,17725,0,0.75,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Rose Hill Park,23139,0,0.75,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Samuel N. Bennerson 2nd Playground,8247,0,0.75,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
