name,maintenance_funding,designated_private_funding,acreage,amenities,borough,athletic_facilities,beaches,comfort_stations,natural_areas,playgrounds,trails
Libertad Urban Farm,0,0,0.1,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Life Spire Garden,103,0,0.02,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Lincoln Center Plaza,0,0,3.8,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Lincoln Rd Block Association,52,0,0.07,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Little Green Garden,0,0,0.12000000000000001,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Liz Christy Garden,5,0,0.27,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Locust Manor Civic Association,689,0,0.08,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Locust Point Marina,0,0,22.07,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Long Pond Park,330,0,91.09,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Staten Island,1,1,1,1,1,1
Longfellow Playground,3441,0,0.37,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Los Amigos Garden,5,0,0.06,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Lot,0,0,0.98,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Lot,1339,0,1.7,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Lot,195,0,1.1900000000000002,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Louis Armstrong Community Center,1002,0,0.45,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Louis Cuvillier Park,301,0,2.75,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Louis Pl Friends,0,0,0.04,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Lower East Side Ecology Center,21,0,0.15000000000000002,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Luke J. Lang Square,8830,0,0,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Madison Community Greenthumb,0,0,0.06,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Madison Square Garden Association,0,0,0.17,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Madison Street Block Association,0,0,0.08,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Magic Garden,0,0,0.1,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Manley's Pl,0,0,0.28,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Manor Park,0,0,1.78,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Staten Island,1,1,1,1,1,1
Mapes Pool,41460,0,0.6799999999999999,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Marcus Garvey Tenant's Assoc. Garden,0,0,0.23,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Margrichante Garden,0,0,0.17,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Mariners Marsh Park,4628,0,107.58,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Staten Island,1,1,1,1,1,1
,5733,0,0.02,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",,1,1,1,1,1,1
McKinley's Children's Garden,0,0,0.29000000000000004,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Melrose Commons Park,0,0,1.08,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Mentone Playground,325,0,1.1,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Merchant's House Museum,1626,0,0.07,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Meredith Woods,1664,0,47.52,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Staten Island,1,1,1,1,1,1
Metropolitan Recreation Center,28458,0,0.18,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Middleburgh Triangle,649,0,0,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Mill Rock Park,0,0,8.639999999999999,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Miracle Garden,5,0,0.12000000000000001,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Miracle Garden,0,0,0.11,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Mobilization For Change,0,0,0.04,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Model T Senior Citizen's Garden,0,0,0.27,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Moffat Garden,0,0,0.04,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Morris-Jumel Ecological Education Garden,1482,0,0.1,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Mosaic Success Garden,65,0,0.29000000000000004,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Motor Parkway,257,0,13.89,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Muller Triangle,952,0,0.04,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Mw United Orient Grand Lodge,0,0,0.19,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Nehemiah Ten Garden,0,0,0.28,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Neighborhood Community Garden,0,0,0.07,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Neighbors Of Vega Baja,0,0,0.07,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Nellie Bly Park,13,0,1.06,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
New 123rd St Block Association Garden,0,0,0.14,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
New Vision Garden,0,0,0.32,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
North Brother Island,0,0,30.4,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Oasis Garden,0,0,0.12000000000000001,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Ocean Breeze Park,124053,0,136.57,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Staten Island,1,1,1,1,1,1
Old Croton Aqueduct Gatehouse,551,0,0.15000000000000002,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Old Gravesend Cemetery,68462,0,1.6500000000000001,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Old Place Creek Park,0,0,44.730000000000004,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Staten Island,1,1,1,1,1,1
Olmsted-Beil House Park,287,0,1.58,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Staten Island,1,1,1,1,1,1
Orchard Alley Garden,117,0,0.22,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Our Little Green Acre/garden Eight,0,0,0.05,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
P.S. 149 Artsy Bloom Community Garden,0,0,0.06,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
P.S. 186 Day Treatment Program,0,0,0.07,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
P.S. 29 Ballfield,6805,0,1.11,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
P.S. 4 Paradise Garden,0,0,0.3,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
P.S. 53,0,0,0.06,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
P.S. 76 Garden,0,0,0.05,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Padre Plaza,0,0,0.37,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Paerdegat Basin Park,3856,0,118.8,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Pagan's Garden,0,0,0.08,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Palmer Inlet,0,0,7.49,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Park,585,0,1.08,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Park,1403,0,0,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Park,0,0,0,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Park,0,0,0,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Park,364,0,0,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Park,0,0,0,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Park,0,0,0.59,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Park,0,0,0.01,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Park,377,0,0.01,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Park,0,0,0,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Park,689,0,0.01,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Park,1443,0,0,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Park,0,0,0.05,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Park,18304,0,0.09,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Park,0,0,0.06,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Park,0,0,0,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Park,117,0,0.11,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Park,1547,0,0.44,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Park,0,0,0.01,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Park,0,0,0.96,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Park,0,0,0.98,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Park,0,0,1.35,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Park,0,0,1.1800000000000002,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Park,0,0,0.16,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Park,0,0,0.19,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Park,0,0,1.49,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Park,0,0,2.13,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
,3170,0,0.46,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",,1,1,1,1,1,1
,0,0,0.05,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",,1,1,1,1,1,1
Park,728,0,0.14,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
,2106,0,0.01,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",,1,1,1,1,1,1
Park,60,0,1.1400000000000001,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Park,0,0,3.8099999999999996,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Park,0,0,0.01,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Park,0,0,0.02,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Park,0,0,0,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Park,39,0,0,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Park,0,0,0,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Park,0,0,0,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Park,0,0,0,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Park,26,0,0.08,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Park,0,0,0,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Park,0,0,0.01,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Park,0,0,0.01,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Park,0,0,0.01,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Park,0,0,0.01,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Park,0,0,0.01,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Park,195,0,0.01,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Park,0,0,0.03,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Park,0,0,0.02,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Park,0,0,0.02,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Park,0,0,0.02,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Park,0,0,0.02,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Park,0,0,2.36,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Staten Island,1,1,1,1,1,1
Park,18343,0,5.7700000000000005,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Staten Island,1,1,1,1,1,1
Park,156,0,0.02,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Park,1527,0,0.03,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Park,0,0,1.23,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Park,0,0,0.32,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Park,0,0,0.01,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Park,0,0,0,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Park,117,0,0.05,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Staten Island,1,1,1,1,1,1
Park,0,0,0.11,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Staten Island,1,1,1,1,1,1
Park,0,0,0.07,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Staten Island,1,1,1,1,1,1
Park,104,0,0.18,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Staten Island,1,1,1,1,1,1
Park,143,0,1.1800000000000002,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Staten Island,1,1,1,1,1,1
Park,338,0,5.85,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Staten Island,1,1,1,1,1,1
Park,0,0,0.01,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Staten Island,1,1,1,1,1,1
Park,0,0,0.01,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Staten Island,1,1,1,1,1,1
Park,793,0,0.08,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Park,0,0,0.02,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Park,0,0,0.03,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Park,0,0,0.02,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Park,1006,0,0.09,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Park,442,0,0.03,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Park,0,0,0.03,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Park,0,0,0.03,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Park,2748,0,0.9,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Park,1953,0,0.51,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Park,0,0,0.59,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Park,511,0,0.76,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Park,0,0,0.02,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Park,0,0,0.04,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Park,0,0,0.03,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Park,0,0,0.05,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Park,0,0,0.17,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Park,0,0,0.15000000000000002,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Park,358,0,0.15000000000000002,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Park,546,0,0.29000000000000004,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Park,1183,0,0.03,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Park,1391,0,0.06,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Park,0,0,1.1300000000000001,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Park,0,0,0.02,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Park,0,0,0.01,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Park,0,0,0.01,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Park,0,0,0.1,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Park,0,0,0.01,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Park,0,0,0.01,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Park,0,0,0.04,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Park,0,0,0.03,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Bronx,1,1,1,1,1,1
Park at Beach 108 Street,1185,0,13.83,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Park Avenue Malls,1417,0,1.32,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Park Avenue Malls,3272,0,0.65,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Park Slope,0,0,0.01,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Queens,1,1,1,1,1,1
Parks Council Success Garden,0,0,0.25,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Patchen Community Square Garden,0,0,0.1,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Patrick Van Doren Pocket Park,0,0,0.04,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Peaceful Valley Garden,4,0,0.05,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Peachtree Garden,199,0,0.12000000000000001,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Peck Slip,1339,0,0.19,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Pier 107 CVII,8138,0,0.36,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Pier 42,0,0,7.23,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Pirates Cove Garden,0,0,0.03,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
Pleasant Park Garden,0,0,0.12000000000000001,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Pleasant Village Community Garden,0,0,0.38,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Manhattan,1,1,1,1,1,1
Ponderosa Garden,0,0,0.19,"Athletic Facilities, Beaches, Comfort Stations, Natural Areas, Playgrounds, Trails",Brooklyn,1,1,1,1,1,1
