prop_name,category,boro,rated,year,season,round,prop_location,visitor_count,pr_litter,pr_overall_condition
Wards Island Park,Large Park,Manhattan,Yes,2017,Summer,2,East River and Hell Gate,400,A,N
Van Cortlandt Park,Large Park,Bronx,Yes,2017,Summer,2,"Broadway, Jerome Ave,City Line,Van Cortlandt Pk S",13,A,N
Van Cortlandt Park,Large Park,Bronx,Yes,2017,Summer,2,"Broadway, Jerome Ave,City Line,Van Cortlandt Pk S",44,A,N
Williamsbridge Oval,Large Park,Bronx,Yes,2017,Summer,2,"Van Cortlandt Ave. East, Resevoir Oval E",120,A,N
Manhattan Beach Park,Large Park,Brooklyn,Yes,2017,Summer,2,Oriental Blvd. between Ocean Ave. and Mackenzie St.,45,A,N
Canarsie Park,Large Park,Brooklyn,Yes,2017,Summer,2,"Belt Pkwy, Seaview Ave Btw: Paerdegat Basin, E 93 S, E 102 St, Fresh Creek Basin",50,A,N
Edmonds Playground,Small Park,Brooklyn,Yes,2017,Summer,2,Dekalb Ave. between Adelphi St. and Carlton Ave.,7,A,A
Washington Hall Park,Small Park,Brooklyn,Yes,2017,Summer,2,Park Ave. bet. Washington Ave. and Hall St.,0,A,A
Nelson Playground,Small Park,Bronx,Yes,2017,Summer,2,W 166 St bet. Woodycrest Av and Nelson Av,7,N,U
Corporal John A. Seravalli Playground,Small Park,Manhattan,Yes,2017,Summer,2,Hudson St. bet. Gansevoort St. and Horatio St.,70,A,U
Queensbridge Park,Small Park,Queens,Yes,2017,Summer,2,"Queensboro Bridge, 41 Rd., 40 Ave. bet. The East River, Vernon Blvd., and 21 St.",4,A,A
L/CPL Thomas P. Noonan Jr. Playground,Small Park,Queens,Yes,2017,Summer,2,"47 Ave., Greenpoint Ave. bet. 42 St. and 43 St.",40,A,A
Harry Maze Playground,Small Park,Brooklyn,Yes,2017,Summer,2,"Ave. D, Ditmas Ave. bet. E. 56 St. and E. 57 St.",25,A,A
Torsney Playground,Small Park,Queens,Yes,2017,Summer,2,Skillman Ave. bet. 41 St. and 43 St.,100,A,A
Bowne Park,Small Park,Queens,Yes,2017,Summer,2,"29 Ave., 32 Ave. bet. 155 St. and 159 St.",0,N,N
Bowne Playground,Small Park,Queens,Yes,2017,Summer,2,Union St. bet. Barclay Ave. and Sanford Ave.,11,N,N
Fort Tryon Park,Large Park,Manhattan,Yes,2017,Summer,2,"Riverside Dr To Broadway, W 192 St To Dyckman St",155,A,A
Crocheron Park,Large Park,Queens,Yes,2017,Summer,2,"214 Pl., 214 La., 215 Pl, Cross Island Pkwy. bet. 33 Ave. and 35 Ave.",8,A,A
Central Park,Large Park,Manhattan,Yes,2017,Summer,2,"5 Av To Central Park W, 59 St To 110 St",50,A,A
John J Carty Park,Large Park,Brooklyn,Yes,2017,Summer,2,Ft. Hamilton Pkwy. bet. 94 St. and 101 St.,35,A,A
Van Cortlandt Park,Large Park,Bronx,Yes,2017,Summer,1,"Broadway, Jerome Ave,City Line,Van Cortlandt Pk S",79,A,A
Forest Park,Large Park,Queens,Yes,2017,Summer,1,"Myrtle Ave, Union Tpke, Park Lane S",8,A,A
Bronx Park,Large Park,Bronx,Yes,2017,Summer,1,"Southern Blvd,Webster,Burke Aves,Bronx Pk E,180 St",31,A,A
Fort Washington Park,Small Park,Manhattan,Yes,2017,Summer,1,"Riverside Dr., Hudson River, W. 155 St. to Dyckman St.",4,A,A
Alice Kornegay Triangle,Small Park,Manhattan,Yes,2017,Summer,1,"Lexington Ave., E. 128 St. to E. 129 St.",35,N,N
Watson Gleason Playground,Small Park,Bronx,Yes,2017,Summer,1,"Gleason Ave., Watson Ave. bet. Noble Ave., and Rosedale Ave.",105,A,A
Battery Park City,Large Park,Manhattan,Yes,2017,Summer,1,"Hudson River, Liberty St. West St, and Pier A",200,A,A
John V. Lindsay East River Park,Large Park,Manhattan,No,2017,Summer,1,"Montgomery St. To E. 12 St., FDR Drive",39,A,A
McDonald Playground,Small Park,Brooklyn,Yes,2017,Summer,1,Mcdonald Ave. between Ave. S and Ave. T,24,A,A
Rockaway Beach,Large Park,Queens,Yes,2017,Summer,1,"Ocean Promenade, bet. Beach 126 St. and Beach 110 St.",100,A,A
Bayswater Park,Small Park,Queens,Yes,2017,Summer,1,"Dwight Ave., Seagirt Blvd. bet. Beach 38 St. and Bay 32 St.",11,A,A
Surf Playground,Small Park,Brooklyn,Yes,2017,Summer,1,Surf Ave. between W. 25 St. and W. 27 St.,50,A,A
Gorman Playground,Small Park,Queens,Yes,2017,Summer,1,"30 Ave., 25 Ave. bet. 84 St. and 85 St.",30,A,A
Newtown Playground,Small Park,Queens,Yes,2017,Summer,1,"56 Ave., 92 St.",30,A,A
Park Of The Americas,Small Park,Queens,Yes,2017,Summer,1,"41 Ave., 42 Ave. bet. 103 St. and 104 St.",50,A,A
P.S. 155 Playground,Small Park,Manhattan,Yes,2017,Summer,1,"E. 117 St. To E. 118 St., 1 Ave. To 2 Ave.",7,A,A
Cherry Tree Park,Small Park,Manhattan,Yes,2017,Summer,1,"99 St. To 100 St., 3 Ave.",30,U/S,U
Samuel Seabury Playground,Small Park,Manhattan,Yes,2017,Summer,1,"Lexington Ave., E. 95 St. To E. 96 St.",45,A,U
Hamilton Metz Field,Small Park,Brooklyn,Yes,2017,Summer,1,"Albany Ave., E. New York Ave., Lefferts Ave.",7,A,A
Bushwick Playground,Small Park,Brooklyn,Yes,2017,Summer,1,Knickerbocker Ave. bet. Woodbine St. and Putnam Ave.,50,A,A
Oracle Playground,Small Park,Brooklyn,Yes,2017,Summer,1,"Adelphi St., Myrtle Ave., Clermont Ave.",5,A,A
Arcilla Playground,Small Park,Bronx,Yes,2017,Summer,1,E 164 St bet. Teller Av and Clay Av at Park Ave,31,A,A
Bronx River Parkway,Small Park,Bronx,Yes,2017,Summer,1,Bronx River bet. Burke Ave. and the New York City-Westchester Line,7,A,A
Cunningham Park,Large Park,Queens,Yes,2017,Summer,1,"Horace Harding Expwy, Grand Central Pkwy",56,A,N
Cunningham Park,Large Park,Queens,Yes,2017,Summer,1,"Horace Harding Expwy, Grand Central Pkwy",56,A,N
Cunningham Park,Large Park,Queens,Yes,2017,Summer,1,"Horace Harding Expwy, Grand Central Pkwy",63,A,N
Herbert Von King Park,Large Park,Brooklyn,Yes,2017,Summer,1,"Marcy Ave., Tompkins Ave., bet. Greene Ave. and Lafayette Ave.",47,A,N
Pelham Bay Park,Large Park,Bronx,Yes,2017,Summer,1,"Bruckner Blvd, Eastchester, Hutchinson",150,A,N
Inwood Hill Park,Large Park,Manhattan,Yes,2017,Summer,1,"Dyckman St, Hudson River, Harlem River S",125,A,N
Fort Independence Playground,Small Park,Bronx,Yes,2017,Summer,1,Jerome Park Resevoir and Sedgwick Av bet. W,15,A,A
Playground Eighty LXXX,Small Park,Queens,Yes,2017,Summer,1,80 Ave. bet. 261 St. and 262 St.,55,A,A
Louis Pasteur Park,Small Park,Queens,Yes,2017,Summer,1,248 St. bet. Van Zandt Ave. and 52 Ave.,155,N,U
Baisley Pond Park,Small Park,Queens,Yes,2017,Summer,1,"N. Conduit Ave., 116 Ave. bet. 150 St., Suptin Blvd., and Baisley Blvd. S.",70,A,A
Sarsfield Playground,Small Park,Brooklyn,Yes,2017,Summer,1,"E. 38 St., Ave. M, Flatlands Ave.",20,A,A
Dr. Green Playground,Small Park,Brooklyn,Yes,2017,Summer,1,Mother Gaston Blvd. and Sutter Ave.,7,A,A
Osborn Playground,Small Park,Brooklyn,Yes,2017,Summer,1,"Linden Blvd., Osborn St., Rockaway Ave., Hegeman Ave.",7,A,A
Railroad Playground,Small Park,Brooklyn,Yes,2017,Summer,1,Ditmas Ave. bet. E. 92 St. and E. 91 St.,17,A,A
Pink Playground,Small Park,Brooklyn,Yes,2017,Summer,1,Stanley Ave. and Eldert La.,7,N,N
Randall's Island Park,Large Park,Manhattan,Yes,2017,Summer,1,East River and Harlem River,19,A,A
Cunningham Park,Large Park,Queens,Yes,2017,Summer,1,"Horace Harding Expwy, Grand Central Pkwy",12,A,A
Central Park,Large Park,Manhattan,Yes,2017,Summer,1,"5 Av To Central Park W, 59 St To 110 St",600,A,A
Coney Island Beach & Boardwalk,Large Park,Brooklyn,Yes,2017,Summer,1,"Corbin Pl. to W. 37 St., Boardwalk",60,N,A
Shore Park and Parkway,Large Park,Brooklyn,Yes,2017,Summer,1,"4 Ave., Shore Rd., Belt Pkwy., Verrazano Bridge",4,A,A
Seth Low Playground/ Bealin Square,Small Park,Brooklyn,Yes,2017,Summer,1,W. 12 St. bet. Bay Pkwy. and Ave. P,40,U,A
Garibaldi Playground,Small Park,Brooklyn,Yes,2017,Summer,1,18 Ave. bet. 83 St. and 82 St.,1,N,N
Lozada Playground,Small Park,Bronx,Yes,2017,Summer,1,E 135 St bet. Alexander Av and Willis Av,2,A,A
St. Mary's Park,Small Park,Bronx,Yes,2017,Summer,1,St Mary's St bet. St Ann's Av and Jackson Av,0,N,U
Flynn Playground,Small Park,Bronx,Yes,2017,Summer,1,Brook Av to 3 Av bet. E 157 St and E 158 St,5,A,A
Tiffany Playground,Small Park,Bronx,Yes,2017,Summer,1,Fox St to Tiffany St bet. E 167 St and E 165 St,7,A,A
Jacob H. Schiff Playground,Small Park,Manhattan,Yes,2017,Summer,1,Amsterdam Ave. bet. W. 136 St. and W. 138 St.,6,A,A
London Planetree Playground,Small Park,Queens,Yes,2017,Summer,1,"Atlantic Ave., 95 Ave. bet. 88 St., 89 St.",5,A,A
Dongan Playground,Small Park,Staten Island,Yes,2017,Summer,1,Mason Ave. bet. Buel Ave. and Dongan Hills Ave.,3,A,A
Arrochar Playground,Small Park,Staten Island,Yes,2017,Summer,1,"Sand La., Major Ave. and Mcfarland Ave.",0,N,N
Athens Square,Small Park,Queens,Yes,2017,Summer,1,30 Ave. bet. 29 St. and 30 St.,16,N,U
Drew Playground,Small Park,Bronx,Yes,2017,Summer,1,Fulton Av bet. E 169 St and E 170 St,10,A,A
Jennifer's Playground,Small Park,Staten Island,Yes,2017,Summer,1,"Jules Dr., Elson Ct., Regis Dr.",0,A,A
Poppenhusen Playground,Small Park,Queens,Yes,2017,Summer,1,"20 Ave., 21 Ave. bet. 123 St. and 124 St.",25,N,N
Gouverneur Playground,Small Park,Bronx,Yes,2017,Summer,1,3 Av bet. E 170 St and St Paul's Pl,10,N,N
Seward Park,Small Park,Manhattan,Yes,2017,Summer,1,"Canal St, Essex St, Jefferson St and E Broadway",400,U/S,U
Corlears Hook Park,Small Park,Manhattan,Yes,2017,Summer,1,"Jackson St, Cherry St, FDR Drive",40,N,N
Bedford Playground,Small Park,Brooklyn,Yes,2017,Summer,1,Bedford Ave. bet. S. 9 St. and Division Ave.,25,A,A
Van Voorhees Playground,Small Park,Brooklyn,Yes,2017,Summer,1,"Columbia St., Hicks St. bet. Congress St. and Atlantic Ave.",40,A,A
Bartlett Playground,Small Park,Brooklyn,Yes,2017,Summer,1,"Whipple St., Bartlett St., between Throop Ave. and Flushing Ave.",20,A,A
Wolfe's Pond Park,Large Park,Staten Island,Yes,2017,Summer,1,"Holton Ave., Chisolm St., Luten Ave., Arbutus Ave. and Raritan Bay",23,A,N
Wolfe's Pond Park,Large Park,Staten Island,Yes,2017,Summer,1,"Holton Ave., Chisolm St., Luten Ave., Arbutus Ave. and Raritan Bay",23,A,N
Randall's Island Park,Large Park,Manhattan,Yes,2017,Summer,1,East River and Harlem River,400,A,N
Highland Park,Large Park,Queens,Yes,2017,Summer,1,"Highland Blvd, Jamaica Ave, Jackie Robinson Pkwy",75,A,N
Alley Pond Park,Large Park,Queens,Yes,2017,Summer,1,"Little Neck Bay to Springfield Blvd, Union Tpke",200,A,N
Queensbridge Park,Large Park,Queens,Yes,2017,Summer,1,"Queensboro Bridge, 41 Rd., 40 Ave. bet. The East River, Vernon Blvd., and 21 St.",75,A,N
Astoria Park,Large Park,Queens,Yes,2017,Summer,1,19 St. bet. Astoria Park S. and Ditmars Blvd.,200,A,N
Macombs Dam Park,Large Park,Bronx,Yes,2017,Summer,1,"River Ave. to the Harlem River bet. E. 157 St. , W. 161 St. and E. 164 St.",300,A,N
Manhattan Beach Park,Large Park,Brooklyn,Yes,2017,Summer,1,Oriental Blvd. between Ocean Ave. and Mackenzie St.,27,A,N
Williamsbridge Oval,Large Park,Bronx,Yes,2017,Summer,1,"Van Cortlandt Ave. East, Resevoir Oval E",100,A,N
Crotona Park,Large Park,Bronx,Yes,2017,Summer,1,"Crotona Park North to South, Fulton Av to Southern Blvd and Crotona Park East",60,A,A
Alley Pond Park,Small Park,Queens,Yes,2017,Summer,1,"Little Neck Bay to Springfield Blvd, Union Tpke",10,A,A
Dyker Beach Park,Large Park,Brooklyn,Yes,2017,Spring,6,"86 St., Belt Pkwy. bet. Bay 8 St., 14 Ave., and 7 Ave.",75,A,N
Bensonhurst Park,Large Park,Brooklyn,Yes,2017,Spring,6,Cropsey Ave. bet. 21 Ave. and Bay Pkwy.,100,A,N
Clove Lakes Park,Large Park,Staten Island,Yes,2017,Spring,6,"Forest Ave., Victory Blvd., bet. Clove Rd. and Brookside Ave., Royal Oak Rd.",70,N,N
Richmond Parkway,Large Park,Staten Island,Yes,2017,Spring,6,Staten Island Exwy. To West Shore Exwy.,100,A,N
McCarren Park,Large Park,Brooklyn,Yes,2017,Spring,6,"Nassau Ave, Bayard, Leonard & N 12 Sts",80,A,N
Forest Park,Large Park,Queens,Yes,2017,Spring,6,"Myrtle Ave, Union Tpke, Park Lane S",96,A,N
Flushing Meadows Corona Park,Large Park,Queens,Yes,2017,Spring,6,"Grand Central Pkwy, Van Wyck Exwy",114,A,N
Flushing Meadows Corona Park,Large Park,Queens,Yes,2017,Spring,6,"Grand Central Pkwy, Van Wyck Exwy",280,A,N
Wards Island Park,Large Park,Manhattan,Yes,2017,Spring,6,East River and Hell Gate,160,A,N
Randall's Island Park,Large Park,Manhattan,Yes,2017,Spring,6,East River and Harlem River,7,A,N
Inwood Hill Park,Small Park,Manhattan,Yes,2017,Spring,6,"Dyckman St, Hudson River, Harlem River S",7,A,A
Riverside Park,Small Park,Manhattan,Yes,2017,Spring,6,"Riverside Dr. to Hudson River, W. 72 St.to St Clair Pl.",0,A,U
Caserta Playground,Small Park,Bronx,Yes,2017,Spring,6,St. Raymond's Ave. bet. Odell St. and Purdy St.,25,A,A
Bellaire Playground,Small Park,Queens,Yes,2017,Spring,6,Hillside Ave. bet. 207 St. and 208 St.,3,A,A
Castlewood Playground,Small Park,Queens,Yes,2017,Spring,6,Little Neck Pkwy. bet. 72 Ave. and 73 Ave.,15,A,A
Delphin H. Greene Playground,Small Park,Queens,Yes,2017,Spring,6,121 Ave. bet. 235 St. and 237 St.,0,A,A
Herbert Von King Park,Large Park,Brooklyn,Yes,2017,Spring,6,"Marcy Ave., Tompkins Ave., bet. Greene Ave. and Lafayette Ave.",25,A,A
Cunningham Park,Large Park,Queens,Yes,2017,Spring,6,"Horace Harding Expwy, Grand Central Pkwy",10,A,A
Cunningham Park,Large Park,Queens,Yes,2017,Spring,6,"Horace Harding Expwy, Grand Central Pkwy",10,A,A
William Sheridan Playground,Small Park,Brooklyn,Yes,2017,Spring,6,Wythe Ave. bet. Grand St. and S. 1 St.,2,A,A
La Guardia Playground,Small Park,Brooklyn,Yes,2017,Spring,6,S. 4 St. bet. Roebling St. and Williamsburg Bridge Ramp,0,A,A
Equity Playground,Small Park,Queens,Yes,2017,Spring,6,88 Ave. to 89 Ave. at 90 St.,0,A,A
Horace Harding Playground,Small Park,Queens,Yes,2017,Spring,6,62 Dr. bet. 97 Pl. and 98 St.,0,A,A
Lawrence Virgilio Playground,Small Park,Queens,Yes,2017,Spring,6,"52 St., Woodside Ave. bet. 39 Rd. and 39 Dr.",7,A,A
Van Cortlandt Park,Small Park,Bronx,Yes,2017,Spring,6,"Broadway, Jerome Ave,City Line,Van Cortlandt Pk S",2,A,A
Edenwald Playground,Small Park,Bronx,Yes,2017,Spring,6,Schieffelin Ave. bet. E. 266 Dr. and E. 229 St.,3,A,A
Frank Principe Park,Small Park,Queens,Yes,2017,Spring,6,"Maurice Ave., 63 St. bet. 54 Ave. and Borden Ave.",2,A,A
Crowley Playground,Small Park,Queens,Yes,2017,Spring,6,"Queens Midtown Exwy., 57 Ave. bet. 84 St. and 82 St.",0,N,N
Herman Dolgon Playground,Small Park,Brooklyn,Yes,2017,Spring,6,Ave. V between Nostrand Ave. and Batchelder St.,0,A,A
Tecumseh Playground,Small Park,Manhattan,Yes,2017,Spring,6,W. 78 St. and Amsterdam Ave.,1,A,A
Richmond Parkway,Large Park,Staten Island,Yes,2017,Spring,6,Staten Island Exwy. To West Shore Exwy.,50,A,A
Matthews Muliner Playground,Small Park,Bronx,Yes,2017,Spring,6,Mathews Ave. bet. Morris Park Ave. and Rhinelander Ave.,3,A,A
Bayside Playground,Small Park,Queens,Yes,2017,Spring,6,Beach Channel Dr. bet. Beach 104 St. and Seaside Ave.,0,N,N
Saul Weprin Playground,Small Park,Queens,Yes,2017,Spring,6,56 Ave. bet. 201 St. and 202 St.,8,A,A
Wingate Park,Small Park,Brooklyn,Yes,2017,Spring,6,"Winthrop St., Brooklyn Ave., Rutland Rd.",40,A,A
Baisley Pond Park,Small Park,Queens,Yes,2017,Spring,6,"N. Conduit Ave., 116 Ave. bet. 150 St., Suptin Blvd., and Baisley Blvd. S.",3,A,A
Union Square Park,Small Park,Manhattan,Yes,2017,Spring,6,"Broadway To 4 Ave., E 14 St. To E 17 St.",125,N,A
Hoover - Manton Playgrounds,Small Park,Queens,Yes,2017,Spring,6,"Manton St. bet. 83 Ave., 134 St. and Main St.",17,N,U
Sankofa Park,Small Park,Brooklyn,Yes,2017,Spring,6,Livonia Ave. between Barbey St. and Schenck Ave.,6,N,N
Cypress Hills Playground,Small Park,Brooklyn,Yes,2017,Spring,6,Euclid Ave. bet. Dumont Ave. and Blake Ave.,7,A,A
Mahoney Playground,Small Park,Staten Island,Yes,2017,Spring,6,"Beechwood Ave., Crescent Ave. and Jersey St.",8,A,U
Farm Playground,Small Park,Queens,Yes,2017,Spring,6,73 Ave. bet. 195 St. and 196 Pl.,11,A,A
Vleigh Playground,Small Park,Queens,Yes,2017,Spring,6,"70 Rd., 71 Ave. bet. 150 St. and Kissena Blvd.",101,A,A
Rev. Dr. Maggie Howard Playground,Small Park,Staten Island,Yes,2017,Spring,6,"Tompkins Ave., Broad St. and Hill St.",15,N,N
Benson Playground,Small Park,Brooklyn,Yes,2017,Spring,6,Bath Ave. between Bay 22 St. and Bay 23 St.,15,A,A
Jesse Owens Playground,Small Park,Brooklyn,Yes,2017,Spring,6,Lafayette Ave. bet. Stuyvesant Ave. and Malcom X Blvd.,-1,N,N
Heckscher Playground,Small Park,Brooklyn,Yes,2017,Spring,6,Linden St. bet. Central Ave. and Wilson Ave.,61,N,N
Fort Washington Park,Large Park,Manhattan,Yes,2017,Spring,6,"Riverside Dr., Hudson River, W. 155 St. to Dyckman St.",25,A,A
Carl Schurz Park,Large Park,Manhattan,Yes,2017,Spring,6,"East End Av To East River, E 84 St To E 90 St",0,A,A
Flushing Meadows Corona Park,Large Park,Queens,Yes,2017,Spring,6,"Grand Central Pkwy, Van Wyck Exwy",50,A,A
Prospect Park,Small Park,Brooklyn,Yes,2017,Spring,6,"Prospect Pk W, Flatbush, Parkside, Ocean Aves",37,A,A
Prospect Park,Large Park,Brooklyn,Yes,2017,Spring,6,"Prospect Pk W, Flatbush, Parkside, Ocean Aves",53,A,A
Morningside Park,Small Park,Manhattan,Yes,2017,Spring,6,"W 110 St To W 123 St, Manhattan Av To Morningside Av",20,A,A
People's Park,Small Park,Bronx,Yes,2017,Spring,6,E. 141 St. bet. Brook Ave. and St Ann's Ave.,155,A,A
Millbrook Playground,Small Park,Bronx,Yes,2017,Spring,6,E. 135 St. bet. Cypress Ave. and St Ann's Ave.,2,A,A
Bailey Playground,Small Park,Bronx,Yes,2017,Spring,6,Bailey Av bet. W 234 St and W 237 St,3,A,A
Bloomingdale Park,Small Park,Staten Island,Yes,2017,Spring,6,"Richmond Pkwy., West Shore Expw., Lenevar Ave., Ramona Ave.",8,A,A
E.M.T. Christopher J. Prescott Playground,Small Park,Staten Island,Yes,2017,Spring,6,Edith Ave. at Irvington St.,0,A,A
Auburndale Playground,Small Park,Queens,Yes,2017,Spring,6,"171 St., 172 St. bet. 33 Ave. and 35 Ave.",40,N,N
Dimattina Playground,Small Park,Brooklyn,Yes,2017,Spring,6,Hicks St. bet. Woodhull St. and Rapelye St.,25,A,A
Wright Brothers Playground,Small Park,Manhattan,Yes,2017,Spring,6,St Nicholas Ave. and W. 156 St.,89,A,A
Franz Sigel Park,Large Park,Bronx,Yes,2017,Spring,6,"NYCRR, Walton Ave, E 158 St, Grand Concourse",15,A,A
Riverside Park,Small Park,Manhattan,Yes,2017,Spring,6,"Riverside Dr. to Hudson River, W. 72 St.to St Clair Pl.",0,A,A
Central Park,Large Park,Manhattan,Yes,2017,Spring,6,"5 Av To Central Park W, 59 St To 110 St",40,A,A
John Golden Park,Large Park,Queens,Yes,2017,Spring,6,"215 Pl., Cross Island Pkwy. bet. 31 Rd. and 33 Ave.",25,A,A
Dyker Beach Park,Large Park,Brooklyn,Yes,2017,Spring,6,"86 St., Belt Pkwy. bet. Bay 8 St., 14 Ave., and 7 Ave.",4,A,A
Central Park,Large Park,Manhattan,Yes,2017,Spring,6,"5 Av To Central Park W, 59 St To 110 St",65,A,A
Canarsie Park,Large Park,Brooklyn,Yes,2017,Spring,6,"Belt Pkwy, Seaview Ave Btw: Paerdegat Basin, E 93 S, E 102 St, Fresh Creek Basin",8,A,A
Flushing Meadows Corona Park,Large Park,Queens,Yes,2017,Spring,6,"Grand Central Pkwy, Van Wyck Exwy",20,A,A
Flushing Meadows Corona Park,Small Park,Queens,Yes,2017,Spring,6,"Grand Central Pkwy, Van Wyck Exwy",5,A,A
Riverside Park,Small Park,Manhattan,Yes,2017,Spring,5,"Riverside Dr to Henry Hudson Pkwy, W 153 St",5,A,A
Albert J. Parham Playground,Small Park,Brooklyn,Yes,2017,Spring,5,"Adelphi St., Clermont Ave., Dekalb Ave., Willoughby Ave.",75,A,A
Chelsea Park,Small Park,Manhattan,Yes,2017,Spring,5,"9 Av To 10 Av, W 27 St To W 28 St",45,A,A
Rockaway Beach Boardwalk,Large Park,Queens,Yes,2017,Spring,5,Shore Front Pkwy. bet. Beach 109 St. and B. 73 St.,20,A,A
Riverside Park,Small Park,Manhattan,Yes,2017,Spring,5,"Riverside Dr. to Hudson River, W. 72 St.to St Clair Pl.",16,A,A
Rockaway Beach and Boardwalk,Large Park,Queens,Yes,2017,Spring,5,Lands underwater bet. B. 2 St. and B. 73 St.,10,N,N
Givan Square,Small Park,Bronx,Yes,2017,Spring,5,E. Gunhill Rd. and Eastchester Rd. bet. Arnow Ave. and Adee Ave..,1,A,A
Eastchester Playground,Small Park,Bronx,Yes,2017,Spring,5,Adee Ave. at Tenboeck Ave.,0,A,A
Taylor Playground,Small Park,Bronx,Yes,2017,Spring,5,Guerlain St. bet. Taylor Ave. and Thieriot Ave.,0,U,A
Playground 286,Small Park,Brooklyn,Yes,2017,Spring,5,Ave. Y between Brown St. and Haring St.,2,A,A
Underwood Park,Small Park,Brooklyn,Yes,2017,Spring,5,Lafayette Ave. bet. Waverly Ave. and Washington Ave.,40,A,A
Sixteen Sycamores Playground,Small Park,Brooklyn,Yes,2017,Spring,5,Schermerhorn St. bet. Nevins St. and 3 Ave.,20,A,A
Kolbert Playground,Small Park,Brooklyn,Yes,2017,Spring,5,Ave. L bet. E. 17 St. and E. 18 St.,30,A,A
Newport Playground,Small Park,Brooklyn,Yes,2017,Spring,5,Riverdale Ave. bet. Thatford Ave. and Osborn St.,5,N,U
Electric Playground,Small Park,Queens,Yes,2017,Spring,5,164 St. bet. 65 Ave. and 67 Ave.,6,A,A
Queens Valley Playground,Small Park,Queens,Yes,2017,Spring,5,137 St. bet. 76 Ave. and 76 Rd.,45,A,A
Detective Keith L Williams Park,Small Park,Queens,Yes,2017,Spring,5,Liberty Ave. bet. 172 St. and 173 St.,5,A,A
Colucci Playground,Small Park,Bronx,Yes,2017,Spring,5,Hutchinson River Pkwy. E. bet. Wilkinson Ave. and E. 197 St.,10,N,N
Sherman Creek,Small Park,Manhattan,Yes,2017,Spring,5,10 Ave. bet. Academy St. and the Harlem River,3,A,A
Frederick Johnson Playground,Small Park,Manhattan,Yes,2017,Spring,5,7 Ave. bet. W. 150 St. and W. 151 St.,7,A,A
Renaissance Playground,Small Park,Manhattan,Yes,2017,Spring,5,"7 Ave. To 8 Ave., W. 143 St. To W. 144 St.",6,A,A
Sheltering Arms Playground,Small Park,Manhattan,Yes,2017,Spring,5,"W. 126 St. to W. 129 St., Amsterdam Ave. to Old Broadway",6,A,U
East Springfield Playground,Small Park,Queens,Yes,2017,Spring,5,115 Rd. bet. 218 St. and 219 St.,0,A,A
Detective William T. Gunn Playground,Small Park,Queens,Yes,2017,Spring,5,235 Ct. bet. Hillside Ave. and 87 Ave.,0,A,A
Susan Smith McKinney Steward Park,Small Park,Brooklyn,Yes,2017,Spring,5,"Bridge St., Jay St. bet. Prospect St. and York St.",4,A,A
Roebling Playground,Small Park,Brooklyn,Yes,2017,Spring,5,Lee Ave. between Wilson St. and Taylor St.,2,A,A
Yellowstone Park,Small Park,Queens,Yes,2017,Spring,5,Yellowstone Blvd. bet. 68 Ave. and 68 Rd.,0,A,A
Maple Playground,Small Park,Queens,Yes,2017,Spring,5,Kissena Blvd. bet. Maple Ave. and Franklin Ave.,0,A,A
Flushing Fields,Small Park,Queens,Yes,2017,Spring,5,"149 St. bet. 25 Ave. and 26 Ave., 29 Ave. and Bayside Ave.",0,A,A
Markham Playground,Small Park,Staten Island,Yes,2017,Spring,5,"Willowbrook Pkwy., Forest Ave. to Houston St.",0,A,A
Central Park,Large Park,Manhattan,Yes,2017,Spring,5,"5 Av To Central Park W, 59 St To 110 St",200,A,U
Henry Hudson Park,Large Park,Bronx,Yes,2017,Spring,5,"Palisade Av, Kappock St,  Independence A",10,A,A
McCarren Park,Large Park,Brooklyn,Yes,2017,Spring,5,"Nassau Ave, Bayard, Leonard & N 12 Sts",55,A,A
Red Hook Recreation Area,Large Park,Brooklyn,Yes,2017,Spring,5,"Halleck St., Bush St. bet. Otsego St. and Court St.",35,A,A
Prospect Park,Small Park,Brooklyn,Yes,2017,Spring,5,"Prospect Pk W, Flatbush, Parkside, Ocean Aves",30,A,A
Coney Island Beach & Boardwalk,Large Park,Brooklyn,Yes,2017,Spring,5,"Corbin Pl. to W. 37 St., Boardwalk",29,N,N
College Point Fields,Large Park,Queens,Yes,2017,Spring,5,"130 St. bet., 23rd Ave. and 26 Ave.",10,A,A
John V. Lindsay East River Park,Large Park,Manhattan,Yes,2017,Spring,5,"Montgomery St. To E. 12 St., FDR Drive",50,A,A
Ferry Point Park,Large Park,Bronx,Yes,2017,Spring,5,"Schley Ave., LI Sound bet. Westchester Creek and Balcom Ave.",4,A,A
The Battery,Large Park,Manhattan,Yes,2017,Spring,5,"Battery Pl, State St and Whitehall St",300,N,A
Franklin D. Roosevelt Boardwalk and Beach,Large Park,Staten Island,Yes,2017,Spring,5,"Ft. Wadsworth To Miller Field, Fr Capodanno Blvd.",25,A,A
The High Line,Large Park,Manhattan,Yes,2017,Spring,5,Gansevoort St. To W. 30 St. bet. Washington St. and 11 Ave.,150,N,A
McGuire Fields,Large Park,Brooklyn,Yes,2017,Spring,5,"Ave Y., Bergen Ave. bet. Ave. V and Belt Pkwy.",15,A,A
Flushing Meadows Corona Park,Small Park,Queens,Yes,2017,Spring,5,"Grand Central Pkwy, Van Wyck Exwy",32,A,U
