prop_name,category,boro,rated,year,season,round,prop_location,visitor_count,pr_litter,pr_overall_condition
Flushing Meadows Corona Park,Large Park,Queens,Yes,2017,Spring,5,"Grand Central Pkwy, Van Wyck Exwy",500,U/S,U
Flushing Meadows Corona Park,Small Park,Queens,Yes,2017,Spring,5,"Grand Central Pkwy, Van Wyck Exwy",8,N,U
Wards Island Park,Large Park,Manhattan,Yes,2017,Spring,5,East River and Hell Gate,17,A,A
Wards Island Park,Small Park,Manhattan,Yes,2017,Spring,5,East River and Hell Gate,NA,A,A
Mosholu Playground,Small Park,Bronx,Yes,2017,Spring,5,Mosholu Parkway South bet. Bainbridge Ave. and Briggs Ave.,5,A,A
Franklin D. Roosevelt Boardwalk and Beach,Small Park,Staten Island,Yes,2017,Spring,5,"Ft. Wadsworth To Miller Field, Fr Capodanno Blvd.",1,A,A
Riverbend Playground,Small Park,Bronx,Yes,2017,Spring,5,Bailey Ave. bet. W. Kingsbridge Rd. and W. 193 St.,2,A,A
Jerome Playground,Small Park,Brooklyn,Yes,2017,Spring,5,Wortman Ave. between Jerome St. and Warwick St.,0,N,N
Rudd Playground,Small Park,Brooklyn,Yes,2017,Spring,5,"Aberdeen St., Furman Ave. north of Bushwick Ave.",0,A,A
Jackie Robinson Park Playground,Small Park,Brooklyn,Yes,2017,Spring,5,Malcom X Blvd. between Chauncey St. and Marion St.,9,A,U
James Forten Playground,Small Park,Brooklyn,Yes,2017,Spring,5,Underhill Ave. bet. Prospect Pl. and Park Pl.,60,A,A
Ditmars Playground,Small Park,Queens,Yes,2017,Spring,5,Steinway St. bet. 23 Ave. and Ditmars Blvd.,30,A,A
Bayside Fields,Small Park,Queens,Yes,2017,Spring,5,29 Ave. bet. 204 St. and Clearview Exwy. Sr. Rd. W.,3,A,A
Louis Armstrong Playground,Small Park,Queens,Yes,2017,Spring,5,37 Av bet. 112 and 113 Sts,10,A,A
El Shabazz Playground,Small Park,Brooklyn,Yes,2017,Spring,4,Macdonough St. between Malcolm X Blvd. and Stuyvesant Ave.,3,N,N
Stroud Playground,Small Park,Brooklyn,Yes,2017,Spring,4,Sterling Pl. to Park Pl. between Classon Ave. and Washington Ave.,5,A,A
Annadale Playground,Small Park,Queens,Yes,2017,Spring,4,Yellowstone Blvd. bet. 64 Rd. and 65 Ave.,15,A,A
Joseph Austin Playground,Small Park,Queens,Yes,2017,Spring,4,164 Pl. bet. Grand Central Pkwy. Sr. Rd. S. and 84 Ave.,7,A,A
Damrosch Park,Small Park,Manhattan,Yes,2017,Spring,4,Amsterdam Ave. and W. 62 St.,17,N,N
Horseshoe Playground,Small Park,Bronx,Yes,2017,Spring,4,E. 165 St. and Rogers Pl.,16,A,U
Poe Park,Small Park,Bronx,Yes,2017,Spring,4,Grand Concourse bet. E. 192 St. and E. K,20,A,A
Helen Marshall Playground,Small Park,Queens,Yes,2017,Spring,4,"100 St., 98 St. bet. 24 Ave. and 25 Ave.",100,N,N
Josephine Caminiti Playground,Small Park,Queens,Yes,2017,Spring,4,102 St. bet. Corona Ave. and Alstyne Ave.,6,A,A
Real Good Playground,Small Park,Queens,Yes,2017,Spring,4,"Horace Harding Exwy. Sr. Rd. S., 62 Ave. bet. 99 St. and 102 St.",6,N,N
Willow Lake Playground,Small Park,Queens,Yes,2017,Spring,4,72 Ave. bet. 112 St. and Grand Central Parkway,9,A,A
Travers Park,Small Park,Queens,Yes,2017,Spring,4,34 Ave. bet. 77 St. and 78 St.,35,A,A
Playground Ninety,Small Park,Queens,Yes,2017,Spring,4,"89 St., 90 St. bet. Northern Blvd. and Jackson Mill Rd.",40,A,A
St. Catherine's Park,Small Park,Manhattan,Yes,2017,Spring,4,"1 Ave., bet. E. 67 St. To E. 68 St.",7,A,A
MacArthur Playground,Small Park,Manhattan,Yes,2017,Spring,4,"E. 48 St. To E. 49 St., FDR",10,A,A
Hollis Playground,Small Park,Queens,Yes,2017,Spring,4,Hollis Ave. bet. 204 St. and 205 St.,0,N,N
Msgr. McGolrick Park,Small Park,Brooklyn,Yes,2017,Spring,4,"Russell St., Monitor St. bet. Nassau Ave. and Driggs Ave.",15,A,A
Strawberry Playground,Small Park,Brooklyn,Yes,2017,Spring,4,"Rodney St., S. 3 St. and S. 4 St.",4,N,U
DiGilio Playground,Small Park,Brooklyn,Yes,2017,Spring,4,Ave. F bet. McDonald Ave. and E. 2 St.,2,A,A
Rappaport Playground,Small Park,Brooklyn,Yes,2017,Spring,4,Ft. Hamilton Pkwy. bet. 52 St. and 53 St.,17,A,A
Bay Terrace Playground,Small Park,Queens,Yes,2017,Spring,4,23 Ave. bet. 212 St. and Bell Blvd.,5,A,A
Whitestone Playground,Small Park,Queens,Yes,2017,Spring,4,"11 Ave., 12 Ave. bet. 152 St. and 154 St.",2,A,A
Harvey Park,Small Park,Queens,Yes,2017,Spring,4,"144 St., Whitestone Exwy. bet. 15 Ave. and 20 Ave.",3,A,A
Washington Market Park,Small Park,Manhattan,Yes,2017,Spring,4,Chambers St. bet. Greenwich St. and West St.,20,A,A
Calvert Vaux Park,Small Park,Brooklyn,Yes,2017,Spring,4,"Gravesend Bay, Bay 44 St. to Bay 49 St., Shore Pkwy.",0,U,A
Luna Playground,Small Park,Brooklyn,Yes,2017,Spring,4,Surf Ave. between W. 12 St. and W. 8 St.,0,N,N
Grady Playground,Small Park,Brooklyn,Yes,2017,Spring,4,"Shore Pkwy., Brighton 3 St., Brighton 4 St.",6,N,N
Chester Playground,Small Park,Brooklyn,Yes,2017,Spring,4,Chester St. to Bristol St. between Sutter Ave. and Pitkin Ave.,4,A,A
Maurice A FitzGerald Playground,Small Park,Queens,Yes,2017,Spring,4,106 St. bet. Atlantic Ave. and 94 Ave.,7,A,A
Harold Schneiderman Playground,Small Park,Queens,Yes,2017,Spring,4,155 Ave. bet. 83 St. and 84 St.,NA,A,A
Hammel Playground,Small Park,Queens,Yes,2017,Spring,4,Rockaway Beach Blvd. bet. Beach 84 St. and Beach 81 St.,4,A,A
Van Cortlandt Park,Large Park,Bronx,Yes,2017,Spring,4,"Broadway, Jerome Ave,City Line,Van Cortlandt Pk S",2,A,A
Fulton Park,Small Park,Brooklyn,Yes,2017,Spring,4,Chauncey St. bet. Lewis Ave. and Stuyvesant Ave.,25,A,A
Springfield Park,Large Park,Queens,Yes,2017,Spring,4,"149 Av, Springfield Bl, 145 Rd, 184 St",8,A,A
Highland Park,Large Park,Queens,Yes,2017,Spring,4,"Highland Blvd, Jamaica Ave, Jackie Robinson Pkwy",3,A,A
Kaiser Park,Large Park,Brooklyn,Yes,2017,Spring,4,"Neptune Ave., Bayview Ave.,W. 24 St. to W. 32 St.",7,A,A
Carl Schurz Park,Large Park,Manhattan,Yes,2017,Spring,4,"East End Av To East River, E 84 St To E 90 St",55,A,A
Forest Park,Large Park,Queens,Yes,2017,Spring,4,"Myrtle Ave, Union Tpke, Park Lane S",200,A,A
Golconda Playground,Small Park,Brooklyn,Yes,2017,Spring,4,Gold St. between Nassau St. and Concord St.,6,N,N
Little Bay Park,Large Park,Queens,Yes,2017,Spring,4,Cross Island Pkwy. bet. Utopia Pkwy. and Totten Ave.,37,A,A
Austin J. McDonald Playground,Small Park,Staten Island,Yes,2017,Spring,4,"Forest Ave., Myrtle Ave., Broadway, N. Burgher Ave.",NA,N,N
Spring Creek Park,Large Park,Brooklyn,No,2017,Spring,4,"Shore Pkwy and Seaview Ave., Schenk Ave.",40,N,N
Juniper Valley Park,Small Park,Queens,Yes,2017,Spring,4,"Juniper Blvd. bet. Lutheran Ave., 71 St. and Dry Harbor Rd.",35,A,U
"Martin Luther King, Jr. Playground",Small Park,Manhattan,Yes,2017,Spring,4,"Lenox Ave, W. 113 St. To W. 114 St.",0,N,N
Sol Bloom Playground,Small Park,Manhattan,Yes,2017,Spring,4,"Columbus Ave., W. 91 St. To W. 92 St., Central Park W.",17,A,A
Frederick Douglass Playground,Small Park,Manhattan,Yes,2017,Spring,4,Amsterdam Ave bet. W. 100 St. and W 102 St.,29,A,A
Behagen Playground,Small Park,Bronx,Yes,2017,Spring,4,Tinton Av bet. E 166 St and E 165 St,NA,A,A
Roy Wilkins Recreation Center,Large Park,Queens,Yes,2017,Spring,4,"Merrick Blvd. bet. 115 Ave., 116 Ave., and Baisley Blvd.",5,A,A
Franklin D. Roosevelt Boardwalk and Beach,Large Park,Staten Island,Yes,2017,Spring,4,"Ft. Wadsworth To Miller Field, Fr Capodanno Blvd.",45,A,A
John V. Lindsay East River Park,Large Park,Manhattan,No,2017,Spring,4,"Montgomery St. To E. 12 St., FDR Drive",40,A,A
John V. Lindsay East River Park,Large Park,Manhattan,Yes,2017,Spring,4,"Montgomery St. To E. 12 St., FDR Drive",38,A,A
Sara D. Roosevelt Park,Large Park,Manhattan,Yes,2017,Spring,3,E. Houston St. To Canal St. bet. Chrystie St. and Forsyth St.,50,A,A
Carver Playground,Small Park,Brooklyn,Yes,2017,Spring,3,Sumpter St. to Marion St. between Howard Ave. and Ralph Ave.,1,A,A
Brevoort Playground,Small Park,Brooklyn,Yes,2017,Spring,3,Ralph Ave. bet. Chauncey St. and Sumpter St.,22,A,A
Eleanor Roosevelt Playground,Small Park,Brooklyn,Yes,2017,Spring,3,Kosciuszko St. to Dekalb Ave. between Lewis Ave. and Stuyvesant Ave.,5,N,N
Franklin D. Roosevelt Boardwalk and Beach,Large Park,Staten Island,Yes,2017,Spring,3,"Ft. Wadsworth To Miller Field, Fr Capodanno Blvd.",60,A,A
Manhattan Beach Park,Large Park,Brooklyn,Yes,2017,Spring,3,Oriental Blvd. between Ocean Ave. and Mackenzie St.,100,N,N
Franklin D. Roosevelt Boardwalk and Beach,Large Park,Staten Island,Yes,2017,Spring,3,"Ft. Wadsworth To Miller Field, Fr Capodanno Blvd.",50,N,N
Langston Hughes Playground,Small Park,Manhattan,Yes,2017,Spring,3,W/s 7 Ave. at W. 130 St.,0,N,N
St. Nicholas Playground South,Small Park,Manhattan,Yes,2017,Spring,3,W/s 7 Ave. bet. W. 127 St. and W. 129 St.,29,A,A
Kissena Corridor Park,Large Park,Queens,Yes,2017,Spring,3,"Lawrence St,N Hempstead Tpk,Elder Ave,Kissena Blvd",80,A,A
The Pearly Gates,Small Park,Bronx,Yes,2017,Spring,3,St. Peter's Ave. at Tratman Ave.,25,A,A
Matthew P. Sapolin Playground,Small Park,Manhattan,Yes,2017,Spring,3,W. 70 St. bet. W. End Ave. and Amsterdam Ave.,75,A,A
Stars & Stripes Playground,Small Park,Bronx,Yes,2017,Spring,3,Crawford Ave. at Baychester Ave.,0,A,A
Bronx Park,Small Park,Bronx,Yes,2017,Spring,3,"Southern Blvd,Webster,Burke Aves,Bronx Pk E,180 St",4,A,A
Loreto Playground,Small Park,Bronx,Yes,2017,Spring,3,Morris Park Ave. bet. Haight Ave. and Tomlinson Ave.,NA,A,A
Bayview Playground,Small Park,Brooklyn,Yes,2017,Spring,3,Seaview Ave. between E. 99 St. and E. 101 St.,1,N,N
Albemarle Playground,Small Park,Brooklyn,Yes,2017,Spring,3,"Albemarle Rd., Dahill Rd., Mcdonald Ave.",30,A,A
Highbridge Park,Small Park,Manhattan,Yes,2017,Spring,3,"W 155 St and Dyckman St, Edgecombe Av & Amsterdam Av",4,N,U
Rosemary's Playground,Small Park,Queens,Yes,2017,Spring,3,"Woodbine St., Madison St. bet. Woodward Ave. and Fairview Ave.",80,A,A
Bellerose Playground,Small Park,Queens,Yes,2017,Spring,3,85 Ave. bet. 248 St. and 249 St.,19,A,A
Downing Street Playground,Small Park,Manhattan,Yes,2017,Spring,3,"Downing St to Carmine St, Av Of Americas",10,N,U
Bill Rainey Park,Large Park,Bronx,Yes,2017,Spring,3,Beck St bet. Interval Av and Longwood Av,20,A,A
Forest Park,Large Park,Queens,Yes,2017,Spring,3,"Myrtle Ave, Union Tpke, Park Lane S",3,A,A
J. Hood Wright Park,Large Park,Manhattan,Yes,2017,Spring,3,W. 173 St. bet. Haven Ave. and Ft. Washington Ave.,36,A,A
Mill Pond Park,Large Park,Bronx,Yes,2017,Spring,3,Major Deegan Exwy bet. E. 150 St and E. 153 St,2,A,U
McCarren Park,Large Park,Brooklyn,Yes,2017,Spring,3,"Nassau Ave, Bayard, Leonard & N 12 Sts",8,N,A
Prospect Park,Large Park,Brooklyn,Yes,2017,Spring,3,"Prospect Pk W, Flatbush, Parkside, Ocean Aves",5,N,N
Ampere Playground,Small Park,Queens,Yes,2017,Spring,3,101 Ave. bet. 92 St. and 83 St.,0,A,A
Forest Park,Small Park,Queens,Yes,2017,Spring,3,"Myrtle Ave, Union Tpke, Park Lane S",0,U,A
Russell Sage Playground,Small Park,Queens,Yes,2017,Spring,3,Booth St. bet. 68 Ave. and 68 Dr.,0,A,A
Leif Ericson Park,Small Park,Brooklyn,Yes,2017,Spring,3,"67 St., 66 St. bet. 4 Ave. and Ft. Hamilton Pkwy.",0,A,A
Hoffman Park,Small Park,Queens,Yes,2017,Spring,3,Hoffman Dr. bet. 58 Ave. and Woodhaven Blvd.,6,A,A
Elmhurst Park,Small Park,Queens,Yes,2017,Spring,3,"Grand Ave., 57 Ave. bet. 74 St. and 80 St.",0,A,A
Burns Playground,Small Park,Bronx,Yes,2017,Spring,3,Mace Ave. bet. Lodovick Ave. and Gunther Ave.,0,A,A
Lincoln Terrace / Arthur S. Somers Park,Small Park,Brooklyn,Yes,2017,Spring,3,"Eastern Pkwy., E. New York Ave. bet. Rochester Ave. and Portal St.",1,N,N
East River Playground,Small Park,Manhattan,Yes,2017,Spring,3,"FDR Dr., E. 106 St. To E. 107 St.",2,U,U
Howard Bennett Playground,Small Park,Manhattan,Yes,2017,Spring,3,"W. 135 St. To W. 136 St., Lenox Ave. To 5 Ave.",1,N,U
Lindower Park,Small Park,Brooklyn,Yes,2017,Spring,3,Strickland Ave. between Mill Ave. and E. 60 Pl.,0,A,A
Webster Playground,Small Park,Bronx,Yes,2017,Spring,3,E. 188 St. bet. Webster Ave. and Park Ave.,5,A,A
Fox Playground,Small Park,Brooklyn,Yes,2017,Spring,3,Ave. H between E. 54 St. to E. 55 St.,0,A,A
Sperandeo Brothers Playground,Small Park,Brooklyn,Yes,2017,Spring,3,"Atlantic Ave., Cleveland St. and Liberty Ave.",0,A,A
Ethan Allen Playground,Small Park,Brooklyn,Yes,2017,Spring,3,Wortman Ave. between Vermont St. and New Jersey Ave.,0,N,N
Dr. Charles R. Drew Park,Small Park,Queens,Yes,2017,Spring,3,"Van Wyck Exwy. Sr. Rd. E., 140 St. bet. 115 Ave. and 116 Ave.",1,N,N
Haggerty Park,Small Park,Queens,Yes,2017,Spring,3,Jamaica Ave. bet. 202 St. and 204 St.,17,A,A
Coleman Playground,Small Park,Manhattan,Yes,2017,Spring,3,"Cherry St, Pike St, Monroe St",6,A,A
Lieutenant John H. Martinson Playground,Small Park,Staten Island,Yes,2017,Spring,3,Preston Ave. bet. Koch Blvd. and Osborne St.,1,A,A
Crotona Park,Small Park,Bronx,Yes,2017,Spring,3,"Crotona Park North to South, Fulton Av to Southern Blvd and Crotona Park East",0,A,A
Marie Curie Playground,Small Park,Queens,Yes,2017,Spring,3,"46 Ave., 46 Rd. bet. Oceania St. and 211 St.",0,A,A
Admiral Playground,Small Park,Queens,Yes,2017,Spring,3,Little Neck Pkwy. bet. 42 Ave. and 43 Ave.,0,A,A
Challenge Playground,Small Park,Queens,Yes,2017,Spring,3,251 St. bet. 61 Ave. and 63 Ave.,0,N,N
Poor Richard's Playground,Small Park,Manhattan,Yes,2017,Spring,3,E. 109 St. bet. 2 Ave. and 3 Ave.,40,A,A
Mellett Playground,Small Park,Brooklyn,Yes,2017,Spring,3,Avenue V bet. E. 13 St. and E. 14 St.,15,A,A
Spirit Playground,Small Park,Queens,Yes,2017,Spring,3,36 Ave bet. 9 St. and 10 St.,40,N,U
Havemeyer Playground,Small Park,Bronx,Yes,2017,Spring,3,"N/B Cross Bronx Exwy Service Rd, Watson Av, Havemeyer Ave",0,A,A
Colden Playground,Small Park,Queens,Yes,2017,Spring,3,Union St. bet. 31 Rd. and 31 Dr.,50,A,A
Soundview Park,Small Park,Bronx,Yes,2017,Spring,3,"Bronx River, Bronx River Ave. bet. Lafayette Ave., Surf Dr.",0,N,N
Emerald Playground,Small Park,Queens,Yes,2017,Spring,3,"Jewel Ave., 71 Ave. bet. 163 St. and 164 St.",3,A,A
Bushwick Playground,Small Park,Brooklyn,Yes,2017,Spring,3,Flushing Ave. bet.. Beaver St. and Garden St.,24,A,A
Riverside Park,Large Park,Manhattan,Yes,2017,Spring,2,"Riverside Dr. to Hudson River, W. 72 St.to St Clair Pl.",15,N,U
Richmond Parkway,Large Park,Staten Island,No,2017,Spring,2,Staten Island Exwy. To West Shore Exwy.,12,A,A
Flushing Meadows Corona Park,Large Park,Queens,Yes,2017,Spring,2,"Grand Central Pkwy, Van Wyck Exwy",30,A,A
The Battery,Large Park,Manhattan,Yes,2017,Spring,2,"Battery Pl, State St and Whitehall St",300,A,A
Central Park,Small Park,Manhattan,Yes,2017,Spring,2,"5 Av To Central Park W, 59 St To 110 St",0,N,N
Saratoga Park,Small Park,Brooklyn,Yes,2017,Spring,2,Halsey St. bet. Howard Ave. and Saratoga Ave.,1,A,A
Highland Park,Small Park,Queens,Yes,2017,Spring,2,"Highland Blvd, Jamaica Ave, Jackie Robinson Pkwy",1,A,A
Calvert Vaux Park,Large Park,Brooklyn,Yes,2017,Spring,2,"Gravesend Bay, Bay 44 St. to Bay 49 St., Shore Pkwy.",5,N,N
Moore Playground,Small Park,Manhattan,Yes,2017,Spring,2,Madison Ave. bet. E. 130 St. and E. 131 St.,0,A,U
Crotona Park,Small Park,Bronx,Yes,2017,Spring,2,"Crotona Park North to South, Fulton Av to Southern Blvd and Crotona Park East",0,A,A
Crotona Park,Small Park,Bronx,Yes,2017,Spring,2,"Crotona Park North to South, Fulton Av to Southern Blvd and Crotona Park East",0,A,A
Wayanda Park,Small Park,Queens,Yes,2017,Spring,2,Robard La. bet. Hollis Ave. and Montery St.,0,A,U
Frank D. O'Connor Playground,Small Park,Queens,Yes,2017,Spring,2,Broadway and Woodside Ave. bet. 77 St. and 79 St.,3,A,A
Northern Playground,Small Park,Queens,Yes,2017,Spring,2,Northern Blvd. bet. 93 St. and 94 St.,4,A,U
Ocean Hill Playground,Small Park,Brooklyn,Yes,2017,Spring,2,"Dean St., Bergen St. bet. Rockaway Ave.and Hopkinson Ave.",5,N,U
Midland Field,Small Park,Staten Island,Yes,2017,Spring,2,"Midland Ave., Mason Ave., Bedford Ave., Boundary Ave.",0,N,U
Maria Hernandez Park,Large Park,Brooklyn,Yes,2017,Spring,2,"Irving Ave., Knickerbocker Ave. bet. Starr St. and Suydam St.",55,A,A
Central Park,Large Park,Manhattan,Yes,2017,Spring,2,"5 Av To Central Park W, 59 St To 110 St",100,A,A
Pelham Bay Park,Large Park,Bronx,Yes,2017,Spring,2,"Bruckner Blvd, Eastchester, Hutchinson",2,N,N
Raymond O’Connor Park,Small Park,Queens,Yes,2017,Spring,2,"32 Ave., 33 Ave. bet. Corporal Kennedy St. and 210 St.",9,N,U
Telephone Playground,Small Park,Queens,Yes,2017,Spring,2,75 Ave. bet. Bell Blvd. and 217 St.,0,A,A
Flushing Meadows Corona Park,Small Park,Queens,Yes,2017,Spring,2,"Grand Central Pkwy, Van Wyck Exwy",2,A,A
Dyker Beach Park,Small Park,Brooklyn,Yes,2017,Spring,2,"86 St., Belt Pkwy. bet. Bay 8 St., 14 Ave., and 7 Ave.",0,A,A
Little Flower Playground,Small Park,Manhattan,Yes,2017,Spring,2,Madison St. bet. Clinton St. and Rutgers St.,45,N,N
Glenwood Playground,Small Park,Brooklyn,Yes,2017,Spring,2,Ralph Ave. and Farragut Rd.,2,A,A
Nostrand Playground,Small Park,Brooklyn,Yes,2017,Spring,2,Nostrand Ave. between Foster Ave. and Farragut Pl.,NA,A,A
Woodtree Playground,Small Park,Queens,Yes,2017,Spring,2,20 Ave. bet. 37 St. and 38 St.,0,A,A
Columbus Park,Small Park,Manhattan,Yes,2017,Spring,2,"Baxter St, Mulberry St, Bayard St and Park",113,A,A
Columbus Park,Small Park,Manhattan,Yes,2017,Spring,2,"Baxter St, Mulberry St, Bayard St and Park",113,A,A
Triborough Bridge Playground B,Small Park,Queens,Yes,2017,Spring,2,Hoyt Ave. bet. 21 St. and 23 St.,1,N,N
Walter Gladwin Park,Small Park,Bronx,Yes,2017,Spring,2,E 175 St to E Tremont Av bet. 3 Av and Arthur Ave,0,N,N
Van Cortlandt Park,Large Park,Bronx,Yes,2017,Spring,2,"Broadway, Jerome Ave,City Line,Van Cortlandt Pk S",5,A,A
Baisley Pond Park,Large Park,Queens,Yes,2017,Spring,2,"N. Conduit Ave., 116 Ave. bet. 150 St., Suptin Blvd., and Baisley Blvd. S.",37,N,U
Astoria Park,Large Park,Queens,Yes,2017,Spring,2,19 St. bet. Astoria Park S. and Ditmars Blvd.,50,A,A
Jackie Robinson Park,Small Park,Manhattan,Yes,2017,Spring,2,"Bradhurst Av and Edgecombe Av, W 145 St To",1,A,A
St. Nicholas Park,Small Park,Manhattan,Yes,2017,Spring,2,"St. Nicholas Ave., St. Nicholas Ter. bet. W. 128 St. and W. 141 St.",0,A,A
Fred Samuel Playground,Small Park,Manhattan,Yes,2017,Spring,2,"Lenox Ave., W. 139 St. To W. 140 St.",6,A,A
Frederick B. Judge Playground,Small Park,Queens,Yes,2017,Spring,2,"134 St., 135 St., bet. 111 Ave. and Lincoln St., Linden Blvd",2,A,A
Parkside Playground,Small Park,Bronx,Yes,2017,Spring,2,Arnow Ave. bet. Olinville Ave. and White Plains Rd.,NA,A,A
Martinez Playground,Small Park,Brooklyn,Yes,2017,Spring,2,Scholes St. bet. Manhattan Ave. and Graham Ave.,17,N,N
Rienzi Playground,Small Park,Bronx,Yes,2017,Spring,2,E. 226 St. bet. White Plains Rd. and Barnes Ave.,2,A,A
Forest Park,Small Park,Queens,Yes,2017,Spring,2,"Myrtle Ave, Union Tpke, Park Lane S",0,A,A
Crispus Attucks Playground,Small Park,Brooklyn,Yes,2017,Spring,2,Classon Ave. bet. Fulton St. and Lefferts Pl.,0,N,N
Mafera Park,Small Park,Queens,Yes,2017,Spring,2,65 Pl. bet. Shaler Ave. and the rail yards,10,A,A
Greene Playground,Small Park,Brooklyn,Yes,2017,Spring,2,Greene Ave. bet. Waverly Ave. and Washington Ave.,7,U,U
Harris Park,Small Park,Bronx,Yes,2017,Spring,2,Paul Ave. - Goulden Ave. bet. Bedford Par,5,A,A
Tiger Playground,Small Park,Brooklyn,Yes,2017,Spring,2,Evergreen Ave. between Eldert St. and Covert St.,200,A,U
Crotona Park,Large Park,Bronx,Yes,2017,Spring,2,"Crotona Park North to South, Fulton Av to Southern Blvd and Crotona Park East",5,A,A
Morningside Park,Large Park,Manhattan,Yes,2017,Spring,2,"W 110 St To W 123 St, Manhattan Av To Morningside Av",31,A,A
Coney Island Beach & Boardwalk,Large Park,Brooklyn,Yes,2017,Spring,2,"Corbin Pl. to W. 37 St., Boardwalk",2,N,N
Flushing Meadows Corona Park,Large Park,Queens,Yes,2017,Spring,2,"Grand Central Pkwy, Van Wyck Exwy",3,A,A
Marine Park,Large Park,Brooklyn,Yes,2017,Spring,2,"Flatbush, Gerritsen & Fillmore Aves, Jamaica Bay",NA,A,A
Highbridge Park,Small Park,Manhattan,Yes,2017,Spring,2,"W 155 St and Dyckman St, Edgecombe Av & Amsterdam Av",0,A,A
Coffey Park,Small Park,Brooklyn,Yes,2017,Spring,2,Verona St. bet. Richard St. and Dwight St.,0,A,U
St. Mary's Park,Small Park,Bronx,Yes,2017,Spring,2,St Mary's St bet. St Ann's Av and Jackson Av,0,A,U
Pelham Bay Park,Small Park,Bronx,Yes,2017,Spring,2,"Bruckner Blvd, Eastchester, Hutchinson",0,A,U
Gerard P. Dugan Playground,Small Park,Staten Island,Yes,2017,Spring,2,Mill Rd. to Weed Ave. bet. Tysens La. and Isernia Ave.,NA,N,U
Christopher J. Igneri Playground,Small Park,Staten Island,Yes,2017,Spring,2,"Schmidts La., Manor Rd. and Laguardia Ave.",0,N,N
Agnes Haywood Playground,Small Park,Bronx,Yes,2017,Spring,2,Barnes Ave. bet. E. 216 St. and E. 215 St.,0,N,N
Margaret I. Carman Green - Weeping Beech,Small Park,Queens,Yes,2017,Spring,2,37 Ave. bet. Bowne St. and Parsons Blvd.,NA,N,U
Frank Golden Park,Small Park,Queens,Yes,2017,Spring,2,14 Rd. bet. 132 St. and 138 St.,0,N,N
Hermon A. MacNeil Park,Small Park,Queens,Yes,2017,Spring,2,Poppenhusen Ave. bet. 115 St. and College Pl.,1,A,A
Hattie Carthan Playground,Small Park,Brooklyn,Yes,2017,Spring,1,Monroe St. to Madison St. between Marcy Ave. and Tompkins Ave.,3,N,N
Beach 9 Playground,Small Park,Queens,Yes,2017,Spring,1,Seagirt Blvd bet. B. 12 St. and B. 9 St.,0,N,N
Seaside Playground,Small Park,Queens,Yes,2017,Spring,1,Rockaway Beach Blvd. bet. Beach 110 St. and Beach 109 St.,0,A,A
Willoughby Playground,Small Park,Brooklyn,Yes,2017,Spring,1,"Tompkins Ave., Willoughby Ave., Vernon Ave.",1,A,A
Stockton Playground,Small Park,Brooklyn,Yes,2017,Spring,1,"Park Ave., Martin Luther King Pl., Marcy Ave.",2,A,A
Alley Park,Small Park,Queens,Yes,2017,Spring,1,67 Ave. bet. 230 St. and 233 St.,0,A,A
Century Playground,Small Park,Brooklyn,Yes,2017,Spring,1,W. Brighton Ave. between W. 2 St. and W. 3 St.,5,A,A
Reiff Playground,Small Park,Queens,Yes,2017,Spring,1,59 Dr. bet. Fresh Pond Rd. and 63 St.,2,A,A
Kennedy King Playground,Small Park,Brooklyn,Yes,2017,Spring,1,"E. 93 St. to E. 94 St., between Lenox Rd. and Clarkson Ave.",2,A,A
Evergreen Park,Small Park,Queens,Yes,2017,Spring,1,St Felix Ave. bet. Seneca Ave. and 60 Pl.,4,A,A
Walker Park,Small Park,Staten Island,Yes,2017,Spring,1,"Delafield Pl., Bard Ave., and Davis Ave.",2,A,A
Police Officer Nicholas Demutiis Park,Small Park,Queens,Yes,2017,Spring,1,Liberty Ave. bet. 101 St. and 102 St.,NA,N,N
